year,month,Country,Port,Vessel Category,Trade Flow,Trade Vol ,,,,
2019,1,"Fiji, Lautoka Harbor", Lautoka Harbor,Bulk Carrier,Imports,24182.7,,,,
2019,1,"Fiji, Lautoka Harbor", Lautoka Harbor,Container,Exports,8641.9,,,,
2019,1,"Fiji, Lautoka Harbor", Lautoka Harbor,Container,Imports,6668.7,,,,
2019,1,"Fiji, Lautoka Harbor", Lautoka Harbor,General Cargo,Exports,5.6,,,,
2019,1,"Fiji, Lautoka Harbor", Lautoka Harbor,General Cargo,Imports,3775.5,,,,
2019,1,"Fiji, Lautoka Harbor", Lautoka Harbor,Tanker,Exports,2590.5,,,,
2019,1,"Fiji, Lautoka Harbor", Lautoka Harbor,Tanker,Imports,37907.7,,,,
2019,1,"Fiji, Malai", Malai,General Cargo,Imports,11,,,,
2019,1,"Fiji, Malai", Malai,Tanker,Exports,1367.9,,,,
2019,1,"Fiji, Malai", Malai,Tanker,Imports,656,,,,
2019,1,"Fiji, Nabouwalu Jetty", Nabouwalu Jetty,Bulk Carrier,Exports,15421.8,,,,
2019,1,"Fiji, Suva Harbor", Suva Harbor,Container,Exports,4954,,,,
2019,1,"Fiji, Suva Harbor", Suva Harbor,Container,Imports,18815.3,,,,
2019,1,"Fiji, Suva Harbor", Suva Harbor,General Cargo,Exports,1863.8,,,,
2019,1,"Fiji, Suva Harbor", Suva Harbor,General Cargo,Imports,5899.2,,,,
2019,1,"Fiji, Suva Harbor", Suva Harbor,Tanker,Exports,702.5,,,,
2019,1,"Fiji, Suva Harbor", Suva Harbor,Tanker,Imports,10453.1,,,,
2019,1,"Kiribati, Kiribati", Kiribati,General Cargo,Exports,11353.4,,,,
2019,1,"Kiribati, Kiribati", Kiribati,General Cargo,Imports,447.5,,,,
2019,1,"Kiribati, Tarawa Atoll", Tarawa Atoll,Container,Imports,4828.4,,,,
2019,1,"Kiribati, Tarawa Atoll", Tarawa Atoll,General Cargo,Exports,1148.2,,,,
2019,1,"Kiribati, Tarawa Atoll", Tarawa Atoll,Tanker,Imports,955.8,,,,
2019,1,"Marshall Islands, Ebeye", Ebeye,Container,Imports,572.6,,,,
2019,1,"Marshall Islands, Ebeye", Ebeye,General Cargo,Imports,302.8,,,,
2019,1,"Marshall Islands, Kwajalein", Kwajalein,Container,Imports,1029.9,,,,
2019,1,"Marshall Islands, Kwajalein", Kwajalein,General Cargo,Imports,865.9,,,,
2019,1,"Marshall Islands, Majuro Atoll", Majuro Atoll,Container,Imports,11621.9,,,,
2019,1,"Marshall Islands, Majuro Atoll", Majuro Atoll,General Cargo,Exports,12820.4,,,,
2019,1,"Marshall Islands, Majuro Atoll", Majuro Atoll,General Cargo,Imports,413.2,,,,
2019,1,"Marshall Islands, Majuro Atoll", Majuro Atoll,Tanker,Exports,1521,,,,
2019,1,"Micronesia, Colonia", Colonia,Container,Exports,298.3,,,,
2019,1,"Micronesia, Colonia", Colonia,General Cargo,Exports,15.2,,,,
2019,1,"Micronesia, Colonia", Colonia,General Cargo,Imports,1059.5,,,,
2019,1,"Micronesia, Lele Harbor", Lele Harbor,General Cargo,Imports,253.6,,,,
2019,1,"Micronesia, Moen", Moen,General Cargo,Exports,15.2,,,,
2019,1,"Micronesia, Moen", Moen,General Cargo,Imports,2042.3,,,,
2019,1,"Micronesia, Pornpei Harbor", Pornpei Harbor,Container,Imports,1470.9,,,,
2019,1,"Micronesia, Pornpei Harbor", Pornpei Harbor,General Cargo,Imports,713.9,,,,
2019,1,"Nauru, Nauru", Nauru,Bulk Carrier,Exports,27699.7,,,,
2019,1,"Nauru, Nauru", Nauru,General Cargo,Imports,3426.9,,,,
2019,1,"Nauru, Nauru", Nauru,Tanker,Exports,206.6,,,,
2019,1,"Palau, Malakal Harbor", Malakal Harbor,Container,Imports,3998.1,,,,
2019,1,"Palau, Malakal Harbor", Malakal Harbor,General Cargo,Exports,785.5,,,,
2019,1,"Palau, Malakal Harbor", Malakal Harbor,General Cargo,Imports,1202.5,,,,
2019,1,"Papua New Guinea, Alotoa", Alotoa,Container,Imports,1404.7,,,,
2019,1,"Papua New Guinea, Alotoa", Alotoa,General Cargo,Imports,834.1,,,,
2019,1,"Papua New Guinea, Alotoa", Alotoa,Tanker,Exports,80.1,,,,
2019,1,"Papua New Guinea, Alotoa", Alotoa,Tanker,Imports,452.5,,,,
2019,1,"Papua New Guinea, Buka", Buka,Container,Imports,381.3,,,,
2019,1,"Papua New Guinea, Buka", Buka,General Cargo,Exports,212.2,,,,
2019,1,"Papua New Guinea, Buka", Buka,General Cargo,Imports,266.9,,,,
2019,1,"Papua New Guinea, Daru", Daru,Bulk Carrier,Exports,7726.8,,,,
2019,1,"Papua New Guinea, Daru", Daru,General Cargo,Exports,5852.5,,,,
2019,1,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Bulk Carrier,Exports,27177.4,,,,
2019,1,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Bulk Carrier,Imports,1157.4,,,,
2019,1,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Container,Imports,1522.8,,,,
2019,1,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,General Cargo,Exports,4467.5,,,,
2019,1,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,General Cargo,Imports,382.4,,,,
2019,1,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Tanker,Exports,3475.9,,,,
2019,1,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Tanker,Imports,588.6,,,,
2019,1,"Papua New Guinea, Kimbe", Kimbe,Bulk Carrier,Exports,40100.3,,,,
2019,1,"Papua New Guinea, Kimbe", Kimbe,Bulk Carrier,Imports,6964.6,,,,
2019,1,"Papua New Guinea, Kimbe", Kimbe,Container,Exports,191.6,,,,
2019,1,"Papua New Guinea, Kimbe", Kimbe,Container,Imports,6539.8,,,,
2019,1,"Papua New Guinea, Kimbe", Kimbe,General Cargo,Exports,13737,,,,
2019,1,"Papua New Guinea, Kimbe", Kimbe,General Cargo,Imports,3576,,,,
2019,1,"Papua New Guinea, Kimbe", Kimbe,Tanker,Exports,14988.4,,,,
2019,1,"Papua New Guinea, Kimbe", Kimbe,Tanker,Imports,862.3,,,,
2019,1,"Papua New Guinea, Lae", Lae,Bulk Carrier,Imports,6591.8,,,,
2019,1,"Papua New Guinea, Lae", Lae,Container,Exports,10048.7,,,,
2019,1,"Papua New Guinea, Lae", Lae,Container,Imports,32158.2,,,,
2019,1,"Papua New Guinea, Lae", Lae,General Cargo,Exports,12710.7,,,,
2019,1,"Papua New Guinea, Lae", Lae,General Cargo,Imports,6345.8,,,,
2019,1,"Papua New Guinea, Lae", Lae,Tanker,Exports,2321.9,,,,
2019,1,"Papua New Guinea, Lae", Lae,Tanker,Imports,10656.1,,,,
2019,1,"Papua New Guinea, Madang", Madang,Container,Imports,836,,,,
2019,1,"Papua New Guinea, Madang", Madang,General Cargo,Exports,2439.9,,,,
2019,1,"Papua New Guinea, Madang", Madang,General Cargo,Imports,7061.5,,,,
2019,1,"Papua New Guinea, Madang", Madang,Tanker,Exports,546,,,,
2019,1,"Papua New Guinea, Madang", Madang,Tanker,Imports,1135.2,,,,
2019,1,"Papua New Guinea, Oro Bay", Oro Bay,General Cargo,Imports,1179.9,,,,
2019,1,"Papua New Guinea, Oro Bay", Oro Bay,Tanker,Imports,217.7,,,,
2019,1,"Papua New Guinea, Port Moresby", Port Moresby,Bulk Carrier,Exports,17873.3,,,,
2019,1,"Papua New Guinea, Port Moresby", Port Moresby,Bulk Carrier,Imports,17678,,,,
2019,1,"Papua New Guinea, Port Moresby", Port Moresby,Container,Exports,1376,,,,
2019,1,"Papua New Guinea, Port Moresby", Port Moresby,Container,Imports,30421.7,,,,
2019,1,"Papua New Guinea, Port Moresby", Port Moresby,General Cargo,Exports,26742.9,,,,
2019,1,"Papua New Guinea, Port Moresby", Port Moresby,General Cargo,Imports,25398.3,,,,
2019,1,"Papua New Guinea, Port Moresby", Port Moresby,Tanker,Exports,211382.5,,,,
2019,1,"Papua New Guinea, Port Moresby", Port Moresby,Tanker,Imports,10184.7,,,,
2019,1,"Papua New Guinea, Put Put", Put Put,Container,Imports,6161.2,,,,
2019,1,"Papua New Guinea, Put Put", Put Put,General Cargo,Exports,5837.1,,,,
2019,1,"Papua New Guinea, Put Put", Put Put,General Cargo,Imports,4051.5,,,,
2019,1,"Papua New Guinea, Put Put", Put Put,Tanker,Imports,3738.5,,,,
2019,1,"Papua New Guinea, Rabaul", Rabaul,Container,Imports,6886.2,,,,
2019,1,"Papua New Guinea, Rabaul", Rabaul,General Cargo,Exports,16874.1,,,,
2019,1,"Papua New Guinea, Rabaul", Rabaul,General Cargo,Imports,3362.7,,,,
2019,1,"Papua New Guinea, Rabaul", Rabaul,Tanker,Exports,1791.8,,,,
2019,1,"Papua New Guinea, Rabaul", Rabaul,Tanker,Imports,9165,,,,
2019,1,"Papua New Guinea, Vanimo", Vanimo,Bulk Carrier,Exports,21529.6,,,,
2019,1,"Papua New Guinea, Vanimo", Vanimo,Bulk Carrier,Imports,2884.1,,,,
2019,1,"Papua New Guinea, Vanimo", Vanimo,General Cargo,Imports,512.7,,,,
2019,1,"Papua New Guinea, Vanimo", Vanimo,Tanker,Exports,589.7,,,,
2019,1,"Papua New Guinea, Wewak Harbor", Wewak Harbor,Bulk Carrier,Exports,23678.4,,,,
2019,1,"Papua New Guinea, Wewak Harbor", Wewak Harbor,Container,Imports,1039.9,,,,
2019,1,"Papua New Guinea, Wewak Harbor", Wewak Harbor,General Cargo,Exports,1060,,,,
2019,1,"Papua New Guinea, Wewak Harbor", Wewak Harbor,General Cargo,Imports,1493,,,,
2019,1,"Papua New Guinea, Wewak Harbor", Wewak Harbor,Tanker,Imports,361.7,,,,
2019,1,"Samoa, Apia", Apia,Container,Imports,10494.7,,,,
2019,1,"Samoa, Apia", Apia,General Cargo,Exports,92.7,,,,
2019,1,"Samoa, Apia", Apia,General Cargo,Imports,5813.3,,,,
2019,1,"Samoa, Apia", Apia,Tanker,Exports,973.8,,,,
2019,1,"Samoa, Apia", Apia,Tanker,Imports,2189.6,,,,
2019,1,"Solomon Islands, Honiara", Honiara,Container,Imports,8971.7,,,,
2019,1,"Solomon Islands, Honiara", Honiara,General Cargo,Exports,288.9,,,,
2019,1,"Solomon Islands, Honiara", Honiara,General Cargo,Imports,5488.4,,,,
2019,1,"Solomon Islands, Honiara", Honiara,Tanker,Exports,1592.6,,,,
2019,1,"Solomon Islands, Honiara", Honiara,Tanker,Imports,18727.2,,,,
2019,1,"Solomon Islands, Mbulo", Mbulo,Bulk Carrier,Exports,15050.1,,,,
2019,1,"Solomon Islands, Mbulo", Mbulo,Bulk Carrier,Imports,2609.6,,,,
2019,1,"Solomon Islands, Ndora", Ndora,General Cargo,Imports,577.7,,,,
2019,1,"Solomon Islands, Port Noro", Port Noro,Bulk Carrier,Exports,100258.6,,,,
2019,1,"Solomon Islands, Port Noro", Port Noro,Bulk Carrier,Imports,15433.8,,,,
2019,1,"Solomon Islands, Port Noro", Port Noro,Container,Exports,1575.7,,,,
2019,1,"Solomon Islands, Port Noro", Port Noro,Container,Imports,723.8,,,,
2019,1,"Solomon Islands, Port Noro", Port Noro,General Cargo,Exports,29248,,,,
2019,1,"Solomon Islands, Port Noro", Port Noro,General Cargo,Imports,2686.3,,,,
2019,1,"Solomon Islands, Port Noro", Port Noro,Tanker,Imports,917.6,,,,
2019,1,"Solomon Islands, Rennell Island", Rennell Island,Bulk Carrier,Exports,44695.6,,,,
2019,1,"Solomon Islands, Rennell Island", Rennell Island,Bulk Carrier,Imports,52626.8,,,,
2019,1,"Solomon Islands, Rennell Island", Rennell Island,General Cargo,Exports,11138.4,,,,
2019,1,"Solomon Islands, Seghe", Seghe,Bulk Carrier,Exports,5771.3,,,,
2019,1,"Tonga, Neiafu", Neiafu,General Cargo,Imports,167.6,,,,
2019,1,"Tonga, Neiafu", Neiafu,Tanker,Imports,996.3,,,,
2019,1,"Tonga, Nuku Alofa", Nuku Alofa,Container,Imports,10117.3,,,,
2019,1,"Tonga, Nuku Alofa", Nuku Alofa,General Cargo,Exports,1017.4,,,,
2019,1,"Tonga, Nuku Alofa", Nuku Alofa,General Cargo,Imports,4009.5,,,,
2019,1,"Tonga, Nuku Alofa", Nuku Alofa,Tanker,Imports,1123.5,,,,
2019,1,"Tuvalu, Funafuti Atoll", Funafuti Atoll,Container,Imports,3616.6,,,,
2019,1,"Tuvalu, Funafuti Atoll", Funafuti Atoll,General Cargo,Exports,17457.2,,,,
2019,1,"Tuvalu, Funafuti Atoll", Funafuti Atoll,General Cargo,Imports,281,,,,
2019,1,"Tuvalu, Funafuti Atoll", Funafuti Atoll,Tanker,Exports,154.6,,,,
2019,1,"Vanuatu, Luganville", Luganville,Container,Imports,1283.2,,,,
2019,1,"Vanuatu, Luganville", Luganville,General Cargo,Imports,404,,,,
2019,1,"Vanuatu, Port Vila", Port Vila,Container,Imports,5109.2,,,,
2019,1,"Vanuatu, Port Vila", Port Vila,General Cargo,Exports,2589.4,,,,
2019,1,"Vanuatu, Port Vila", Port Vila,Tanker,Exports,264.4,,,,
2019,2,"Fiji, Lautoka Harbor", Lautoka Harbor,Bulk Carrier,Exports,12962.3,,,,
2019,2,"Fiji, Lautoka Harbor", Lautoka Harbor,Container,Exports,13179,,,,
2019,2,"Fiji, Lautoka Harbor", Lautoka Harbor,Container,Imports,7250.8,,,,
2019,2,"Fiji, Lautoka Harbor", Lautoka Harbor,General Cargo,Exports,320.1,,,,
2019,2,"Fiji, Lautoka Harbor", Lautoka Harbor,General Cargo,Imports,3300.7,,,,
2019,2,"Fiji, Lautoka Harbor", Lautoka Harbor,Tanker,Exports,3430.2,,,,
2019,2,"Fiji, Lautoka Harbor", Lautoka Harbor,Tanker,Imports,21549.6,,,,
2019,2,"Fiji, Malai", Malai,General Cargo,Imports,7.3,,,,
2019,2,"Fiji, Malai", Malai,Tanker,Exports,439.6,,,,
2019,2,"Fiji, Malai", Malai,Tanker,Imports,1414.3,,,,
2019,2,"Fiji, Nabouwalu Jetty", Nabouwalu Jetty,Bulk Carrier,Exports,9129.8,,,,
2019,2,"Fiji, Suva Harbor", Suva Harbor,Bulk Carrier,Imports,8851.3,,,,
2019,2,"Fiji, Suva Harbor", Suva Harbor,Container,Exports,2125.9,,,,
2019,2,"Fiji, Suva Harbor", Suva Harbor,Container,Imports,14809.1,,,,
2019,2,"Fiji, Suva Harbor", Suva Harbor,General Cargo,Exports,593.6,,,,
2019,2,"Fiji, Suva Harbor", Suva Harbor,General Cargo,Imports,6006.2,,,,
2019,2,"Fiji, Suva Harbor", Suva Harbor,Tanker,Imports,22206.3,,,,
2019,2,"Kiribati, Kiribati", Kiribati,General Cargo,Exports,23933.8,,,,
2019,2,"Kiribati, Kiribati", Kiribati,General Cargo,Imports,1913.7,,,,
2019,2,"Kiribati, Tarawa Atoll", Tarawa Atoll,Container,Imports,1373.2,,,,
2019,2,"Kiribati, Tarawa Atoll", Tarawa Atoll,General Cargo,Exports,243.4,,,,
2019,2,"Kiribati, Tarawa Atoll", Tarawa Atoll,General Cargo,Imports,603.4,,,,
2019,2,"Kiribati, Tarawa Atoll", Tarawa Atoll,Tanker,Imports,955.8,,,,
2019,2,"Marshall Islands, Ebeye", Ebeye,Container,Imports,914.6,,,,
2019,2,"Marshall Islands, Ebeye", Ebeye,General Cargo,Imports,472.6,,,,
2019,2,"Marshall Islands, Kwajalein", Kwajalein,Container,Exports,764.3,,,,
2019,2,"Marshall Islands, Kwajalein", Kwajalein,Container,Imports,573.8,,,,
2019,2,"Marshall Islands, Kwajalein", Kwajalein,General Cargo,Imports,472,,,,
2019,2,"Marshall Islands, Kwajalein", Kwajalein,Tanker,Imports,679.5,,,,
2019,2,"Marshall Islands, Majuro Atoll", Majuro Atoll,Container,Imports,4780,,,,
2019,2,"Marshall Islands, Majuro Atoll", Majuro Atoll,General Cargo,Exports,6694.3,,,,
2019,2,"Marshall Islands, Majuro Atoll", Majuro Atoll,General Cargo,Imports,650.2,,,,
2019,2,"Marshall Islands, Majuro Atoll", Majuro Atoll,Tanker,Exports,852.3,,,,
2019,2,"Micronesia, Colonia", Colonia,Container,Imports,1112.4,,,,
2019,2,"Micronesia, Colonia", Colonia,General Cargo,Exports,15.2,,,,
2019,2,"Micronesia, Colonia", Colonia,General Cargo,Imports,1627.5,,,,
2019,2,"Micronesia, Lele Harbor", Lele Harbor,Container,Exports,2070.9,,,,
2019,2,"Micronesia, Lele Harbor", Lele Harbor,Container,Imports,2318.7,,,,
2019,2,"Micronesia, Lele Harbor", Lele Harbor,General Cargo,Imports,1018.4,,,,
2019,2,"Micronesia, Moen", Moen,General Cargo,Exports,15.2,,,,
2019,2,"Micronesia, Moen", Moen,General Cargo,Imports,713.9,,,,
2019,2,"Micronesia, Pornpei Harbor", Pornpei Harbor,Container,Exports,297.4,,,,
2019,2,"Micronesia, Pornpei Harbor", Pornpei Harbor,Container,Imports,593,,,,
2019,2,"Micronesia, Pornpei Harbor", Pornpei Harbor,General Cargo,Exports,464.2,,,,
2019,2,"Micronesia, Pornpei Harbor", Pornpei Harbor,General Cargo,Imports,3559.3,,,,
2019,2,"Nauru, Nauru", Nauru,Bulk Carrier,Exports,69249.3,,,,
2019,2,"Nauru, Nauru", Nauru,General Cargo,Imports,7129.4,,,,
2019,2,"Palau, Malakal Harbor", Malakal Harbor,Container,Exports,1475.9,,,,
2019,2,"Palau, Malakal Harbor", Malakal Harbor,Container,Imports,1183.2,,,,
2019,2,"Palau, Malakal Harbor", Malakal Harbor,General Cargo,Exports,941.1,,,,
2019,2,"Palau, Malakal Harbor", Malakal Harbor,General Cargo,Imports,509.3,,,,
2019,2,"Papua New Guinea, Alotoa", Alotoa,Bulk Carrier,Exports,15161.5,,,,
2019,2,"Papua New Guinea, Alotoa", Alotoa,General Cargo,Imports,2054,,,,
2019,2,"Papua New Guinea, Alotoa", Alotoa,Tanker,Exports,222,,,,
2019,2,"Papua New Guinea, Alotoa", Alotoa,Tanker,Imports,6723.6,,,,
2019,2,"Papua New Guinea, Buka", Buka,Container,Imports,32.1,,,,
2019,2,"Papua New Guinea, Buka", Buka,General Cargo,Exports,1109.1,,,,
2019,2,"Papua New Guinea, Daru", Daru,General Cargo,Exports,4593,,,,
2019,2,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Bulk Carrier,Exports,3193.1,,,,
2019,2,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Container,Imports,949.6,,,,
2019,2,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Tanker,Exports,111,,,,
2019,2,"Papua New Guinea, Kavieng Harbor", Kavieng Harbor,Tanker,Imports,180.7,,,,
2019,2,"Papua New Guinea, Kieta", Kieta,Container,Imports,1138.7,,,,
2019,2,"Papua New Guinea, Kieta", Kieta,General Cargo,Exports,831.1,,,,
2019,2,"Papua New Guinea, Kimbe", Kimbe,Bulk Carrier,Exports,40187.3,,,,
2019,2,"Papua New Guinea, Kimbe", Kimbe,Container,Imports,4621,,,,
2019,2,"Papua New Guinea, Kimbe", Kimbe,General Cargo,Exports,25620.8,,,,
2019,2,"Papua New Guinea, Kimbe", Kimbe,General Cargo,Imports,6059.3,,,,
2019,2,"Papua New Guinea, Kimbe", Kimbe,Tanker,Exports,16105.9,,,,
2019,2,"Papua New Guinea, Kimbe", Kimbe,Tanker,Imports,391.5,,,,
2019,2,"Papua New Guinea, Lae", Lae,Bulk Carrier,Imports,15447.4,,,,
2019,2,"Papua New Guinea, Lae", Lae,Container,Exports,7162.4,,,,
2019,2,"Papua New Guinea, Lae", Lae,Container,Imports,37927.7,,,,
2019,2,"Papua New Guinea, Lae", Lae,General Cargo,Exports,18047.8,,,,
2019,2,"Papua New Guinea, Lae", Lae,General Cargo,Imports,9880.7,,,,
2019,2,"Papua New Guinea, Lae", Lae,Tanker,Exports,10987.6,,,,
2019,2,"Papua New Guinea, Lae", Lae,Tanker,Imports,16645.2,,,,
2019,2,"Papua New Guinea, Madang", Madang,Bulk Carrier,Exports,34099.3,,,,
2019,2,"Papua New Guinea, Madang", Madang,Container,Exports,851.3,,,,
2019,2,"Papua New Guinea, Madang", Madang,Container,Imports,1487.5,,,,
2019,2,"Papua New Guinea, Madang", Madang,General Cargo,Exports,3506.9,,,,
2019,2,"Papua New Guinea, Madang", Madang,General Cargo,Imports,2513.2,,,,
2019,2,"Papua New Guinea, Oro Bay", Oro Bay,Bulk Carrier,Exports,11681.1,,,,
2019,2,"Papua New Guinea, Oro Bay", Oro Bay,General Cargo,Exports,322.4,,,,
2019,2,"Papua New Guinea, Oro Bay", Oro Bay,General Cargo,Imports,598.6,,,,
2019,2,"Papua New Guinea, Oro Bay", Oro Bay,Tanker,Exports,6402.7,,,,
2019,2,"Papua New Guinea, Oro Bay", Oro Bay,Tanker,Imports,3541.8,,,,
2019,2,"Papua New Guinea, Port Moresby", Port Moresby,Bulk Carrier,Exports,4198.8,,,,
2019,2,"Papua New Guinea, Port Moresby", Port Moresby,Bulk Carrier,Imports,4440,,,,
2019,2,"Papua New Guinea, Port Moresby", Port Moresby,Container,Exports,3067.4,,,,
2019,2,"Papua New Guinea, Port Moresby", Port Moresby,Container,Imports,18626.9,,,,
2019,2,"Papua New Guinea, Port Moresby", Port Moresby,General Cargo,Exports,14100.3,,,,
2019,2,"Papua New Guinea, Port Moresby", Port Moresby,General Cargo,Imports,13513.6,,,,
2019,2,"Papua New Guinea, Port Moresby", Port Moresby,Tanker,Exports,198347.3,,,,
2019,2,"Papua New Guinea, Port Moresby", Port Moresby,Tanker,Imports,136075.6,,,,
2019,2,"Papua New Guinea, Put Put", Put Put,Container,Exports,459.7,,,,
2019,2,"Papua New Guinea, Put Put", Put Put,Container,Imports,3251.3,,,,
2019,2,"Papua New Guinea, Put Put", Put Put,General Cargo,Imports,8546.9,,,,
2019,2,"Papua New Guinea, Put Put", Put Put,Tanker,Exports,282.4,,,,
2019,2,"Papua New Guinea, Put Put", Put Put,Tanker,Imports,8631.8,,,,
2019,2,"Papua New Guinea, Rabaul", Rabaul,Bulk Carrier,Exports,21587.5,,,,
2019,2,"Papua New Guinea, Rabaul", Rabaul,Container,Imports,7919.6,,,,
2019,2,"Papua New Guinea, Rabaul", Rabaul,General Cargo,Exports,15653,,,,
2019,2,"Papua New Guinea, Rabaul", Rabaul,General Cargo,Imports,220.4,,,,
2019,2,"Papua New Guinea, Rabaul", Rabaul,Tanker,Exports,1299.9,,,,
2019,2,"Papua New Guinea, Rabaul", Rabaul,Tanker,Imports,2184.3,,,,
2019,2,"Papua New Guinea, Vanimo", Vanimo,Bulk Carrier,Exports,20458.7,,,,
2019,2,"Papua New Guinea, Vanimo", Vanimo,General Cargo,Exports,5086.8,,,,
2019,2,"Papua New Guinea, Vanimo", Vanimo,General Cargo,Imports,59.7,,,,
2019,2,"Papua New Guinea, Vanimo", Vanimo,Tanker,Imports,4309.5,,,,
2019,2,"Papua New Guinea, Wewak Harbor", Wewak Harbor,Bulk Carrier,Exports,15896.9,,,,
2019,2,"Papua New Guinea, Wewak Harbor", Wewak Harbor,Container,Exports,2103.9,,,,
2019,2,"Papua New Guinea, Wewak Harbor", Wewak Harbor,Container,Imports,2620,,,,
2019,2,"Papua New Guinea, Wewak Harbor", Wewak Harbor,General Cargo,Exports,162.2,,,,
2019,2,"Papua New Guinea, Wewak Harbor", Wewak Harbor,General Cargo,Imports,1737,,,,
2019,2,"Papua New Guinea, Wewak Harbor", Wewak Harbor,Tanker,Exports,283.2,,,,
2019,2,"Samoa, Apia", Apia,Container,Imports,7089.6,,,,
2019,2,"Samoa, Apia", Apia,General Cargo,Exports,1408.2,,,,
2019,2,"Samoa, Apia", Apia,General Cargo,Imports,3993.2,,,,
2019,2,"Samoa, Apia", Apia,Tanker,Imports,2378.9,,,,
2019,2,"Solomon Islands, Honiara", Honiara,Bulk Carrier,Imports,3599.4,,,,
2019,2,"Solomon Islands, Honiara", Honiara,Container,Exports,1071.2,,,,
2019,2,"Solomon Islands, Honiara", Honiara,Container,Imports,2130.6,,,,
2019,2,"Solomon Islands, Honiara", Honiara,General Cargo,Exports,118.5,,,,
2019,2,"Solomon Islands, Honiara", Honiara,General Cargo,Imports,5801.4,,,,
2019,2,"Solomon Islands, Honiara", Honiara,Tanker,Imports,3200.5,,,,
2019,2,"Solomon Islands, Ndora", Ndora,Bulk Carrier,Exports,12110.9,,,,
2019,2,"Solomon Islands, Port Noro", Port Noro,Bulk Carrier,Exports,72685.2,,,,
2019,2,"Solomon Islands, Port Noro", Port Noro,Container,Exports,1298.4,,,,
2019,2,"Solomon Islands, Port Noro", Port Noro,Container,Imports,1650.8,,,,
2019,2,"Solomon Islands, Port Noro", Port Noro,General Cargo,Exports,17392.5,,,,
2019,2,"Solomon Islands, Port Noro", Port Noro,Tanker,Imports,917.6,,,,
2019,2,"Solomon Islands, Rennell Island", Rennell Island,Bulk Carrier,Exports,49648.6,,,,
2019,2,"Tonga, Neiafu", Neiafu,General Cargo,Imports,263.1,,,,
2019,2,"Tonga, Neiafu", Neiafu,Tanker,Exports,136.1,,,,
2019,2,"Tonga, Neiafu", Neiafu,Tanker,Imports,308.5,,,,
2019,2,"Tonga, Nuku Alofa", Nuku Alofa,Container,Exports,384.3,,,,
2019,2,"Tonga, Nuku Alofa", Nuku Alofa,Container,Imports,7131.2,,,,
2019,2,"Tonga, Nuku Alofa", Nuku Alofa,General Cargo,Exports,951.5,,,,
2019,2,"Tonga, Nuku Alofa", Nuku Alofa,General Cargo,Imports,1976.2,,,,
2019,2,"Tonga, Nuku Alofa", Nuku Alofa,Tanker,Exports,154.1,,,,
2019,2,"Tonga, Nuku Alofa", Nuku Alofa,Tanker,Imports,614.1,,,,
2019,2,"Tuvalu, Funafuti Atoll", Funafuti Atoll,Container,Imports,789.9,,,,
2019,2,"Tuvalu, Funafuti Atoll", Funafuti Atoll,General Cargo,Exports,57.4,,,,
2019,2,"Tuvalu, Funafuti Atoll", Funafuti Atoll,Tanker,Exports,154.6,,,,
2019,2,"Vanuatu, Luganville", Luganville,Container,Exports,257.4,,,,
2019,2,"Vanuatu, Luganville", Luganville,General Cargo,Exports,679.5,,,,
2019,2,"Vanuatu, Luganville", Luganville,General Cargo,Imports,972,,,,
2019,2,"Vanuatu, Luganville", Luganville,Tanker,Imports,2529.8,,,,
2019,2,"Vanuatu, Port Vila", Port Vila,Container,Imports,6425.7,,,,
2019,2,"Vanuatu, Port Vila", Port Vila,General Cargo,Exports,647.6,,,,
2019,2,"Vanuatu, Port Vila", Port Vila,General Cargo,Imports,1619.1,,,,
2019,2,"Vanuatu, Port Vila", Port Vila,Tanker,Imports,2787.3,,,,
2019,3,"Fiji, Lautoka Harbor", Lautoka Harbor,Container,Exports,6671.7,,,,
2019,3,"Fiji, Lautoka Harbor", Lautoka Harbor,Container,Imports,11976.3,,,,
2019,3,"Fiji, Lautoka Harbor", Lautoka Harbor,General Cargo,Exports,564.9,,,,
2019,3,"Fiji, Lautoka Harbor", Lautoka Harbor,General Cargo,Imports,5354.9,,,,
2019,3,"Fiji, Lautoka Harbor", Lautoka Harbor,Tanker,Exports,9875.5,,,,
2019,3,"Fiji, Lautoka Harbor", Lautoka Harbor,Tanker,Imports,24859.7,,,,
2019,3,"Fiji, Malai", Malai,General Cargo,Imports,7.3,,,,
2019,3,"Fiji, Malai", Malai,Tanker,Imports,9725.3,,,,
2019,3,"Fiji, Suva Harbor", Suva Harbor,Bulk Carrier,Imports,17139.9,,,,
2019,3,"Fiji, Suva Harbor", Suva Harbor,Container,Exports,8075.2,,,,
2019,3,"Fiji, Suva Harbor", Suva Harbor,Container,Imports,20244.5,,,,
