year,month,Country,Gear Type,total_hours
2012,1,Kiribati,Drifting longlines,6112.4
2012,1,Kiribati,Others,785.8
2012,1,Kiribati,Set longlines,1032.1
2012,1,Kiribati,Tuna purse seines,2628.9
2012,1,Marshall Islands,Drifting longlines,1093.1
2012,1,Marshall Islands,Others,650.4
2012,1,Marshall Islands,Tuna purse seines,141.9
2012,1,Micronesia,Drifting longlines,217.2
2012,1,Micronesia,Others,370.8
2012,1,Micronesia,Tuna purse seines,32.1
2012,1,Nauru,Tuna purse seines,118.4
2012,1,Papua New Guinea,Tuna purse seines,645.2
2012,1,Samoa,Tuna purse seines,3.9
2012,1,Solomon Islands,Others,4.2
2012,1,Solomon Islands,Tuna purse seines,387.1
2012,1,Tokelau,Others,4.9
2012,1,Tokelau,Tuna purse seines,29.1
2012,1,Tuvalu,Others,8.5
2012,1,Tuvalu,Tuna purse seines,77
2012,2,Kiribati,Drifting longlines,7889.4
2012,2,Kiribati,Others,626.7
2012,2,Kiribati,Set longlines,1613.6
2012,2,Kiribati,Tuna purse seines,1714.6
2012,2,Marshall Islands,Drifting longlines,546.8
2012,2,Marshall Islands,Others,48.2
2012,2,Marshall Islands,Tuna purse seines,36.4
2012,2,Micronesia,Drifting longlines,322.6
2012,2,Micronesia,Others,509.4
2012,2,Micronesia,Tuna purse seines,695.6
2012,2,Nauru,Tuna purse seines,343.9
2012,2,Papua New Guinea,Drifting longlines,198.2
2012,2,Papua New Guinea,Others,108.2
2012,2,Papua New Guinea,Tuna purse seines,2188.2
2012,2,Solomon Islands,Drifting longlines,387.6
2012,2,Solomon Islands,Others,31.8
2012,2,Solomon Islands,Tuna purse seines,313.3
2012,2,Tokelau,Tuna purse seines,268.8
2012,2,Tuvalu,Drifting longlines,11.9
2012,2,Tuvalu,Others,30.1
2012,2,Tuvalu,Tuna purse seines,184.8
2012,2,Vanuatu,Others,13.2
2012,3,Kiribati,Drifting longlines,7907.4
2012,3,Kiribati,Others,17.5
2012,3,Kiribati,Set longlines,781.6
2012,3,Kiribati,Tuna purse seines,193.1
2012,3,Marshall Islands,Drifting longlines,263.4
2012,3,Marshall Islands,Tuna purse seines,104
2012,3,Micronesia,Drifting longlines,98
2012,3,Micronesia,Others,212.3
2012,3,Micronesia,Tuna purse seines,329.6
2012,3,Nauru,Tuna purse seines,265.9
2012,3,Papua New Guinea,Drifting longlines,36.5
2012,3,Papua New Guinea,Others,2.7
2012,3,Papua New Guinea,Tuna purse seines,543.8
2012,3,Solomon Islands,Drifting longlines,264.6
2012,3,Solomon Islands,Others,236.4
2012,3,Solomon Islands,Set longlines,25.3
2012,3,Solomon Islands,Tuna purse seines,249.5
2012,3,Tokelau,Tuna purse seines,127.9
2012,3,Tuvalu,Drifting longlines,700.8
2012,3,Tuvalu,Tuna purse seines,37.6
2012,4,Kiribati,Drifting longlines,19938.4
2012,4,Kiribati,Others,68.1
2012,4,Kiribati,Set longlines,1086.2
2012,4,Kiribati,Tuna purse seines,791.3
2012,4,Marshall Islands,Drifting longlines,656.2
2012,4,Marshall Islands,Others,5.6
2012,4,Marshall Islands,Tuna purse seines,19.1
2012,4,Micronesia,Others,628.6
2012,4,Micronesia,Tuna purse seines,64.9
2012,4,Nauru,Tuna purse seines,361.9
2012,4,Papua New Guinea,Drifting longlines,10.1
2012,4,Papua New Guinea,Tuna purse seines,183.7
2012,4,Solomon Islands,Drifting longlines,730.3
2012,4,Solomon Islands,Others,464.6
2012,4,Solomon Islands,Set longlines,238.5
2012,4,Solomon Islands,Tuna purse seines,379.1
2012,4,Tokelau,Tuna purse seines,6.5
2012,4,Tuvalu,Drifting longlines,1272.1
2012,4,Tuvalu,Set longlines,465.2
2012,4,Tuvalu,Tuna purse seines,154
2012,5,Kiribati,Drifting longlines,24176.3
2012,5,Kiribati,Others,512
2012,5,Kiribati,Set longlines,1626.7
2012,5,Kiribati,Tuna purse seines,522.5
2012,5,Marshall Islands,Drifting longlines,206.3
2012,5,Marshall Islands,Tuna purse seines,14.6
2012,5,Micronesia,Others,301.1
2012,5,Micronesia,Tuna purse seines,81.2
2012,5,Papua New Guinea,Others,11.1
2012,5,Papua New Guinea,Tuna purse seines,62.9
2012,5,Solomon Islands,Drifting longlines,3002.2
2012,5,Solomon Islands,Others,636
2012,5,Solomon Islands,Tuna purse seines,152.5
2012,5,Tokelau,Tuna purse seines,3.6
2012,5,Tuvalu,Drifting longlines,2423.8
2012,5,Tuvalu,Set longlines,931.5
2012,5,Tuvalu,Tuna purse seines,112.8
2012,6,Kiribati,Drifting longlines,13165.8
2012,6,Kiribati,Others,373.8
2012,6,Kiribati,Set longlines,1648.5
2012,6,Kiribati,Tuna purse seines,474.1
2012,6,Marshall Islands,Drifting longlines,143.7
2012,6,Micronesia,Others,279.5
2012,6,Micronesia,Tuna purse seines,2.3
2012,6,Nauru,Tuna purse seines,1.9
2012,6,Papua New Guinea,Others,3.3
2012,6,Papua New Guinea,Tuna purse seines,13.8
2012,6,Solomon Islands,Drifting longlines,5157.5
2012,6,Solomon Islands,Others,637.6
2012,6,Solomon Islands,Set longlines,320.3
2012,6,Tokelau,Tuna purse seines,3.7
2012,6,Tuvalu,Drifting longlines,3765.8
2012,6,Tuvalu,Others,63.8
2012,6,Tuvalu,Set longlines,452.5
2012,6,Tuvalu,Tuna purse seines,5.7
2012,7,Kiribati,Drifting longlines,19505.2
2012,7,Kiribati,Others,423.5
2012,7,Kiribati,Set longlines,2630.3
2012,7,Kiribati,Tuna purse seines,36.3
2012,7,Marshall Islands,Drifting longlines,553.8
2012,7,Marshall Islands,Others,1.7
2012,7,Marshall Islands,Tuna purse seines,76.3
2012,7,Micronesia,Tuna purse seines,18.5
2012,7,Nauru,Drifting longlines,714.5
2012,7,Papua New Guinea,Drifting longlines,1.8
2012,7,Papua New Guinea,Tuna purse seines,5.3
2012,7,Solomon Islands,Drifting longlines,5730.6
2012,7,Solomon Islands,Others,695.7
2012,7,Solomon Islands,Set longlines,166.8
2012,7,Tuvalu,Drifting longlines,2280.4
2012,7,Tuvalu,Others,159.3
2012,7,Tuvalu,Set longlines,810.2
2012,7,Tuvalu,Tuna purse seines,14.3
2012,8,Kiribati,Drifting longlines,18019.3
2012,8,Kiribati,Others,350.5
2012,8,Kiribati,Set longlines,2126
2012,8,Kiribati,Tuna purse seines,237
2012,8,Marshall Islands,Tuna purse seines,36.5
2012,8,Micronesia,Drifting longlines,60.6
2012,8,Micronesia,Tuna purse seines,15.2
2012,8,Nauru,Drifting longlines,691.1
2012,8,Nauru,Others,506.8
2012,8,Papua New Guinea,Others,16.6
2012,8,Papua New Guinea,Tuna purse seines,26.4
2012,8,Solomon Islands,Drifting longlines,2269.9
2012,8,Solomon Islands,Others,508.9
2012,8,Solomon Islands,Set longlines,214.7
2012,8,Tuvalu,Drifting longlines,1309.4
2012,8,Tuvalu,Others,171.2
2012,8,Tuvalu,Set longlines,915.6
2012,9,Kiribati,Drifting longlines,14225.4
2012,9,Kiribati,Others,316.9
2012,9,Kiribati,Set longlines,2385.9
2012,9,Kiribati,Tuna purse seines,219.2
2012,9,Micronesia,Tuna purse seines,77.7
2012,9,Nauru,Drifting longlines,386.5
2012,9,Nauru,Others,505.5
2012,9,Papua New Guinea,Tuna purse seines,16
2012,9,Solomon Islands,Drifting longlines,1007.8
2012,9,Tokelau,Drifting longlines,609.2
2012,9,Tokelau,Set longlines,1101.5
2012,9,Tokelau,Tuna purse seines,18.2
2012,9,Tuvalu,Drifting longlines,666.6
2012,9,Tuvalu,Set longlines,540.1
2012,9,Tuvalu,Tuna purse seines,32.5
2012,10,Kiribati,Drifting longlines,21373.1
2012,10,Kiribati,Others,886.9
2012,10,Kiribati,Set longlines,3315.6
2012,10,Kiribati,Tuna purse seines,646
2012,10,Marshall Islands,Drifting longlines,309.3
2012,10,Micronesia,Drifting longlines,282.7
2012,10,Micronesia,Others,13.1
2012,10,Micronesia,Tuna purse seines,17.7
2012,10,Nauru,Others,129.6
2012,10,Nauru,Tuna purse seines,5.5
2012,10,Papua New Guinea,Tuna purse seines,25.7
2012,10,Solomon Islands,Drifting longlines,1488.3
2012,10,Solomon Islands,Set longlines,15.9
2012,10,Tokelau,Drifting longlines,255.7
2012,10,Tokelau,Set longlines,872.6
2012,10,Tuvalu,Drifting longlines,609.7
2012,10,Tuvalu,Tuna purse seines,121.3
2012,11,Kiribati,Drifting longlines,19485.7
2012,11,Kiribati,Others,691.5
2012,11,Kiribati,Set longlines,3815.1
2012,11,Kiribati,Tuna purse seines,1079.7
2012,11,Marshall Islands,Drifting longlines,417.6
2012,11,Marshall Islands,Others,197.3
2012,11,Marshall Islands,Tuna purse seines,38
2012,11,Micronesia,Drifting longlines,348.6
2012,11,Micronesia,Others,95.2
2012,11,Micronesia,Tuna purse seines,14
2012,11,Nauru,Tuna purse seines,108.2
2012,11,Palau,Others,40.3
2012,11,Papua New Guinea,Tuna purse seines,38
2012,11,Solomon Islands,Drifting longlines,412.6
2012,11,Solomon Islands,Others,82.6
2012,11,Solomon Islands,Set longlines,306.6
2012,11,Tokelau,Set longlines,495.8
2012,11,Tuvalu,Drifting longlines,663.9
2012,11,Tuvalu,Set longlines,138.1
2012,11,Tuvalu,Tuna purse seines,222.4
2012,12,Fiji,Set longlines,23.6
2012,12,Kiribati,Drifting longlines,9948.8
2012,12,Kiribati,Others,692.7
2012,12,Kiribati,Set longlines,2272.9
2012,12,Kiribati,Tuna purse seines,964.3
2012,12,Marshall Islands,Drifting longlines,121.5
2012,12,Marshall Islands,Others,149.9
2012,12,Marshall Islands,Tuna purse seines,3.8
2012,12,Micronesia,Drifting longlines,366.7
2012,12,Micronesia,Others,32.9
2012,12,Micronesia,Tuna purse seines,20.7
2012,12,Nauru,Tuna purse seines,422.2
2012,12,Papua New Guinea,Tuna purse seines,289.2
2012,12,Solomon Islands,Drifting longlines,465.6
2012,12,Solomon Islands,Set longlines,23.6
2012,12,Solomon Islands,Tuna purse seines,135.4
2012,12,Tonga,Drifting longlines,180.9
2012,12,Tuvalu,Drifting longlines,817.8
2012,12,Tuvalu,Set longlines,519.1
2012,12,Tuvalu,Tuna purse seines,16.5
2013,1,Fiji,Drifting longlines,7.6
2013,1,Kiribati,Drifting longlines,6173.7
2013,1,Kiribati,Others,116.6
2013,1,Kiribati,Set longlines,1996.3
2013,1,Kiribati,Tuna purse seines,815.2
2013,1,Marshall Islands,Drifting longlines,29.9
2013,1,Marshall Islands,Others,150
2013,1,Marshall Islands,Tuna purse seines,42.4
2013,1,Micronesia,Drifting longlines,238.7
2013,1,Micronesia,Others,53.4
2013,1,Micronesia,Tuna purse seines,70.1
2013,1,Nauru,Tuna purse seines,659.9
2013,1,Papua New Guinea,Drifting longlines,4.2
2013,1,Papua New Guinea,Tuna purse seines,976.6
2013,1,Solomon Islands,Drifting longlines,610.5
2013,1,Solomon Islands,Others,43.1
2013,1,Solomon Islands,Set longlines,186.4
2013,1,Solomon Islands,Tuna purse seines,483
2013,1,Tonga,Drifting longlines,339.5
2013,1,Tuvalu,Tuna purse seines,33.2
2013,2,Fiji,Set longlines,19.9
2013,2,Kiribati,Drifting longlines,4294.3
2013,2,Kiribati,Others,141.8
2013,2,Kiribati,Set longlines,894.9
2013,2,Kiribati,Tuna purse seines,713.6
2013,2,Marshall Islands,Drifting longlines,61
2013,2,Marshall Islands,Others,147.9
2013,2,Marshall Islands,Tuna purse seines,29.8
2013,2,Micronesia,Drifting longlines,270.2
2013,2,Micronesia,Others,177
2013,2,Micronesia,Tuna purse seines,43.8
2013,2,Nauru,Others,133.1
2013,2,Nauru,Tuna purse seines,483
2013,2,Papua New Guinea,Drifting longlines,6.6
2013,2,Papua New Guinea,Tuna purse seines,370.9
2013,2,Solomon Islands,Drifting longlines,496.3
2013,2,Solomon Islands,Others,3.8
2013,2,Solomon Islands,Set longlines,117.6
2013,2,Solomon Islands,Tuna purse seines,134.2
2013,2,Tonga,Drifting longlines,638.4
2013,2,Tuvalu,Others,62.2
2013,3,Fiji,Set longlines,10.8
2013,3,Kiribati,Drifting longlines,10846.6
2013,3,Kiribati,Others,102
2013,3,Kiribati,Set longlines,1342.9
2013,3,Kiribati,Tuna purse seines,165.5
2013,3,Marshall Islands,Drifting longlines,119
2013,3,Marshall Islands,Others,82.1
2013,3,Micronesia,Drifting longlines,605.4
2013,3,Micronesia,Others,139.2
2013,3,Micronesia,Tuna purse seines,558.4
2013,3,Papua New Guinea,Others,4.4
2013,3,Papua New Guinea,Tuna purse seines,717.3
2013,3,Solomon Islands,Drifting longlines,975.2
2013,3,Solomon Islands,Others,9.4
2013,3,Solomon Islands,Set longlines,101.5
2013,3,Solomon Islands,Tuna purse seines,172.3
2013,3,Tonga,Drifting longlines,441.4
2013,4,Kiribati,Drifting longlines,11477.8
2013,4,Kiribati,Others,327.2
2013,4,Kiribati,Set longlines,799.4
2013,4,Kiribati,Tuna purse seines,140.9
2013,4,Marshall Islands,Drifting longlines,358.9
2013,4,Marshall Islands,Tuna purse seines,18.9
2013,4,Micronesia,Drifting longlines,524.6
2013,4,Micronesia,Others,879.2
2013,4,Micronesia,Tuna purse seines,322.2
2013,4,Papua New Guinea,Drifting longlines,42.3
2013,4,Papua New Guinea,Tuna purse seines,307.1
2013,4,Solomon Islands,Drifting longlines,1959.6
2013,4,Solomon Islands,Set longlines,915.6
2013,4,Solomon Islands,Tuna purse seines,62
2013,4,Tuvalu,Drifting longlines,251.2
2013,5,Kiribati,Drifting longlines,4000.3
2013,5,Kiribati,Set longlines,30.2
2013,5,Kiribati,Tuna purse seines,177.7
2013,5,Marshall Islands,Tuna purse seines,44.9
2013,5,Micronesia,Drifting longlines,807.2
2013,5,Micronesia,Others,9.4
2013,5,Micronesia,Tuna purse seines,13.4
2013,5,Nauru,Drifting longlines,77.2
2013,5,Nauru,Tuna purse seines,141.6
2013,5,Papua New Guinea,Drifting longlines,1.5
2013,5,Papua New Guinea,Others,77.6
2013,5,Papua New Guinea,Tuna purse seines,1109
2013,5,Solomon Islands,Drifting longlines,4996.7
2013,5,Solomon Islands,Others,200.6
2013,5,Solomon Islands,Set longlines,1540
2013,5,Solomon Islands,Tuna purse seines,61.1
2013,5,Tonga,Drifting longlines,16.6
2013,5,Tuvalu,Drifting longlines,1480.8
2013,6,Kiribati,Drifting longlines,7737.7
2013,6,Kiribati,Others,299
2013,6,Kiribati,Set longlines,377
2013,6,Kiribati,Tuna purse seines,295.1
2013,6,Marshall Islands,Tuna purse seines,4.4
2013,6,Micronesia,Drifting longlines,837.3
2013,6,Micronesia,Tuna purse seines,43.4
2013,6,Nauru,Drifting longlines,293.2
2013,6,Nauru,Tuna purse seines,32.1
2013,6,Papua New Guinea,Drifting longlines,27.6
2013,6,Papua New Guinea,Tuna purse seines,46.9
2013,6,Solomon Islands,Drifting longlines,9066.8
2013,6,Solomon Islands,Others,564.6
2013,6,Solomon Islands,Set longlines,2492.6
2013,6,Solomon Islands,Tuna purse seines,27.4
2013,6,Tuvalu,Drifting longlines,2785.1
2013,6,Tuvalu,Set longlines,62
2013,6,Tuvalu,Tuna purse seines,30.2
2013,7,Fiji,Drifting longlines,484.8
2013,7,Kiribati,Drifting longlines,14512.5
2013,7,Kiribati,Others,1266
2013,7,Kiribati,Set longlines,1276.7
2013,7,Kiribati,Tuna purse seines,94.2
2013,7,Marshall Islands,Tuna purse seines,7.4
2013,7,Micronesia,Drifting longlines,1826.5
2013,7,Micronesia,Tuna purse seines,2.8
2013,7,Nauru,Tuna purse seines,8.5
2013,7,Papua New Guinea,Tuna purse seines,99.3
2013,7,Solomon Islands,Drifting longlines,10579
2013,7,Solomon Islands,Others,36.5
2013,7,Solomon Islands,Set longlines,1774
2013,7,Tokelau,Drifting longlines,0.4
2013,7,Tuvalu,Drifting longlines,1900.6
2013,7,Tuvalu,Set longlines,213.4
2013,7,Tuvalu,Tuna purse seines,41.1
2013,8,Fiji,Drifting longlines,490.6
2013,8,Kiribati,Drifting longlines,14393.6
2013,8,Kiribati,Others,1443.8
2013,8,Kiribati,Set longlines,1424.8
2013,8,Kiribati,Tuna purse seines,162.5
2013,8,Marshall Islands,Tuna purse seines,21.5
2013,8,Micronesia,Drifting longlines,464.9
2013,8,Micronesia,Tuna purse seines,23
2013,8,Nauru,Tuna purse seines,0.6
2013,8,Papua New Guinea,Others,5.5
2013,8,Papua New Guinea,Tuna purse seines,39.1
2013,8,Solomon Islands,Drifting longlines,7981.8
2013,8,Solomon Islands,Set longlines,1263.8
2013,8,Solomon Islands,Tuna purse seines,3.7
2013,8,Tuvalu,Drifting longlines,197.8
2013,8,Tuvalu,Set longlines,154
2013,9,Fiji,Drifting longlines,789.6
2013,9,Fiji,Set longlines,439.6
2013,9,Kiribati,Drifting longlines,18601.6
2013,9,Kiribati,Others,1300.1
2013,9,Kiribati,Set longlines,1722.8
2013,9,Kiribati,Tuna purse seines,82.9
2013,9,Marshall Islands,Tuna purse seines,61.3
2013,9,Micronesia,Drifting longlines,260.2
2013,9,Micronesia,Tuna purse seines,32.6
2013,9,Nauru,Tuna purse seines,55.7
2013,9,Papua New Guinea,Others,39.2
2013,9,Papua New Guinea,Tuna purse seines,50.6
2013,9,Solomon Islands,Drifting longlines,6176
2013,9,Solomon Islands,Set longlines,1502.7
2013,9,Tuvalu,Drifting longlines,75.7
2013,9,Tuvalu,Set longlines,375.1
2013,9,Tuvalu,Tuna purse seines,23.2
2013,10,Fiji,Drifting longlines,618.7
2013,10,Fiji,Set longlines,276.6
2013,10,Kiribati,Drifting longlines,25125.3
2013,10,Kiribati,Others,1430.6
2013,10,Kiribati,Set longlines,2336.7
2013,10,Kiribati,Tuna purse seines,414
2013,10,Marshall Islands,Others,12.6
2013,10,Marshall Islands,Tuna purse seines,104.8
2013,10,Micronesia,Drifting longlines,216.5
2013,10,Micronesia,Tuna purse seines,27.3
2013,10,Nauru,Others,10.6
2013,10,Nauru,Tuna purse seines,94.3
2013,10,Papua New Guinea,Others,14
2013,10,Papua New Guinea,Tuna purse seines,50.9
2013,10,Solomon Islands,Drifting longlines,1480.1
2013,10,Solomon Islands,Set longlines,208.7
2013,10,Solomon Islands,Tuna purse seines,21.8
2013,10,Tokelau,Tuna purse seines,28.8
2013,10,Tuvalu,Drifting longlines,513.4
2013,10,Tuvalu,Others,93.3
2013,10,Tuvalu,Tuna purse seines,40.9
2013,11,Fiji,Drifting longlines,452.5
2013,11,Fiji,Set longlines,485.1
2013,11,Kiribati,Drifting longlines,19219.6
2013,11,Kiribati,Others,988.9
2013,11,Kiribati,Set longlines,1749.7
2013,11,Kiribati,Tuna purse seines,472.6
2013,11,Marshall Islands,Tuna purse seines,44.4
2013,11,Micronesia,Drifting longlines,408.1
2013,11,Micronesia,Others,26
2013,11,Micronesia,Tuna purse seines,8.7
2013,11,Nauru,Others,36
2013,11,Nauru,Tuna purse seines,334.9
2013,11,Papua New Guinea,Drifting longlines,23.7
2013,11,Papua New Guinea,Tuna purse seines,175.8
2013,11,Solomon Islands,Drifting longlines,3076.9
2013,11,Solomon Islands,Set longlines,48.8
2013,11,Solomon Islands,Tuna purse seines,359.5
2013,11,Tokelau,Tuna purse seines,79.2
2013,11,Tuvalu,Drifting longlines,210.1
2013,11,Tuvalu,Tuna purse seines,263
2013,12,Fiji,Drifting longlines,457.2
2013,12,Fiji,Set longlines,445.5
2013,12,Kiribati,Drifting longlines,12494.2
2013,12,Kiribati,Others,1123.7
2013,12,Kiribati,Set longlines,915.2
2013,12,Kiribati,Tuna purse seines,880.9
2013,12,Marshall Islands,Others,44.2
2013,12,Marshall Islands,Tuna purse seines,72.7
2013,12,Micronesia,Drifting longlines,542.7
2013,12,Micronesia,Others,44.8
2013,12,Nauru,Others,73.8
2013,12,Nauru,Tuna purse seines,416.9
2013,12,Papua New Guinea,Drifting longlines,15.9
2013,12,Papua New Guinea,Others,42
2013,12,Papua New Guinea,Tuna purse seines,381.3
2013,12,Samoa,Others,18.4
2013,12,Samoa,Tuna purse seines,3.6
2013,12,Solomon Islands,Drifting longlines,1499.6
2013,12,Solomon Islands,Others,2.8
2013,12,Solomon Islands,Set longlines,286.4
2013,12,Solomon Islands,Tuna purse seines,134.8
2013,12,Tokelau,Tuna purse seines,132.9
2013,12,Tuvalu,Others,67.3
2013,12,Tuvalu,Tuna purse seines,336.4
2014,1,Fiji,Drifting longlines,454.4
2014,1,Kiribati,Drifting longlines,13104.4
2014,1,Kiribati,Others,903.6
2014,1,Kiribati,Set longlines,780.3
2014,1,Kiribati,Tuna purse seines,823.5
2014,1,Marshall Islands,Drifting longlines,7.9
2014,1,Marshall Islands,Others,11.9
2014,1,Marshall Islands,Tuna purse seines,177.3
2014,1,Micronesia,Drifting longlines,420.5
2014,1,Micronesia,Others,2.7
2014,1,Micronesia,Tuna purse seines,55.7
2014,1,Nauru,Tuna purse seines,601.6
2014,1,Papua New Guinea,Drifting longlines,4
2014,1,Papua New Guinea,Others,104.5
2014,1,Papua New Guinea,Tuna purse seines,416.4
2014,1,Solomon Islands,Drifting longlines,620.3
2014,1,Solomon Islands,Tuna purse seines,186
2014,1,Tokelau,Tuna purse seines,78.6
2014,1,Tuvalu,Others,351
2014,1,Tuvalu,Set longlines,35.3
2014,1,Tuvalu,Tuna purse seines,384.9
2014,2,Fiji,Drifting longlines,201.8
2014,2,Kiribati,Drifting longlines,13127.2
2014,2,Kiribati,Others,210.8
2014,2,Kiribati,Set longlines,1364.4
2014,2,Kiribati,Tuna purse seines,1322.7
2014,2,Marshall Islands,Drifting longlines,146.2
2014,2,Marshall Islands,Others,172
2014,2,Marshall Islands,Tuna purse seines,347.1
2014,2,Micronesia,Drifting longlines,434.3
2014,2,Micronesia,Others,83.5
2014,2,Micronesia,Tuna purse seines,45
2014,2,Nauru,Others,61.8
2014,2,Nauru,Tuna purse seines,240.1
2014,2,Papua New Guinea,Tuna purse seines,228.9
2014,2,Solomon Islands,Drifting longlines,1275.3
2014,2,Solomon Islands,Others,90.9
2014,2,Solomon Islands,Set longlines,74.9
2014,2,Solomon Islands,Tuna purse seines,109.9
2014,2,Tokelau,Tuna purse seines,137.2
2014,2,Tuvalu,Drifting longlines,58.8
2014,2,Tuvalu,Others,59.3
2014,2,Tuvalu,Tuna purse seines,191
2014,3,Fiji,Drifting longlines,252.7
2014,3,Kiribati,Drifting longlines,13621.3
2014,3,Kiribati,Others,184.8
2014,3,Kiribati,Set longlines,1383.6
2014,3,Kiribati,Tuna purse seines,1397.3
2014,3,Marshall Islands,Drifting longlines,82.8
2014,3,Marshall Islands,Others,89.6
2014,3,Marshall Islands,Tuna purse seines,77.1
2014,3,Micronesia,Drifting longlines,400.7
2014,3,Micronesia,Tuna purse seines,41.7
2014,3,Nauru,Tuna purse seines,167.3
2014,3,Papua New Guinea,Others,16.8
2014,3,Papua New Guinea,Tuna purse seines,258.4
2014,3,Solomon Islands,Drifting longlines,202.4
2014,3,Solomon Islands,Tuna purse seines,45.6
2014,3,Tuvalu,Drifting longlines,10.2
2014,3,Tuvalu,Others,70.8
2014,4,Fiji,Drifting longlines,311.1
2014,4,Kiribati,Drifting longlines,14583
2014,4,Kiribati,Others,253.9
2014,4,Kiribati,Set longlines,1189.4
2014,4,Kiribati,Tuna purse seines,716.4
2014,4,Marshall Islands,Others,51.6
2014,4,Marshall Islands,Tuna purse seines,41.2
2014,4,Micronesia,Drifting longlines,958.5
2014,4,Micronesia,Others,9.1
2014,4,Micronesia,Tuna purse seines,77.9
2014,4,Nauru,Tuna purse seines,57.8
2014,4,Papua New Guinea,Drifting longlines,23.9
2014,4,Papua New Guinea,Tuna purse seines,36.1
2014,4,Solomon Islands,Drifting longlines,2362.5
2014,4,Solomon Islands,Tuna purse seines,22.2
2014,4,Tokelau,Tuna purse seines,33.4
2014,4,Tuvalu,Tuna purse seines,15.6
2014,5,Fiji,Drifting longlines,779.8
2014,5,Kiribati,Drifting longlines,13600.9
2014,5,Kiribati,Others,602.6
2014,5,Kiribati,Set longlines,1603.4
2014,5,Kiribati,Tuna purse seines,1600
2014,5,Marshall Islands,Tuna purse seines,205.5
2014,5,Micronesia,Drifting longlines,1541.9
2014,5,Micronesia,Tuna purse seines,12.5
2014,5,Nauru,Tuna purse seines,103.2
2014,5,Solomon Islands,Drifting longlines,5490.8
2014,5,Solomon Islands,Set longlines,119.3
2014,5,Tokelau,Tuna purse seines,8.5
2014,5,Tuvalu,Drifting longlines,3.6
2014,5,Tuvalu,Others,50.7
2014,5,Tuvalu,Tuna purse seines,22.6
2014,6,Fiji,Drifting longlines,1405
2014,6,Kiribati,Drifting longlines,21306.3
2014,6,Kiribati,Others,741.8
2014,6,Kiribati,Set longlines,3347.1
2014,6,Kiribati,Tuna purse seines,1142.4
2014,6,Marshall Islands,Tuna purse seines,17.9
2014,6,Micronesia,Drifting longlines,1491.5
2014,6,Micronesia,Tuna purse seines,63.6
2014,6,Nauru,Drifting longlines,514.2
2014,6,Nauru,Others,4.7
2014,6,Nauru,Tuna purse seines,33.9
2014,6,Papua New Guinea,Tuna purse seines,34.6
2014,6,Solomon Islands,Drifting longlines,9329
2014,6,Solomon Islands,Set longlines,557
2014,6,Tuvalu,Drifting longlines,308.1
2014,6,Tuvalu,Others,21.9
2014,6,Tuvalu,Set longlines,274.1
2014,6,Tuvalu,Tuna purse seines,33.7
2014,7,Fiji,Drifting longlines,1527.5
2014,7,Kiribati,Drifting longlines,17749
2014,7,Kiribati,Others,355.8
2014,7,Kiribati,Set longlines,2696
2014,7,Kiribati,Tuna purse seines,670
2014,7,Marshall Islands,Tuna purse seines,26.6
2014,7,Micronesia,Drifting longlines,1961.7
2014,7,Micronesia,Tuna purse seines,45.7
2014,7,Nauru,Drifting longlines,1408.8
2014,7,Nauru,Others,51.2
2014,7,Nauru,Tuna purse seines,23.6
2014,7,Papua New Guinea,Drifting longlines,10.4
2014,7,Papua New Guinea,Tuna purse seines,27.3
2014,7,Solomon Islands,Drifting longlines,7219.1
2014,7,Solomon Islands,Set longlines,471.3
2014,7,Tuvalu,Drifting longlines,5053.2
2014,7,Tuvalu,Set longlines,858.9
2014,8,Fiji,Drifting longlines,1596.4
2014,8,Fiji,Set longlines,360.6
2014,8,Kiribati,Drifting longlines,25296.7
2014,8,Kiribati,Others,1344.4
2014,8,Kiribati,Set longlines,3732.9
2014,8,Kiribati,Tuna purse seines,2996.6
2014,8,Marshall Islands,Others,9.8
2014,8,Marshall Islands,Tuna purse seines,283.5
2014,8,Micronesia,Drifting longlines,2478.5
2014,8,Micronesia,Others,34.7
2014,8,Micronesia,Tuna purse seines,733.2
2014,8,Nauru,Drifting longlines,1574.7
2014,8,Nauru,Tuna purse seines,14.3
2014,8,Papua New Guinea,Others,76.8
2014,8,Papua New Guinea,Tuna purse seines,259.3
2014,8,Solomon Islands,Drifting longlines,4395.6
2014,8,Solomon Islands,Set longlines,368.2
2014,8,Tokelau,Tuna purse seines,0.7
2014,8,Tuvalu,Drifting longlines,1425.4
2014,8,Tuvalu,Others,118.8
2014,8,Tuvalu,Set longlines,374
2014,8,Tuvalu,Tuna purse seines,447.5
2014,9,Fiji,Drifting longlines,1060.3
2014,9,Fiji,Set longlines,430.9
2014,9,Kiribati,Drifting longlines,17999.8
2014,9,Kiribati,Others,1999.6
2014,9,Kiribati,Set longlines,4217.3
2014,9,Kiribati,Tuna purse seines,4003.6
2014,9,Marshall Islands,Others,47.6
2014,9,Marshall Islands,Tuna purse seines,869.4
2014,9,Micronesia,Drifting longlines,2547.4
2014,9,Micronesia,Others,161.8
2014,9,Micronesia,Tuna purse seines,3421
2014,9,Nauru,Drifting longlines,276.2
2014,9,Nauru,Tuna purse seines,149
2014,9,Papua New Guinea,Others,43.7
2014,9,Papua New Guinea,Tuna purse seines,1268.7
2014,9,Samoa,Others,3.6
