year,month,Country,Gear Type,total_hours
2019,5,Marshall Islands,Drifting longlines,7264.3
2019,5,Marshall Islands,Others,210.2
2019,5,Marshall Islands,Set longlines,1804.7
2019,5,Marshall Islands,Tuna purse seines,369.3
2019,5,Micronesia,Drifting longlines,12810.4
2019,5,Micronesia,Others,185.1
2019,5,Micronesia,Set longlines,1143.9
2019,5,Micronesia,Tuna purse seines,4167.7
2019,5,Nauru,Others,37
2019,5,Nauru,Tuna purse seines,726.3
2019,5,Palau,Drifting longlines,1229.3
2019,5,Palau,Others,270.4
2019,5,Palau,Tuna purse seines,18.8
2019,5,Papua New Guinea,Drifting longlines,12791
2019,5,Papua New Guinea,Others,824.9
2019,5,Papua New Guinea,Set longlines,1052.8
2019,5,Papua New Guinea,Tuna purse seines,1129.9
2019,5,Samoa,Drifting longlines,1319.9
2019,5,Samoa,Others,14.3
2019,5,Samoa,Set longlines,373
2019,5,Solomon Islands,Drifting longlines,24890.3
2019,5,Solomon Islands,Others,133.6
2019,5,Solomon Islands,Set longlines,2477.2
2019,5,Solomon Islands,Tuna purse seines,38.3
2019,5,Tokelau,Drifting longlines,1444
2019,5,Tokelau,Set longlines,402.8
2019,5,Tokelau,Tuna purse seines,6.9
2019,5,Tonga,Drifting longlines,5192.2
2019,5,Tuvalu,Drifting longlines,823.9
2019,5,Tuvalu,Set longlines,632.9
2019,5,Tuvalu,Tuna purse seines,513.5
2019,5,Vanuatu,Drifting longlines,8666.5
2019,5,Vanuatu,Set longlines,1248.7
2019,6,Fiji,Drifting longlines,6748.1
2019,6,Fiji,Others,461.3
2019,6,Fiji,Set longlines,1243.9
2019,6,Kiribati,Drifting longlines,5751.6
2019,6,Kiribati,Others,235.1
2019,6,Kiribati,Set longlines,61
2019,6,Kiribati,Tuna purse seines,6347.8
2019,6,Marshall Islands,Drifting longlines,5981
2019,6,Marshall Islands,Others,377
2019,6,Marshall Islands,Set longlines,1564.7
2019,6,Marshall Islands,Tuna purse seines,1253.5
2019,6,Micronesia,Drifting longlines,8944.4
2019,6,Micronesia,Set longlines,1275.1
2019,6,Micronesia,Tuna purse seines,1235.8
2019,6,Nauru,Drifting longlines,275.9
2019,6,Nauru,Others,71.9
2019,6,Nauru,Tuna purse seines,1821.8
2019,6,Palau,Drifting longlines,1882.3
2019,6,Palau,Others,258.4
2019,6,Palau,Tuna purse seines,85.4
2019,6,Papua New Guinea,Drifting longlines,17562.4
2019,6,Papua New Guinea,Others,971.9
2019,6,Papua New Guinea,Set longlines,1708.6
2019,6,Papua New Guinea,Tuna purse seines,3117.7
2019,6,Samoa,Drifting longlines,1440.1
2019,6,Samoa,Set longlines,487.3
2019,6,Samoa,Tuna purse seines,0.6
2019,6,Solomon Islands,Drifting longlines,24936.1
2019,6,Solomon Islands,Others,61
2019,6,Solomon Islands,Set longlines,2962.1
2019,6,Tokelau,Drifting longlines,2075.1
2019,6,Tokelau,Set longlines,290.9
2019,6,Tonga,Drifting longlines,3999.7
2019,6,Tuvalu,Drifting longlines,1371.8
2019,6,Tuvalu,Set longlines,677.1
2019,6,Tuvalu,Tuna purse seines,320
2019,6,Vanuatu,Drifting longlines,7363.4
2019,6,Vanuatu,Set longlines,997.1
2019,7,Fiji,Drifting longlines,7368.9
2019,7,Fiji,Others,703.8
2019,7,Fiji,Set longlines,1290.8
2019,7,Kiribati,Drifting longlines,9461.6
2019,7,Kiribati,Others,283
2019,7,Kiribati,Set longlines,130.4
2019,7,Kiribati,Tuna purse seines,6793.3
2019,7,Marshall Islands,Drifting longlines,7038.1
2019,7,Marshall Islands,Others,422.5
2019,7,Marshall Islands,Set longlines,2019.4
2019,7,Marshall Islands,Tuna purse seines,680.7
2019,7,Micronesia,Drifting longlines,9553.2
2019,7,Micronesia,Set longlines,818.6
2019,7,Micronesia,Tuna purse seines,2589.7
2019,7,Nauru,Drifting longlines,394.7
2019,7,Nauru,Others,0.3
2019,7,Nauru,Tuna purse seines,1389.5
2019,7,Palau,Drifting longlines,2965.2
2019,7,Palau,Others,627.3
2019,7,Palau,Tuna purse seines,24.7
2019,7,Papua New Guinea,Drifting longlines,19831.9
2019,7,Papua New Guinea,Others,1156.4
2019,7,Papua New Guinea,Set longlines,1770.6
2019,7,Papua New Guinea,Tuna purse seines,4955.8
2019,7,Samoa,Drifting longlines,1764.7
2019,7,Samoa,Set longlines,116.6
2019,7,Solomon Islands,Drifting longlines,25195.4
2019,7,Solomon Islands,Others,215.6
2019,7,Solomon Islands,Set longlines,2023
2019,7,Solomon Islands,Tuna purse seines,1.7
2019,7,Tokelau,Drifting longlines,2140.3
2019,7,Tokelau,Set longlines,829.6
2019,7,Tonga,Drifting longlines,4889.2
2019,7,Tuvalu,Drifting longlines,5248.9
2019,7,Tuvalu,Others,8.9
2019,7,Tuvalu,Set longlines,885.3
2019,7,Tuvalu,Tuna purse seines,265.8
2019,7,Vanuatu,Drifting longlines,10099.2
2019,7,Vanuatu,Set longlines,1400.8
2019,8,Fiji,Drifting longlines,7529
2019,8,Fiji,Others,1021.2
2019,8,Fiji,Set longlines,1055.4
2019,8,Kiribati,Drifting longlines,9600.5
2019,8,Kiribati,Others,184.1
2019,8,Kiribati,Set longlines,17.9
2019,8,Kiribati,Tuna purse seines,3939.1
2019,8,Marshall Islands,Drifting longlines,8196.4
2019,8,Marshall Islands,Others,30.3
2019,8,Marshall Islands,Set longlines,1628.7
2019,8,Marshall Islands,Tuna purse seines,997.4
2019,8,Micronesia,Drifting longlines,9303.5
2019,8,Micronesia,Others,31.2
2019,8,Micronesia,Set longlines,1461
2019,8,Micronesia,Tuna purse seines,7261
2019,8,Nauru,Others,210.6
2019,8,Nauru,Tuna purse seines,1479.3
2019,8,Palau,Drifting longlines,3679.6
2019,8,Palau,Others,660.7
2019,8,Palau,Set longlines,379.8
2019,8,Palau,Tuna purse seines,217.6
2019,8,Papua New Guinea,Drifting longlines,13611.6
2019,8,Papua New Guinea,Others,1173.9
2019,8,Papua New Guinea,Set longlines,926.3
2019,8,Papua New Guinea,Tuna purse seines,2456.9
2019,8,Samoa,Drifting longlines,1078.1
2019,8,Samoa,Others,11.5
2019,8,Samoa,Set longlines,8.1
2019,8,Samoa,Tuna purse seines,36.1
2019,8,Solomon Islands,Drifting longlines,27755
2019,8,Solomon Islands,Others,516.1
2019,8,Solomon Islands,Set longlines,1900.9
2019,8,Solomon Islands,Tuna purse seines,24.6
2019,8,Tokelau,Drifting longlines,2008.6
2019,8,Tokelau,Set longlines,993.8
2019,8,Tonga,Drifting longlines,5448.6
2019,8,Tuvalu,Drifting longlines,17050.3
2019,8,Tuvalu,Set longlines,2496.8
2019,8,Tuvalu,Tuna purse seines,11
2019,8,Vanuatu,Drifting longlines,9132.7
2019,8,Vanuatu,Others,86.2
2019,8,Vanuatu,Set longlines,1828.8
2019,9,Fiji,Drifting longlines,6803.8
2019,9,Fiji,Others,848.3
2019,9,Fiji,Set longlines,1034
2019,9,Kiribati,Drifting longlines,9419.5
2019,9,Kiribati,Others,339.5
2019,9,Kiribati,Set longlines,55.9
2019,9,Kiribati,Tuna purse seines,4913.6
2019,9,Marshall Islands,Drifting longlines,6648.9
2019,9,Marshall Islands,Others,3.9
2019,9,Marshall Islands,Set longlines,989.4
2019,9,Marshall Islands,Tuna purse seines,170.5
2019,9,Micronesia,Drifting longlines,12630.7
2019,9,Micronesia,Others,85.8
2019,9,Micronesia,Set longlines,2048.2
2019,9,Micronesia,Tuna purse seines,2865.1
2019,9,Nauru,Tuna purse seines,355.8
2019,9,Palau,Drifting longlines,3460.8
2019,9,Palau,Others,171.8
2019,9,Palau,Set longlines,579
2019,9,Palau,Tuna purse seines,30.9
2019,9,Papua New Guinea,Drifting longlines,12303.3
2019,9,Papua New Guinea,Others,1095.5
2019,9,Papua New Guinea,Set longlines,401.1
2019,9,Papua New Guinea,Tuna purse seines,5314.8
2019,9,Samoa,Drifting longlines,1649.3
2019,9,Samoa,Others,438.3
2019,9,Samoa,Set longlines,18.9
2019,9,Solomon Islands,Drifting longlines,25098.3
2019,9,Solomon Islands,Others,122.3
2019,9,Solomon Islands,Set longlines,1210
2019,9,Tokelau,Drifting longlines,1820.1
2019,9,Tokelau,Set longlines,776
2019,9,Tonga,Drifting longlines,3293.8
2019,9,Tuvalu,Drifting longlines,14004.8
2019,9,Tuvalu,Others,7.9
2019,9,Tuvalu,Set longlines,1814.7
2019,9,Tuvalu,Tuna purse seines,538.6
2019,9,Vanuatu,Drifting longlines,8883.7
2019,9,Vanuatu,Set longlines,1483.1
2019,10,Fiji,Drifting longlines,6881.3
2019,10,Fiji,Others,894.7
2019,10,Fiji,Set longlines,1421.3
2019,10,Kiribati,Drifting longlines,7930.5
2019,10,Kiribati,Others,385.5
2019,10,Kiribati,Set longlines,1.8
2019,10,Kiribati,Tuna purse seines,7590.6
2019,10,Marshall Islands,Drifting longlines,4428.8
2019,10,Marshall Islands,Others,24.3
2019,10,Marshall Islands,Set longlines,1187.8
2019,10,Marshall Islands,Tuna purse seines,133.7
2019,10,Micronesia,Drifting longlines,15539.5
2019,10,Micronesia,Others,210.8
2019,10,Micronesia,Set longlines,2368.6
2019,10,Micronesia,Tuna purse seines,5022.9
2019,10,Nauru,Tuna purse seines,789
2019,10,Palau,Drifting longlines,3295.8
2019,10,Palau,Others,224.7
2019,10,Palau,Set longlines,417.5
2019,10,Papua New Guinea,Drifting longlines,6629
2019,10,Papua New Guinea,Others,1828.5
2019,10,Papua New Guinea,Set longlines,788.1
2019,10,Papua New Guinea,Tuna purse seines,1463.2
2019,10,Samoa,Drifting longlines,1800.8
2019,10,Samoa,Others,245.6
2019,10,Samoa,Set longlines,23.7
2019,10,Solomon Islands,Drifting longlines,23122.1
2019,10,Solomon Islands,Others,9.6
2019,10,Solomon Islands,Set longlines,2396.5
2019,10,Solomon Islands,Tuna purse seines,205.6
2019,10,Tokelau,Drifting longlines,2203.5
2019,10,Tokelau,Set longlines,899.7
2019,10,Tokelau,Tuna purse seines,2.4
2019,10,Tonga,Drifting longlines,3995.6
2019,10,Tuvalu,Drifting longlines,5629.5
2019,10,Tuvalu,Others,441.7
2019,10,Tuvalu,Set longlines,682.8
2019,10,Tuvalu,Tuna purse seines,2301.5
2019,10,Vanuatu,Drifting longlines,15583.7
2019,10,Vanuatu,Set longlines,2826
2019,11,Fiji,Drifting longlines,6465.7
2019,11,Fiji,Others,714.5
2019,11,Fiji,Set longlines,1759.5
2019,11,Fiji,Tuna purse seines,81.4
2019,11,Kiribati,Drifting longlines,7540.3
2019,11,Kiribati,Others,477.5
2019,11,Kiribati,Set longlines,90.6
2019,11,Kiribati,Tuna purse seines,6932.5
2019,11,Marshall Islands,Drifting longlines,4619.8
2019,11,Marshall Islands,Others,88.6
2019,11,Marshall Islands,Set longlines,939.8
2019,11,Marshall Islands,Tuna purse seines,356.7
2019,11,Micronesia,Drifting longlines,14738.2
2019,11,Micronesia,Others,289.8
2019,11,Micronesia,Set longlines,1344.7
2019,11,Micronesia,Tuna purse seines,2807.8
2019,11,Nauru,Drifting longlines,43.8
2019,11,Nauru,Others,19
2019,11,Nauru,Tuna purse seines,3360.2
2019,11,Palau,Drifting longlines,4124.5
2019,11,Palau,Others,637.5
2019,11,Palau,Set longlines,628.3
2019,11,Papua New Guinea,Drifting longlines,4537
2019,11,Papua New Guinea,Others,1255.7
2019,11,Papua New Guinea,Set longlines,976.6
2019,11,Papua New Guinea,Tuna purse seines,3137.8
2019,11,Samoa,Drifting longlines,636.1
2019,11,Solomon Islands,Drifting longlines,19777.3
2019,11,Solomon Islands,Others,19.2
2019,11,Solomon Islands,Set longlines,2068.6
2019,11,Solomon Islands,Tuna purse seines,677
2019,11,Tokelau,Drifting longlines,2162.7
2019,11,Tokelau,Set longlines,1134.1
2019,11,Tokelau,Tuna purse seines,15
2019,11,Tonga,Drifting longlines,4683.9
2019,11,Tuvalu,Drifting longlines,12602.4
2019,11,Tuvalu,Others,830.4
2019,11,Tuvalu,Set longlines,1042.7
2019,11,Tuvalu,Tuna purse seines,1840.8
2019,11,Vanuatu,Drifting longlines,17857.6
2019,11,Vanuatu,Set longlines,3420.7
2019,12,Fiji,Drifting longlines,8580.3
2019,12,Fiji,Others,440
2019,12,Fiji,Set longlines,1353.6
2019,12,Fiji,Tuna purse seines,71.6
2019,12,Kiribati,Drifting longlines,6193.9
2019,12,Kiribati,Others,291.5
2019,12,Kiribati,Set longlines,541.4
2019,12,Kiribati,Tuna purse seines,5089.5
2019,12,Marshall Islands,Drifting longlines,3619.5
2019,12,Marshall Islands,Set longlines,1266.6
2019,12,Marshall Islands,Tuna purse seines,464.1
2019,12,Micronesia,Drifting longlines,17788.7
2019,12,Micronesia,Others,199.3
2019,12,Micronesia,Set longlines,1950.7
2019,12,Micronesia,Tuna purse seines,4185.8
2019,12,Nauru,Tuna purse seines,1373.1
2019,12,Palau,Drifting longlines,4088.8
2019,12,Palau,Others,513.7
2019,12,Palau,Set longlines,422.5
2019,12,Papua New Guinea,Drifting longlines,3025.1
2019,12,Papua New Guinea,Others,1316.4
2019,12,Papua New Guinea,Set longlines,744.1
2019,12,Papua New Guinea,Tuna purse seines,4736.5
2019,12,Samoa,Drifting longlines,894
2019,12,Samoa,Others,57.7
2019,12,Samoa,Set longlines,514.4
2019,12,Solomon Islands,Drifting longlines,17392.4
2019,12,Solomon Islands,Others,19.1
2019,12,Solomon Islands,Set longlines,1930.7
2019,12,Solomon Islands,Tuna purse seines,1399.5
2019,12,Tokelau,Drifting longlines,637.6
2019,12,Tokelau,Set longlines,257.5
2019,12,Tokelau,Tuna purse seines,31.6
2019,12,Tonga,Drifting longlines,3584.7
2019,12,Tonga,Others,3.4
2019,12,Tuvalu,Drifting longlines,7541.2
2019,12,Tuvalu,Others,1539.1
2019,12,Tuvalu,Set longlines,607
2019,12,Tuvalu,Tuna purse seines,1234.5
2019,12,Vanuatu,Drifting longlines,18732.3
2019,12,Vanuatu,Set longlines,3053.9
2020,1,Fiji,Drifting longlines,7036
2020,1,Fiji,Others,308.4
2020,1,Fiji,Set longlines,1051.1
2020,1,Kiribati,Drifting longlines,4806.3
2020,1,Kiribati,Others,296.3
2020,1,Kiribati,Set longlines,512.1
2020,1,Kiribati,Tuna purse seines,6657.1
2020,1,Marshall Islands,Drifting longlines,5054.6
2020,1,Marshall Islands,Others,930.3
2020,1,Marshall Islands,Set longlines,1517
2020,1,Marshall Islands,Tuna purse seines,204.9
2020,1,Micronesia,Drifting longlines,13751.3
2020,1,Micronesia,Others,306.6
2020,1,Micronesia,Set longlines,1838.3
2020,1,Micronesia,Tuna purse seines,1076.9
2020,1,Nauru,Tuna purse seines,474.7
2020,1,Palau,Drifting longlines,69.8
2020,1,Palau,Others,1.8
2020,1,Palau,Set longlines,25.3
2020,1,Papua New Guinea,Drifting longlines,1891.9
2020,1,Papua New Guinea,Others,696.1
2020,1,Papua New Guinea,Set longlines,963.6
2020,1,Papua New Guinea,Tuna purse seines,5348.8
2020,1,Samoa,Drifting longlines,952.3
2020,1,Samoa,Others,1.4
2020,1,Samoa,Set longlines,380.8
2020,1,Solomon Islands,Drifting longlines,17492
2020,1,Solomon Islands,Others,310.9
2020,1,Solomon Islands,Set longlines,1111.3
2020,1,Solomon Islands,Tuna purse seines,2951.8
2020,1,Tokelau,Drifting longlines,585.4
2020,1,Tokelau,Others,4.3
2020,1,Tokelau,Set longlines,110
2020,1,Tonga,Drifting longlines,3578.7
2020,1,Tuvalu,Others,239.5
2020,1,Tuvalu,Set longlines,184
2020,1,Tuvalu,Tuna purse seines,767.7
2020,1,Vanuatu,Drifting longlines,16197.6
2020,1,Vanuatu,Set longlines,2314.7
2020,1,Vanuatu,Tuna purse seines,37.7
2020,2,Fiji,Drifting longlines,6436.7
2020,2,Fiji,Others,352.9
2020,2,Fiji,Set longlines,918.3
2020,2,Kiribati,Drifting longlines,4005.3
2020,2,Kiribati,Others,161.8
2020,2,Kiribati,Set longlines,554.4
2020,2,Kiribati,Tuna purse seines,6021.2
2020,2,Marshall Islands,Drifting longlines,4654.8
2020,2,Marshall Islands,Others,552.2
2020,2,Marshall Islands,Set longlines,1284.6
2020,2,Marshall Islands,Tuna purse seines,149.9
2020,2,Micronesia,Drifting longlines,12384.3
2020,2,Micronesia,Others,58.3
2020,2,Micronesia,Set longlines,1848.8
2020,2,Micronesia,Tuna purse seines,1088.7
2020,2,Nauru,Others,14.4
2020,2,Nauru,Tuna purse seines,369.2
2020,2,Palau,Drifting longlines,115.4
2020,2,Palau,Others,1.6
2020,2,Papua New Guinea,Drifting longlines,6405.6
2020,2,Papua New Guinea,Others,883
2020,2,Papua New Guinea,Set longlines,1025.8
2020,2,Papua New Guinea,Tuna purse seines,4789
2020,2,Samoa,Drifting longlines,1653.4
2020,2,Samoa,Set longlines,144.1
2020,2,Samoa,Tuna purse seines,14.7
2020,2,Solomon Islands,Drifting longlines,16075.9
2020,2,Solomon Islands,Others,123.1
2020,2,Solomon Islands,Set longlines,1539.2
2020,2,Solomon Islands,Tuna purse seines,563.5
2020,2,Tokelau,Drifting longlines,721
2020,2,Tokelau,Others,5.5
2020,2,Tokelau,Set longlines,49.6
2020,2,Tonga,Drifting longlines,4512.2
2020,2,Tuvalu,Drifting longlines,613.4
2020,2,Tuvalu,Others,359.7
2020,2,Tuvalu,Tuna purse seines,429.3
2020,2,Vanuatu,Drifting longlines,14099.3
2020,2,Vanuatu,Set longlines,2117.5
2020,2,Vanuatu,Tuna purse seines,41.4
2020,3,Fiji,Drifting longlines,7028.7
2020,3,Fiji,Set longlines,1199.9
2020,3,Kiribati,Drifting longlines,6342.2
2020,3,Kiribati,Others,219.8
2020,3,Kiribati,Set longlines,386.3
2020,3,Kiribati,Tuna purse seines,4389.8
2020,3,Marshall Islands,Drifting longlines,5402
2020,3,Marshall Islands,Others,1059.4
2020,3,Marshall Islands,Set longlines,1437.9
2020,3,Marshall Islands,Tuna purse seines,360.8
2020,3,Micronesia,Drifting longlines,10546
2020,3,Micronesia,Others,61.9
2020,3,Micronesia,Set longlines,1275.1
2020,3,Micronesia,Tuna purse seines,2819.3
2020,3,Nauru,Others,62.8
2020,3,Nauru,Tuna purse seines,3415.3
2020,3,Palau,Drifting longlines,169.1
2020,3,Papua New Guinea,Drifting longlines,6339.1
2020,3,Papua New Guinea,Others,744
2020,3,Papua New Guinea,Set longlines,517.1
2020,3,Papua New Guinea,Tuna purse seines,5275
2020,3,Samoa,Drifting longlines,2995
2020,3,Samoa,Others,189.5
2020,3,Samoa,Set longlines,42.1
2020,3,Solomon Islands,Drifting longlines,16781.7
2020,3,Solomon Islands,Others,37
2020,3,Solomon Islands,Set longlines,1294.9
2020,3,Solomon Islands,Tuna purse seines,176.2
2020,3,Tokelau,Drifting longlines,306.6
2020,3,Tokelau,Set longlines,24.5
2020,3,Tokelau,Tuna purse seines,7
2020,3,Tonga,Drifting longlines,3975.3
2020,3,Tuvalu,Drifting longlines,1083
2020,3,Tuvalu,Others,387.9
2020,3,Tuvalu,Set longlines,1188.3
2020,3,Tuvalu,Tuna purse seines,902.4
2020,3,Vanuatu,Drifting longlines,10297.5
2020,3,Vanuatu,Set longlines,814.3
2020,4,Fiji,Drifting longlines,5471.8
2020,4,Fiji,Others,10.1
2020,4,Fiji,Set longlines,172
2020,4,Kiribati,Drifting longlines,13353.2
2020,4,Kiribati,Others,29.5
2020,4,Kiribati,Set longlines,524.7
2020,4,Kiribati,Tuna purse seines,2543.7
2020,4,Marshall Islands,Drifting longlines,4736.6
2020,4,Marshall Islands,Others,804
2020,4,Marshall Islands,Set longlines,942.8
2020,4,Marshall Islands,Tuna purse seines,2612.4
2020,4,Micronesia,Drifting longlines,12856.3
2020,4,Micronesia,Others,547.8
2020,4,Micronesia,Set longlines,1023.3
2020,4,Micronesia,Tuna purse seines,6654.6
2020,4,Nauru,Others,55.3
2020,4,Nauru,Tuna purse seines,3520.7
2020,4,Palau,Drifting longlines,263
2020,4,Papua New Guinea,Drifting longlines,5029.6
2020,4,Papua New Guinea,Others,175.6
2020,4,Papua New Guinea,Set longlines,11.4
2020,4,Papua New Guinea,Tuna purse seines,6042.6
2020,4,Samoa,Drifting longlines,3606.2
2020,4,Samoa,Others,362.2
2020,4,Samoa,Set longlines,22.8
2020,4,Solomon Islands,Drifting longlines,19914.6
2020,4,Solomon Islands,Others,11.8
2020,4,Solomon Islands,Set longlines,1683.6
2020,4,Solomon Islands,Tuna purse seines,42.8
2020,4,Tokelau,Drifting longlines,381.6
2020,4,Tonga,Drifting longlines,3360.2
2020,4,Tonga,Others,0.3
2020,4,Tuvalu,Drifting longlines,3840.8
2020,4,Tuvalu,Others,134.8
2020,4,Tuvalu,Set longlines,1026.2
2020,4,Tuvalu,Tuna purse seines,463.5
2020,4,Vanuatu,Drifting longlines,3852.4
2020,4,Vanuatu,Set longlines,674.6
2020,5,Fiji,Drifting longlines,7910.5
2020,5,Fiji,Others,13.4
2020,5,Fiji,Set longlines,821.5
2020,5,Kiribati,Drifting longlines,16568.1
2020,5,Kiribati,Others,140.3
2020,5,Kiribati,Set longlines,282.7
2020,5,Kiribati,Tuna purse seines,2025.4
2020,5,Marshall Islands,Drifting longlines,6633.5
2020,5,Marshall Islands,Others,69.3
2020,5,Marshall Islands,Set longlines,878.2
2020,5,Marshall Islands,Tuna purse seines,843.2
2020,5,Micronesia,Drifting longlines,11978.5
2020,5,Micronesia,Others,164.2
2020,5,Micronesia,Set longlines,479.5
2020,5,Micronesia,Tuna purse seines,10246.4
2020,5,Nauru,Others,1.6
2020,5,Nauru,Tuna purse seines,1637.2
2020,5,Palau,Drifting longlines,785.1
2020,5,Papua New Guinea,Drifting longlines,4069.1
2020,5,Papua New Guinea,Others,89.9
2020,5,Papua New Guinea,Tuna purse seines,6112.3
2020,5,Samoa,Drifting longlines,1106.2
2020,5,Samoa,Others,322.3
2020,5,Solomon Islands,Drifting longlines,19238.6
2020,5,Solomon Islands,Others,31.6
2020,5,Solomon Islands,Set longlines,1043.4
2020,5,Solomon Islands,Tuna purse seines,58.5
2020,5,Tokelau,Drifting longlines,1682.9
2020,5,Tonga,Drifting longlines,2851
2020,5,Tuvalu,Drifting longlines,5813.1
2020,5,Tuvalu,Others,287.7
2020,5,Tuvalu,Set longlines,1996.7
2020,5,Tuvalu,Tuna purse seines,945.6
2020,5,Vanuatu,Drifting longlines,3732.9
2020,5,Vanuatu,Set longlines,607.4
2020,6,Fiji,Drifting longlines,6327.8
2020,6,Fiji,Set longlines,601.4
2020,6,Kiribati,Drifting longlines,18417.2
2020,6,Kiribati,Others,222.8
2020,6,Kiribati,Tuna purse seines,4308.9
2020,6,Marshall Islands,Drifting longlines,8115.4
2020,6,Marshall Islands,Others,11.4
2020,6,Marshall Islands,Set longlines,867.4
2020,6,Marshall Islands,Tuna purse seines,1136.2
2020,6,Micronesia,Drifting longlines,7996.2
2020,6,Micronesia,Others,165.7
2020,6,Micronesia,Set longlines,395.3
2020,6,Micronesia,Tuna purse seines,7045.3
2020,6,Nauru,Others,19.3
2020,6,Nauru,Tuna purse seines,967.1
2020,6,Palau,Drifting longlines,258.4
2020,6,Palau,Others,17.4
2020,6,Papua New Guinea,Drifting longlines,7024.1
2020,6,Papua New Guinea,Others,732.7
2020,6,Papua New Guinea,Set longlines,485.2
2020,6,Papua New Guinea,Tuna purse seines,4104.5
2020,6,Samoa,Drifting longlines,1104.7
2020,6,Samoa,Set longlines,15.9
2020,6,Solomon Islands,Drifting longlines,15571.5
2020,6,Solomon Islands,Set longlines,679.3
2020,6,Solomon Islands,Tuna purse seines,43.7
2020,6,Tokelau,Drifting longlines,1391.1
2020,6,Tokelau,Set longlines,319.7
2020,6,Tokelau,Tuna purse seines,26.3
2020,6,Tonga,Drifting longlines,2565
2020,6,Tonga,Set longlines,14.1
2020,6,Tuvalu,Drifting longlines,4368
2020,6,Tuvalu,Others,10.3
2020,6,Tuvalu,Set longlines,978.5
2020,6,Tuvalu,Tuna purse seines,1202.5
2020,6,Vanuatu,Drifting longlines,6858
2020,6,Vanuatu,Set longlines,1101.7
2020,7,Fiji,Drifting longlines,6469.9
2020,7,Fiji,Others,677.3
2020,7,Fiji,Set longlines,1145.5
2020,7,Kiribati,Drifting longlines,20591.6
2020,7,Kiribati,Others,54.3
2020,7,Kiribati,Tuna purse seines,3671.3
2020,7,Marshall Islands,Drifting longlines,9977.6
2020,7,Marshall Islands,Set longlines,982.8
2020,7,Marshall Islands,Tuna purse seines,912.1
2020,7,Micronesia,Drifting longlines,5805.8
2020,7,Micronesia,Others,234
2020,7,Micronesia,Set longlines,492.7
2020,7,Micronesia,Tuna purse seines,4950.4
2020,7,Nauru,Tuna purse seines,2919.1
2020,7,Palau,Drifting longlines,239.7
2020,7,Palau,Tuna purse seines,0.2
2020,7,Papua New Guinea,Drifting longlines,8111.1
2020,7,Papua New Guinea,Others,652.4
2020,7,Papua New Guinea,Set longlines,639.7
2020,7,Papua New Guinea,Tuna purse seines,7742.8
2020,7,Samoa,Drifting longlines,2175.5
2020,7,Samoa,Others,503.7
2020,7,Samoa,Set longlines,204.6
2020,7,Solomon Islands,Drifting longlines,16700.3
2020,7,Solomon Islands,Others,29.1
2020,7,Solomon Islands,Set longlines,600.8
2020,7,Solomon Islands,Tuna purse seines,53.4
2020,7,Tokelau,Drifting longlines,332.8
2020,7,Tokelau,Others,115
2020,7,Tokelau,Set longlines,80.6
2020,7,Tokelau,Tuna purse seines,13.5
2020,7,Tonga,Drifting longlines,2428.4
2020,7,Tuvalu,Drifting longlines,1448.2
2020,7,Tuvalu,Set longlines,1050.7
2020,7,Tuvalu,Tuna purse seines,1400.2
2020,7,Vanuatu,Drifting longlines,12019.9
2020,7,Vanuatu,Set longlines,1488.4
2020,8,Fiji,Drifting longlines,6218.7
2020,8,Fiji,Others,204.7
2020,8,Fiji,Set longlines,737.6
2020,8,Kiribati,Drifting longlines,11273.4
2020,8,Kiribati,Others,95.2
2020,8,Kiribati,Tuna purse seines,3809.3
2020,8,Marshall Islands,Drifting longlines,10769.2
2020,8,Marshall Islands,Set longlines,1111.8
2020,8,Marshall Islands,Tuna purse seines,1129.2
2020,8,Micronesia,Drifting longlines,7892.8
2020,8,Micronesia,Others,81.3
2020,8,Micronesia,Set longlines,836.8
2020,8,Micronesia,Tuna purse seines,2620.3
2020,8,Nauru,Others,22.9
2020,8,Nauru,Tuna purse seines,3595.1
2020,8,Palau,Drifting longlines,37.5
2020,8,Papua New Guinea,Drifting longlines,6724.6
2020,8,Papua New Guinea,Others,649.7
2020,8,Papua New Guinea,Set longlines,200
2020,8,Papua New Guinea,Tuna purse seines,7464.3
2020,8,Samoa,Drifting longlines,2261.5
2020,8,Samoa,Others,353.5
2020,8,Samoa,Set longlines,8.2
2020,8,Solomon Islands,Drifting longlines,13771.5
2020,8,Solomon Islands,Others,10.2
2020,8,Solomon Islands,Set longlines,633.5
2020,8,Solomon Islands,Tuna purse seines,29.4
2020,8,Tokelau,Drifting longlines,842.1
2020,8,Tokelau,Others,233.3
2020,8,Tokelau,Tuna purse seines,265.1
2020,8,Tonga,Drifting longlines,2025
2020,8,Tuvalu,Drifting longlines,1840.6
2020,8,Tuvalu,Others,31.9
2020,8,Tuvalu,Set longlines,899.3
2020,8,Tuvalu,Tuna purse seines,479.6
2020,8,Vanuatu,Drifting longlines,15560.7
2020,8,Vanuatu,Set longlines,1654
2020,9,Fiji,Drifting longlines,6354
2020,9,Fiji,Others,113.1
2020,9,Fiji,Set longlines,441.5
2020,9,Kiribati,Drifting longlines,3270.8
2020,9,Kiribati,Others,31.3
2020,9,Kiribati,Tuna purse seines,5155.2
2020,9,Marshall Islands,Drifting longlines,10039.2
2020,9,Marshall Islands,Others,12.7
2020,9,Marshall Islands,Set longlines,979.9
