year,month,Country,BC,SOX,CO2,NOx,PM2.5,PM10,NMVOC,N2O,CO,CH4
2013,1,Marshall Islands,1.45,202.14,14232.29,718.94,32.32,35.13,28.96,1.44,13.93,0.47
2013,1,Micronesia,11.36,2271.69,144092.16,7778.02,358.62,389.81,303.49,14.91,143.8,4.86
2013,1,Nauru,0.77,17.29,2646.16,112.99,3.57,3.88,5.32,0.26,2.43,0.09
2013,1,Niue,0.16,33.73,2124.89,113.24,5.28,5.74,4.33,0.22,2.12,0.07
2013,1,Palau,3.08,503,32007.18,1650.39,78.59,85.42,65.85,3.26,31.63,1.49
2013,1,Papua New Guinea,34.43,5807.82,370542.95,19964.01,924.53,1004.92,785.37,38.59,372.78,12.6
2013,1,Samoa,0.25,13.44,942.5,48.57,2.14,2.33,1.92,0.1,0.92,0.03
2013,1,Solomon Islands,2.3,273.1,23040.12,1121.92,46.11,50.12,46.48,2.31,22.09,0.76
2013,1,Tokelau,0.13,17.54,1186.27,59.26,2.69,2.92,2.31,0.12,1.14,0.04
2013,1,Tonga,0.59,62.14,4110.27,214.94,9.83,10.68,8.52,0.42,4.09,0.14
2013,1,Tuvalu,0.17,23.47,1738.38,86.65,3.86,4.2,3.57,0.18,1.69,0.06
2013,1,Vanuatu,2.83,253.36,15709.73,667.39,34.46,37.46,27.05,1.51,14.04,0.46
2013,2,Cook Islands,0.99,187.91,11772.62,577.36,29.34,31.89,23.43,1.21,11.75,0.39
2013,2,Fiji,2.27,239.92,15768.92,720.01,36.93,40.14,30.2,1.58,15.23,0.51
2013,2,Kiribati,3.38,266.46,20340.6,952.55,42.88,46.61,39.82,2.02,19.44,0.66
2013,2,Marshall Islands,1.66,151.9,11179.9,532.63,24.34,26.46,22.27,1.11,10.83,0.36
2013,2,Micronesia,10.1,1958.1,125618.63,6644.11,307.14,333.85,261.06,12.87,124.15,4.19
2013,2,Nauru,0.8,20.16,3243.67,141.07,4.24,4.6,6.5,0.32,2.97,0.11
2013,2,Niue,0.15,33.29,2113.3,108.05,5.28,5.74,4.33,0.22,2.13,0.07
2013,2,Palau,2.74,423.57,26628.74,1367.65,66.27,72.04,55.79,2.72,26.52,0.9
2013,2,Papua New Guinea,29.78,5042.41,322372.88,17160.11,800.66,870.28,678.97,33.46,323.39,10.92
2013,2,Samoa,0.37,23.8,1621.48,68.67,3.7,4.02,3.04,0.16,1.59,0.05
2013,2,Solomon Islands,2,302.49,22507.74,1114.36,49.63,53.94,46.41,2.3,22.03,0.75
2013,2,Tokelau,0.21,25.08,1795.25,79.29,4.01,4.36,3.38,0.18,1.76,0.06
2013,2,Tonga,1.07,144.43,9056.96,402.44,22.23,24.16,16.98,0.92,8.93,0.29
2013,2,Tuvalu,0.16,21.03,1925.97,85.16,3.53,3.84,3.62,0.19,1.77,0.06
2013,2,Vanuatu,1.59,141.58,8791.15,364.04,18.55,20.16,14.79,0.83,7.61,0.25
2013,3,Cook Islands,0.81,158.05,9954.98,512.25,24.64,26.78,20.19,1.01,9.91,0.33
2013,3,Fiji,3.02,235.34,15540.63,726.29,36.51,39.68,30.18,1.57,15.13,0.5
2013,3,Kiribati,2.93,250.52,19570.05,930.08,40.88,44.43,39.27,1.96,18.93,0.65
2013,3,Marshall Islands,1.31,153.1,10531.94,519.25,24.02,26.11,20.92,1.05,10.24,0.34
2013,3,Micronesia,11.89,2295.3,150141.83,7998.54,365.85,397.66,316.06,15.55,150.31,6.72
2013,3,Nauru,0.5,16.76,1264.34,58.06,2.72,2.96,2.61,0.13,1.22,0.04
2013,3,Niue,0.16,32.23,2055.79,106.3,5.09,5.53,4.18,0.21,2.06,0.07
2013,3,Palau,2.93,442.51,28246.89,1459.77,69,75,58.6,2.9,28.79,3.1
2013,3,Papua New Guinea,36.03,5470.71,352010.01,18774.97,869.87,945.51,742.22,36.51,352.88,11.93
2013,3,Samoa,0.65,20.82,1430.19,67.47,3.25,3.54,2.76,0.14,1.39,0.05
2013,3,Solomon Islands,3.04,342.93,24022.34,1200.5,55.08,59.86,49.48,2.44,23.61,0.8
2013,3,Tokelau,0.16,22.39,1555.63,72.31,3.55,3.86,3.03,0.16,1.53,0.05
2013,3,Tonga,0.69,85.51,5489.3,261.51,13.35,14.51,10.89,0.56,5.44,0.18
2013,3,Tuvalu,0.26,27.89,2547.46,117.5,4.86,5.28,5.18,0.26,2.45,0.09
2013,3,Vanuatu,1.51,156.34,10122.59,479.15,24.04,26.13,19.49,1.01,9.88,0.32
2013,4,Cook Islands,1.46,238.22,15091.33,733.9,37.2,40.44,29.9,1.54,15.02,0.49
2013,4,Fiji,3.65,200.3,14022.95,674.32,31.86,34.63,27.8,1.42,13.77,0.46
2013,4,Kiribati,2.79,216.69,18017.28,862.88,35.85,38.96,35.93,1.79,17.28,0.6
2013,4,Marshall Islands,0.99,112.33,7741.07,381.76,17.74,19.28,15.6,0.78,7.57,0.25
2013,4,Micronesia,14.23,2306.97,156176.83,8290.11,371.18,403.46,328.79,16.18,155.38,6.23
2013,4,Nauru,0.43,21.44,1751.68,79.27,3.56,3.87,3.56,0.18,1.69,0.06
2013,4,Niue,0.22,41.21,2604.81,131.58,6.55,7.11,5.34,0.27,2.63,0.09
2013,4,Palau,2.52,470.33,29639.7,1563.61,73.86,80.28,61.79,3.05,29.97,2.1
2013,4,Papua New Guinea,34.38,5500.77,350005.09,18778.72,873.56,949.53,739.51,36.37,351.81,11.87
2013,4,Samoa,0.43,25.88,1734.33,73.16,3.92,4.26,3.1,0.17,1.69,0.05
2013,4,Solomon Islands,2.45,286.76,22013.67,1096.65,47.6,51.74,45.69,2.25,21.52,0.74
2013,4,Tokelau,0.23,36.19,2425.54,106.96,5.62,6.11,4.52,0.24,2.36,0.08
2013,4,Tonga,0.74,86.69,5672.91,267.99,13.47,14.64,10.96,0.57,5.58,0.18
2013,4,Tuvalu,0.21,19.34,1553.26,73.91,3.25,3.54,3.17,0.16,1.53,0.05
2013,4,Vanuatu,1.43,137.15,8909.57,418.79,20.95,22.78,17.22,0.89,8.66,0.29
2013,5,Cook Islands,1.1,145.16,10937.38,525.25,23.76,25.83,21.77,1.1,10.8,0.36
2013,5,Fiji,4.27,197.09,15480.98,715.05,32.25,35.06,30.65,1.54,15.07,0.51
2013,5,Kiribati,2.27,232.06,17162.82,796.24,33.33,36.23,32.28,1.68,15.31,0.53
2013,5,Marshall Islands,0.65,91.73,6715.1,327.77,15.01,16.31,13.75,0.68,6.67,0.22
2013,5,Micronesia,13.4,2387.82,155837.21,8371.72,381.65,414.83,329.35,16.19,156.25,6.51
2013,5,Nauru,0.24,14.07,1510.39,68.81,2.54,2.76,3.08,0.15,1.42,0.05
2013,5,Niue,0.25,26.39,2424.35,110.44,4.54,4.93,4.7,0.24,2.35,0.08
2013,5,Palau,2.37,498.42,31380.97,1638.64,78.14,84.93,65.33,3.22,31.81,2.7
2013,5,Papua New Guinea,37.68,5639.4,362299.89,19299.86,892.33,969.93,759.17,37.38,361.63,12.2
2013,5,Samoa,0.22,15.37,1121.92,56.52,2.5,2.72,2.3,0.11,1.11,0.04
2013,5,Solomon Islands,3.52,312.7,23868.01,1173.36,51.55,56.03,49.48,2.43,23.33,0.81
2013,5,Tokelau,0.19,22.17,1622.87,79.05,3.6,3.91,3.26,0.17,1.6,0.05
2013,5,Tonga,1.05,75.26,6408.42,294.27,12.64,13.74,12.64,0.64,6.25,0.21
2013,5,Tuvalu,0.3,21.57,2216.11,101.72,3.93,4.28,4.57,0.22,2.12,0.08
2013,5,Vanuatu,1.59,154.67,10233.74,455.67,23.49,25.53,19.01,1,9.85,0.32
2013,6,Cook Islands,1.06,138.62,10789.41,527.75,23.16,25.18,21.97,1.1,10.7,0.36
2013,6,Fiji,5.69,203.38,19497.62,857.37,35.86,38.97,39.13,1.93,19.03,0.65
2013,6,Kiribati,3.34,194.27,20947.63,966.67,35.37,38.45,42.14,2.09,19.82,0.7
2013,6,Marshall Islands,1.3,131.51,10596.94,502.37,21.57,23.44,21.21,1.06,10.17,0.35
2013,6,Micronesia,12.56,2425.93,156317.7,8363.71,385.35,418.86,329.85,16.2,155.97,5.29
2013,6,Nauru,0.62,18.5,3035.97,127.45,3.9,4.24,5.89,0.3,2.76,0.1
2013,6,Niue,0.23,28.44,2296.58,106.88,4.79,5.21,4.58,0.23,2.27,0.08
2013,6,Palau,3.07,522.89,33978,1741.64,81.93,89.05,69.17,3.44,33.18,1.14
2013,6,Papua New Guinea,34.17,5785.73,366741.96,19605.53,913.21,992.62,771.37,37.92,366.76,12.37
2013,6,Samoa,0.13,11.79,996.2,49.04,2.05,2.22,2.07,0.1,0.99,0.03
2013,6,Solomon Islands,3.02,302.03,24998.83,1197.17,50.44,54.83,51.23,2.52,24.08,0.84
2013,6,Tokelau,0.05,9.22,768.95,41.51,1.57,1.71,1.61,0.08,0.75,0.03
2013,6,Tonga,1.35,63.69,5945.45,265.46,11.2,12.18,11.88,0.59,5.86,0.2
2013,6,Tuvalu,0.45,20.78,2905.89,124.33,4.16,4.53,5.75,0.29,2.71,0.1
2013,6,Vanuatu,1.9,148.71,10234.17,463.94,23.35,25.38,20.03,1.04,10.02,0.34
2013,7,Cook Islands,1.12,124.32,10092.25,486,20.85,22.66,20.36,1.01,9.9,0.33
2013,7,Fiji,4.79,159.57,15921.91,717.41,28.34,30.81,31.76,1.57,15.41,0.53
2013,7,Kiribati,3.42,216.75,22494.41,1056.54,38.84,42.22,45.51,2.25,21.37,0.76
2013,7,Marshall Islands,1.44,118.58,9692.59,459.17,19.72,21.43,19.56,0.98,9.38,0.32
2013,7,Micronesia,12.24,2494.4,158995.06,8530.6,396.39,430.86,336.73,16.55,160.19,7.1
2013,7,Nauru,0.61,25.11,3087.04,130.57,4.69,5.1,5.97,0.31,2.87,0.1
2013,7,Niue,0.21,17.7,1818.95,79.99,3.18,3.45,3.52,0.18,1.76,0.06
2013,7,Palau,2.83,539.71,34984.02,1800.48,84.96,92.35,72.48,3.58,35.37,3.21
2013,7,Papua New Guinea,37.7,5922.35,376782.06,19892.62,932.77,1013.88,791.44,38.82,376.28,12.71
2013,7,Samoa,0.18,10.98,1206.73,54.49,2,2.17,2.39,0.12,1.16,0.04
2013,7,Solomon Islands,2.84,287.19,22528.22,1097.69,47.42,51.55,46.71,2.28,21.93,0.76
2013,7,Tokelau,0.14,15.95,1296.45,65.98,2.69,2.92,2.63,0.13,1.28,0.04
2013,7,Tonga,1.97,47.96,5241.37,229.55,8.86,9.63,10.43,0.52,5.13,0.17
2013,7,Tuvalu,0.49,17.03,2548.86,107.93,3.53,3.84,5.08,0.25,2.36,0.09
2013,7,Vanuatu,2.37,128.78,10224.11,441.51,20.68,22.48,19.32,1,9.79,0.33
2013,8,Cook Islands,1.22,148.33,11182.65,554.31,24.57,26.7,22.8,1.14,11.1,0.37
2013,8,Fiji,5.6,269.27,22770.37,1023.66,45.19,49.12,44.77,2.27,22.11,0.75
2013,8,Kiribati,3.6,210,21283.4,1008.7,37.42,40.68,43.43,2.12,20.29,0.72
2013,8,Marshall Islands,1.43,104.22,8570.39,415.64,17.24,18.74,17.62,0.87,8.26,0.29
2013,8,Micronesia,13.3,2476.56,159938.23,8576.91,394.79,429.12,338.3,16.64,160.18,5.43
2013,8,Nauru,0.34,21.88,2884.87,127.07,4.24,4.61,5.66,0.29,2.64,0.1
2013,8,Niue,0.31,30.29,2667.56,124.17,5.29,5.74,5.37,0.27,2.64,0.09
2013,8,Palau,2.77,510.3,32485.03,1691.34,80,86.96,67,3.31,32.07,1.17
2013,8,Papua New Guinea,38.98,5907.44,377348.59,20077.88,933.06,1014.2,793.92,38.96,377.1,12.74
2013,8,Samoa,0.15,12.71,1237.95,57.91,2.26,2.46,2.48,0.12,1.21,0.04
2013,8,Solomon Islands,3.31,317.4,23633.76,1148.7,51.57,56.06,48.72,2.39,23.01,0.8
2013,8,Tokelau,0.16,20.93,1531.92,71.2,3.32,3.61,2.9,0.15,1.47,0.05
2013,8,Tonga,2.23,71.32,6787.05,301.93,12.59,13.69,13.44,0.68,6.68,0.22
2013,8,Tuvalu,0.43,19.09,2349.53,106.95,3.65,3.97,4.63,0.24,2.19,0.08
2013,8,Vanuatu,2.34,117.08,9825.67,438.88,19.56,21.26,19.21,0.98,9.57,0.32
2013,9,Cook Islands,1.24,138.53,11102.4,506.37,22.91,24.9,21.88,1.1,10.84,0.36
2013,9,Fiji,5.1,221.13,19734.54,879.73,37.7,40.98,39,1.95,19.12,0.65
2013,9,Kiribati,4.02,257.09,24033.11,1080.67,40.91,44.47,46.9,2.35,21.93,0.78
2013,9,Marshall Islands,1.37,117.3,10230.14,492.14,19.92,21.65,20.82,1.04,9.87,0.34
2013,9,Micronesia,11.6,2307.13,148725.66,7928.74,365.59,397.38,312.56,15.37,148.54,6.31
2013,9,Nauru,0.79,22.18,4230.56,178.92,4.96,5.39,8.2,0.41,3.76,0.14
2013,9,Niue,0.38,24.78,2546.86,108.42,4.43,4.81,4.93,0.25,2.46,0.08
2013,9,Palau,3.06,508.02,32692.92,1655.33,79.37,86.27,67.02,3.31,32.81,3.55
2013,9,Papua New Guinea,37.29,5646.5,363370.75,19159.21,891.11,968.6,760.63,37.39,361.63,12.22
2013,9,Samoa,0.22,16.67,1328.55,56.09,2.69,2.93,2.56,0.13,1.3,0.04
2013,9,Solomon Islands,2.6,271.43,20515.31,1007.55,44.12,47.96,41.98,2.06,19.87,0.68
2013,9,Tokelau,0.16,19.4,1439.09,66.7,3.1,3.37,2.78,0.14,1.39,0.05
2013,9,Tonga,2.3,80.71,7170.35,304.31,13.46,14.63,13.54,0.7,6.89,0.23
2013,9,Tuvalu,0.17,15.94,1369.36,63.61,2.71,2.95,2.78,0.14,1.31,0.05
2013,9,Vanuatu,2.42,137.22,10773.02,470.06,22.19,24.12,20.79,1.07,10.46,0.35
2013,10,Cook Islands,1.34,182.15,12764.11,606.38,27.57,29.97,24.68,1.28,12.12,0.41
2013,10,Fiji,5.01,323.38,24946.63,1101.02,51.98,56.51,47.78,2.45,24.11,0.8
2013,10,Kiribati,5.42,299.96,35537.63,1601,55.69,60.53,70.36,3.52,32.91,1.19
2013,10,Marshall Islands,1.44,119.98,10501.9,478.51,19.88,21.6,20.44,1.04,9.8,0.34
2013,10,Micronesia,13.91,2312.97,147523.89,7827.7,364.3,395.98,309.45,15.21,147.71,7.88
2013,10,Nauru,1.08,28.46,4781.7,203.48,6.06,6.59,9.37,0.48,4.27,0.16
2013,10,Niue,0.3,36.39,2892.42,137.66,6.15,6.69,5.82,0.29,2.89,0.1
2013,10,Palau,3.58,656.95,41635.64,2137.58,101.31,110.12,86.02,4.25,42.36,5.56
2013,10,Papua New Guinea,38.95,6148.12,388240.64,20568.56,971.38,1055.85,817.24,40.25,389.49,13.11
2013,10,Samoa,0.39,20.22,1725.7,70.1,3.33,3.62,3.17,0.17,1.66,0.05
2013,10,Solomon Islands,3.15,335.46,23345.56,1154.39,53.52,58.17,48.13,2.37,22.75,0.78
2013,10,Tokelau,0.36,29.76,2378.9,104.93,4.82,5.24,4.44,0.23,2.27,0.08
2013,10,Tonga,1.96,95.08,8166.26,358.66,16.03,17.42,15.95,0.81,7.99,0.27
2013,10,Tuvalu,0.48,29.72,3715.53,161.33,5.69,6.18,7.24,0.37,3.43,0.12
2013,10,Vanuatu,1.88,175.26,12017.91,520.69,26.88,29.21,22.16,1.17,11.52,0.38
2013,11,Cook Islands,1.59,205.18,13099.13,617.41,28.6,31.08,24.53,1.3,12.01,0.4
2013,11,Fiji,4.15,322.04,22863.46,997.86,46.94,51.03,42.04,2.22,21.07,0.71
2013,11,Kiribati,5.53,286.83,29948.48,1336.03,47.87,52.03,58.58,2.94,27.37,0.98
2013,11,Marshall Islands,2.31,152.06,11305.66,535.34,24.33,26.45,22.36,1.13,10.87,0.37
2013,11,Micronesia,14.74,2595.91,166053.58,8825.13,411.77,447.57,349.92,17.21,166.16,6.13
2013,11,Nauru,1.31,31.71,4591.65,196.43,6.37,6.93,8.98,0.45,4.21,0.15
2013,11,Niue,0.25,41.06,2647.85,116.28,5.18,5.63,4.62,0.25,2.29,0.08
2013,11,Palau,3.59,570.75,35983.18,1842.29,89.23,96.99,74.08,3.67,35.71,2.23
2013,11,Papua New Guinea,41.98,6390.48,401326.56,21296.26,1008.9,1096.63,844.03,41.61,403.04,13.54
2013,11,Samoa,0.3,17.65,1245.94,54.89,2.76,3,2.37,0.12,1.22,0.04
2013,11,Solomon Islands,4.13,391.2,32445.25,1568.41,65.51,71.21,65.65,3.28,30.88,1.08
2013,11,Tokelau,0.51,17.92,1905.8,88.07,3.23,3.51,3.73,0.19,1.79,0.06
2013,11,Tonga,0.98,82.13,6223.67,273.92,11.97,13.01,11.66,0.61,5.73,0.19
2013,11,Tuvalu,0.94,22.89,3461.1,153.47,4.83,5.26,6.88,0.35,3.2,0.12
2013,11,Vanuatu,1.78,167.79,10782.36,499.46,25.75,27.99,21.07,1.09,10.58,0.35
2013,12,Cook Islands,0.86,176.42,11361.86,590.75,28.05,30.49,23.48,1.17,11.4,0.38
2013,12,Fiji,2.52,218.36,16112.76,736.6,34.62,37.63,30.76,1.59,15.49,0.51
2013,12,Kiribati,4.65,307.45,30440.56,1420.18,51.97,56.49,60.22,3.01,28.1,1
2013,12,Marshall Islands,3.21,230.18,16026.17,771,36.18,39.33,31.63,1.6,15.49,0.52
2013,12,Micronesia,13.07,2602.27,166527.65,8850.31,410.34,446.03,349.17,17.17,165.42,5.6
2013,12,Nauru,1.19,29.97,5608.68,246.23,6.78,7.37,11.22,0.56,5.01,0.19
2013,12,Niue,0.17,37,2325.03,121.44,5.8,6.3,4.7,0.24,2.33,0.08
2013,12,Palau,3.04,504.93,31724.7,1616.92,78.43,85.25,64.99,3.22,31.36,1.19
2013,12,Papua New Guinea,40.15,6343.93,400246.78,21276.15,1002.27,1089.43,843,41.5,401.49,13.52
2013,12,Samoa,0.28,14.46,1091.7,52.1,2.36,2.56,2.21,0.11,1.07,0.04
2013,12,Solomon Islands,2.88,345.12,25213.3,1226.9,53.63,58.29,50.28,2.53,23.86,0.82
2013,12,Tokelau,0.27,12.56,1410.55,65.67,2.27,2.47,2.75,0.14,1.29,0.05
2013,12,Tonga,0.42,67.51,4423.33,222.81,10.65,11.58,8.92,0.45,4.41,0.15
2013,12,Tuvalu,0.7,34.53,5700.28,235.2,5.58,6.07,9.95,0.53,4.52,0.17
2013,12,Vanuatu,2.58,232.18,14636.33,624.45,30.93,33.62,25.14,1.4,12.84,0.43
2014,1,Cook Islands,1.16,217.33,13723.27,701.16,34.23,37.2,28.07,1.42,13.7,0.46
2014,1,Fiji,3.42,346.68,22299.44,985.11,51.8,56.3,40.33,2.16,21.23,0.69
2014,1,Kiribati,4.17,296.28,28849.15,1351.57,52.07,56.6,57.99,2.88,27.37,0.97
2014,1,Marshall Islands,1.57,180.45,13365.56,645.29,29.17,31.7,27.21,1.36,14.1,3.26
2014,1,Micronesia,12.37,2445.06,157143.73,8246.72,384.45,417.88,327.25,16.1,156.77,10.66
2014,1,Nauru,1.15,22.09,4794.54,202.71,5.41,5.88,9.48,0.48,4.31,0.16
2014,1,Niue,0.26,39.11,2469.35,128.69,6.16,6.69,5.05,0.26,2.47,0.08
2014,1,Palau,3.28,512.74,33603.34,1669.12,79.57,86.49,67.66,3.35,33.77,6.01
2014,1,Papua New Guinea,39.52,5919.09,376383.17,19860.19,935.6,1016.96,791.63,38.91,376.54,12.7
2014,1,Samoa,0.32,10.13,768.46,38.08,1.64,1.78,1.53,0.08,0.75,0.03
2014,1,Solomon Islands,2.1,302.58,22483.88,1111.93,49.37,53.66,46.05,2.29,21.88,0.75
2014,1,Tokelau,0.37,12.34,1237.9,58.91,2.18,2.37,2.46,0.12,1.15,0.04
2014,1,Tonga,0.43,65.23,4606.41,231.31,10.42,11.33,9.28,0.47,4.52,0.15
2014,1,Tuvalu,0.85,36.93,6852.12,298.95,8.26,8.98,13.18,0.67,6.05,0.22
2014,1,Vanuatu,1.84,205.46,12823.72,547.87,30.16,32.79,22.64,1.25,12.11,0.39
2014,2,Cook Islands,1,189.39,11983.44,599,29.73,32.31,24.09,1.24,11.94,0.4
2014,2,Fiji,2.88,302.4,19954.4,900.08,46.6,50.65,37.95,2,19.31,0.77
2014,2,Kiribati,4.38,231.1,27840.4,1253.93,43.17,46.92,54.75,2.74,25.68,1.7
2014,2,Marshall Islands,1.93,157.95,13085.91,615.56,26.38,28.68,26.51,1.32,13.36,2.79
2014,2,Micronesia,11.7,2137.57,137292.41,7244.42,336.23,365.47,287.23,14.13,136.63,6.41
2014,2,Nauru,1.05,21.3,4435.03,189.99,5.21,5.66,9.08,0.45,3.99,0.16
2014,2,Niue,0.24,45.91,2833.93,140.19,7.1,7.71,5.53,0.29,2.81,0.09
2014,2,Palau,2.37,477.97,29992.07,1538.75,73.96,80.39,61.64,3.04,29.77,1.71
2014,2,Papua New Guinea,31.72,5276.22,331386.44,17529.99,830.07,902.25,696.27,34.24,331.39,11.99
2014,2,Samoa,0.4,21.3,1573.01,67.55,3.34,3.63,3.02,0.16,1.5,0.05
2014,2,Solomon Islands,2.81,313.76,21931.42,1075.21,50.19,54.56,44.83,2.23,21.43,0.73
2014,2,Tokelau,0.4,25.55,2202.07,97.24,4.3,4.67,4.21,0.22,2.11,0.07
2014,2,Tonga,1.1,131.77,8315.07,358.78,19.66,21.36,14.83,0.81,7.96,0.25
2014,2,Tuvalu,0.35,21.22,3193.58,136.24,4.19,4.55,6,0.31,2.8,0.1
2014,2,Vanuatu,2.17,197.64,12379.48,534.8,28.38,30.85,21.97,1.2,11.49,0.49
2014,3,Cook Islands,0.93,189.78,12185.41,613.06,29.77,32.36,24.59,1.24,12.07,0.4
2014,3,Fiji,3,271.02,17890.57,838.04,41.99,45.65,35.12,1.81,17.23,0.58
2014,3,Kiribati,5.14,297.34,32856.45,1459.23,49.53,53.83,62.8,3.19,29.18,1.06
2014,3,Marshall Islands,3.38,197.26,16040.34,742.11,32.33,35.14,31.68,1.59,15.29,0.52
2014,3,Micronesia,12.52,2272.05,145215.41,7617.52,357.78,388.89,303.86,14.95,144.47,6.25
2014,3,Nauru,1.09,32.18,4634.27,198.98,6.53,7.1,9.33,0.46,4.24,0.16
2014,3,Niue,0.15,30.33,1884.6,98.16,4.72,5.13,3.82,0.19,1.88,0.06
2014,3,Palau,3.79,567.05,35999.63,1850.33,88.21,95.88,74.21,3.66,35.99,2.49
2014,3,Papua New Guinea,38.23,5792.1,367601.77,19483.83,914.28,993.78,771.66,38,367.25,12.38
2014,3,Samoa,0.27,16.34,1124.96,49.2,2.57,2.8,2.21,0.11,1.1,0.04
2014,3,Solomon Islands,2.31,340.74,23025.75,1164.65,54.52,59.26,47.75,2.37,22.66,0.77
2014,3,Tokelau,0.16,18.6,1486.69,70.81,3.06,3.32,2.96,0.15,1.43,0.05
2014,3,Tonga,0.83,101.24,6504,303.02,15.54,16.89,12.57,0.65,6.34,0.21
2014,3,Tuvalu,0.25,24.79,2287.84,106.39,4.31,4.69,4.55,0.23,2.17,0.08
2014,3,Vanuatu,1.51,145.6,9146.69,412.29,21.84,23.74,17.03,0.9,8.8,0.29
2014,4,Cook Islands,1.08,180.92,12612.81,612.9,29.1,31.63,24.93,1.28,12.27,0.43
2014,4,Fiji,3.88,200.27,14957.29,670.84,31.78,34.54,28.14,1.47,14.28,0.47
2014,4,Kiribati,5.42,313.8,33418.89,1484.31,53.92,58.61,63.95,3.28,30.35,1.1
2014,4,Marshall Islands,2.67,182.21,14076.84,679.81,29.79,32.38,28.27,1.42,13.54,0.46
2014,4,Micronesia,12.7,2290.15,151035.01,7942.71,364.88,396.61,316.73,15.59,150.01,5.91
2014,4,Nauru,0.62,22.6,3560.99,146.45,4.74,5.15,6.95,0.35,3.16,0.13
2014,4,Niue,0.12,23.64,1679.24,84.05,3.84,4.18,3.34,0.17,1.67,0.05
2014,4,Palau,3.42,510.99,33921.26,1705.3,80,86.96,68.19,3.39,33.17,3.46
2014,4,Papua New Guinea,35.09,5570.41,352196.02,18572.75,877.53,953.84,737.74,36.36,351.74,12.1
2014,4,Samoa,0.42,32.91,2125.58,92.54,5.09,5.53,4.14,0.21,2.11,0.07
2014,4,Solomon Islands,1.97,330.01,22638.62,1130.21,52.86,57.45,46.79,2.31,22.31,0.76
2014,4,Tokelau,0.24,34.7,2622.18,116.81,5.54,6.02,4.78,0.26,2.42,0.09
2014,4,Tonga,0.53,77.24,5202.54,236.89,11.88,12.92,9.72,0.51,5.02,0.16
2014,4,Tuvalu,0.15,18.12,2018.91,89.28,3.3,3.59,3.76,0.19,1.73,0.07
2014,4,Vanuatu,1.7,168.83,10613.18,463.05,25.18,27.37,19.47,1.04,10.15,0.33
2014,5,Cook Islands,0.9,141.47,10845.91,523.38,23.74,25.8,21.8,1.1,10.74,0.36
2014,5,Fiji,3.86,183.02,15918.13,721.25,31.13,33.84,30.92,1.57,15.32,0.51
2014,5,Kiribati,5.29,219.99,33448.7,1465.72,45.08,49,65.35,3.29,30.45,1.11
2014,5,Marshall Islands,1.96,124.28,11187.28,493.69,20.73,22.53,21.54,1.1,10.44,0.36
2014,5,Micronesia,11.48,2307.05,148076.88,7834.75,365.59,397.39,311.89,15.33,148.71,7.89
2014,5,Nauru,0.99,35.17,4697.47,198.6,6.87,7.47,9.25,0.47,4.32,0.16
2014,5,Niue,0.29,31.6,2796.11,132.09,5.56,6.05,5.56,0.28,2.74,0.09
2014,5,Palau,3.26,600.02,38177.43,1991.86,94.21,102.4,79.46,3.91,37.87,1.27
2014,5,Papua New Guinea,40.27,5698.26,357564.15,18857.99,894.33,972.1,750.67,36.89,360.61,21.74
2014,5,Samoa,0.11,13.38,1108.37,51.18,2.23,2.42,2.23,0.11,1.07,0.04
2014,5,Solomon Islands,2.5,325.99,22678.29,1107.19,52.06,56.59,46.51,2.29,22.28,0.76
2014,5,Tokelau,0.18,13.98,1626,74.64,2.57,2.8,3.14,0.16,1.5,0.05
2014,5,Tonga,0.57,69.62,5749.17,265.52,11.75,12.78,11.31,0.57,5.59,0.19
2014,5,Tuvalu,0.25,24.8,2785.04,123.2,4.59,4.99,5.46,0.28,2.61,0.09
2014,5,Vanuatu,2.28,148.41,10182.92,444.73,22.62,24.58,18.57,0.98,9.67,0.31
2014,6,Cook Islands,0.8,150.63,10259.95,521.75,24.47,26.6,21.22,1.05,10.32,0.34
2014,6,Fiji,3.09,168.08,16755.53,741,30.25,32.88,32.63,1.64,16.04,0.54
2014,6,Kiribati,5.56,249.87,34669.26,1530.68,49.32,53.61,69.07,3.41,31.86,1.17
2014,6,Marshall Islands,2.17,167.27,13676.82,634.11,27.35,29.73,26.84,1.35,12.93,0.44
2014,6,Micronesia,11.59,2281.93,149779.51,7851.71,362.85,394.4,314.36,15.46,152.13,15
2014,6,Nauru,0.71,24.21,3668.46,157.21,4.98,5.42,7.24,0.37,3.36,0.12
2014,6,Niue,0.17,28.86,2170.24,107.45,4.84,5.26,4.39,0.22,2.17,0.07
2014,6,Palau,2.58,516.17,33876.67,1719.42,81.19,88.25,70.47,3.46,36.15,8.7
2014,6,Papua New Guinea,35.08,5580.84,357368.29,18555.21,876.4,952.61,745.27,36.64,368.13,50.73
2014,6,Samoa,0.1,12.03,959.36,45.47,1.98,2.15,1.91,0.1,0.93,0.03
2014,6,Solomon Islands,2.31,286.84,20830.88,1017.99,46.36,50.39,42.82,2.1,20.48,0.7
2014,6,Tokelau,0.14,15.8,1567.59,72.8,2.79,3.03,3.08,0.16,1.48,0.05
2014,6,Tonga,0.77,68.4,6647.08,299.84,12.38,13.46,13.18,0.66,6.47,0.22
2014,6,Tuvalu,0.48,27.04,2769.28,120.15,4.74,5.16,5.35,0.27,2.55,0.09
