year,month,Country,BC,SOX,CO2,NOx,PM2.5,PM10,NMVOC,N2O,CO,CH4
2021,10,Marshall Islands,2.32,136.29,11472.84,560.35,23.25,25.27,23.84,1.21,12.54,1.58
2021,10,Micronesia,11.74,2269.75,171440.96,8210.95,375.98,408.67,361.15,17.77,199.92,101.83
2021,10,Nauru,0.58,46.4,4970.04,219.56,8.56,9.31,10.11,0.5,4.89,0.17
2021,10,Niue,0.09,20.72,1337.49,63.93,3.34,3.63,2.8,0.14,1.35,0.05
2021,10,Palau,4.7,731.74,49631.32,2502.32,118.14,128.41,105.87,5.18,55.89,18.57
2021,10,Papua New Guinea,37.63,6243.63,456736.55,22023.43,1028.69,1118.14,968.59,47.4,536.59,278.14
2021,10,Samoa,0.2,10.69,869.89,36.48,1.8,1.96,1.82,0.09,0.88,0.03
2021,10,Solomon Islands,2.52,338.35,23420.98,1165.89,55.57,60.4,50.14,2.46,23.75,0.84
2021,10,Tokelau,0.2,33.55,2293.32,116.94,5.51,5.99,4.88,0.24,2.32,0.08
2021,10,Tonga,0.34,43.47,3065.12,138.52,7.04,7.65,6.27,0.31,3.04,0.1
2021,10,Tuvalu,0.65,46.64,4029.55,184.07,7.99,8.69,8.15,0.41,3.93,0.14
2021,10,Vanuatu,0.76,52.22,3941.63,188.02,8.7,9.46,8.33,0.41,3.97,0.14
2021,11,Cook Islands,0.88,112.48,8213.66,404.42,18.36,19.96,16.66,0.83,8.06,0.27
2021,11,Fiji,2.74,155.43,12656.5,573.92,25.7,27.94,25.25,1.27,12.41,0.42
2021,11,Kiribati,3.48,302.91,23661.23,1158.42,50.33,54.7,48.93,2.42,23.12,0.8
2021,11,Marshall Islands,3.08,168.31,13548.94,625.72,28.02,30.45,27.32,1.38,13.05,0.45
2021,11,Micronesia,13.31,2451.3,180596.63,8637.09,401.53,436.45,377.32,18.56,205.25,95.52
2021,11,Nauru,0.63,29.92,4079.42,172.41,5.95,6.46,8.19,0.41,3.93,0.14
2021,11,Niue,0.11,20.62,1491.1,72.03,3.35,3.64,2.99,0.15,1.45,0.05
2021,11,Palau,3.57,612.22,42833.17,2097.34,98.87,107.47,90.11,4.43,49.41,21.01
2021,11,Papua New Guinea,34.59,5971.07,441613.17,21089.49,981.33,1066.67,927.86,45.51,514.28,270.4
2021,11,Samoa,0.35,21.78,1638.65,74.82,3.59,3.9,3.39,0.17,1.64,0.06
2021,11,Solomon Islands,2.86,335.04,22934.62,1140.15,54.72,59.48,48.99,2.4,23.12,0.79
2021,11,Tokelau,0.13,12.31,980.72,45.98,2.03,2.2,1.96,0.1,0.95,0.03
2021,11,Tonga,0.27,38.74,2813.5,128.41,6.29,6.84,5.63,0.29,2.78,0.09
2021,11,Tuvalu,0.82,44.24,5060.69,210.22,8.15,8.86,9.91,0.5,4.75,0.17
2021,11,Vanuatu,1.12,68.22,5378.5,253.32,11.4,12.39,11.26,0.55,5.37,0.19
2021,12,Cook Islands,0.69,110.24,7560.4,364.4,17.73,19.27,15.62,0.78,7.56,0.37
2021,12,Fiji,3.34,192.55,15165.63,655.08,27.21,29.57,28,1.46,13.42,0.46
2021,12,Kiribati,3.79,326.4,26178.85,1233.81,54.36,59.08,54.15,2.69,25.68,1.41
2021,12,Marshall Islands,3.88,185.48,17002.9,791.04,31.9,34.67,34.83,1.75,19,6.03
2021,12,Micronesia,11.4,2242.35,169887.19,7958.51,368.06,400.07,354.28,17.42,200.58,114.98
2021,12,Nauru,0.59,36.33,4532.44,190.67,6.95,7.56,8.93,0.45,4.35,0.15
2021,12,Niue,0.09,19.07,1251.44,59.52,3.06,3.33,2.57,0.13,1.25,0.04
2021,12,Palau,3.64,656.79,45024.74,2200.57,104.48,113.57,92.86,4.59,49.2,16.57
2021,12,Papua New Guinea,36.94,5749.79,424567.23,20330.58,940.55,1022.34,889.59,43.77,499.34,261.28
2021,12,Samoa,0.49,21.95,1727.26,77.15,3.66,3.98,3.58,0.18,1.71,0.06
2021,12,Solomon Islands,3.03,320.38,23468.3,1123.53,52.97,57.58,49.54,2.44,23.6,1.46
2021,12,Tokelau,0.13,20.89,1417.37,68.94,3.4,3.7,2.98,0.15,1.43,0.05
2021,12,Tonga,0.27,41.6,2801.24,125.59,6.65,7.22,5.69,0.29,2.79,0.09
2021,12,Tuvalu,0.54,55.76,4210.52,167.13,6.46,7.02,7,0.39,3.24,0.12
2021,12,Vanuatu,1.1,61.21,4998.27,230.23,10.36,11.26,10.52,0.51,5.02,0.17
2022,1,Cook Islands,0.76,122.06,8373.42,409.01,19.71,21.43,17.59,0.86,8.43,0.29
2022,1,Fiji,3.92,138.38,11970.54,532.59,23.3,25.33,23.99,1.19,11.66,0.4
2022,1,Kiribati,4.42,363.53,31393.71,1485.85,62.76,68.22,65.48,3.24,32.51,5.49
2022,1,Marshall Islands,5.47,208.73,18244.01,853.71,35.8,38.91,37.87,1.88,19.82,5.43
2022,1,Micronesia,13.16,2359.58,173342.93,8296.67,383.17,416.49,361.04,17.79,201.8,101.51
2022,1,Nauru,0.53,51.84,4790.28,217.21,9.02,9.81,9.69,0.48,4.74,0.29
2022,1,Niue,0.05,12,795.65,37.62,1.91,2.08,1.64,0.08,0.78,0.03
2022,1,Palau,2.86,549.52,37721.46,1831.84,87.56,95.18,78.59,3.85,42.75,17.57
2022,1,Papua New Guinea,34.24,5666.14,418156.65,19982.23,925.05,1005.49,872.97,42.96,487.8,249.37
2022,1,Samoa,0.53,16.5,1397.81,61.93,2.79,3.03,2.84,0.14,1.36,0.05
2022,1,Solomon Islands,2.42,246.72,18096.96,877.41,40.71,44.25,38.19,1.88,18.52,2.02
2022,1,Tokelau,0.12,19.59,1624.31,77.89,3.39,3.68,3.38,0.17,1.59,0.06
2022,1,Tonga,0.68,35.07,2895.09,123.42,5.75,6.25,5.78,0.29,2.82,0.1
2022,1,Tuvalu,0.69,37.96,3351.93,149.83,6.5,7.06,6.76,0.34,3.25,0.11
2022,1,Vanuatu,0.64,52.82,4159.9,195.9,8.8,9.56,8.53,0.42,4.11,0.14
2022,2,Cook Islands,0.62,112.65,7570.12,369.85,18.1,19.67,15.63,0.78,7.49,0.25
2022,2,Fiji,3.5,148.94,12497.14,558.25,24.71,26.86,25.1,1.24,12.16,0.42
2022,2,Kiribati,2.99,255.78,21306.36,995.52,43.16,46.91,43.49,2.16,20.8,1.3
2022,2,Marshall Islands,3.67,166.86,14561.23,677.65,28.34,30.8,29.62,1.5,15.38,2.26
2022,2,Micronesia,8.7,1874.56,142657.15,6629.25,305.03,331.55,295.26,14.51,170.16,103.87
2022,2,Nauru,0.59,42.27,4683.42,204.21,7.86,8.54,9.52,0.47,4.57,0.16
2022,2,Niue,0.1,21.94,1441.43,72.95,3.53,3.83,3.01,0.15,1.46,0.05
2022,2,Palau,2.49,515.5,34832.37,1707.62,81.54,88.63,72.65,3.55,39.48,16.53
2022,2,Papua New Guinea,28.51,4844.87,357957.51,17042.07,788.71,857.29,748.05,36.73,422.67,227.6
2022,2,Samoa,0.62,21.95,1859.17,84.13,3.74,4.06,3.86,0.19,1.81,0.06
2022,2,Solomon Islands,2.73,242.57,18245.52,868.68,40.31,43.81,38.46,1.89,18.11,0.63
2022,2,Tokelau,0.33,24.22,1924.65,90.44,3.98,4.32,3.83,0.19,1.79,0.06
2022,2,Tonga,2.57,61.86,4496.88,191.73,10.03,10.9,9.41,0.46,4.53,0.16
2022,2,Tuvalu,0.55,37.95,3595.25,159.62,6.69,7.27,7.27,0.37,3.47,0.12
2022,2,Vanuatu,0.92,62.18,4762.31,217.82,10.14,11.02,9.85,0.48,4.71,0.16
2022,3,Cook Islands,1.11,183.59,12005.24,535.25,23.57,25.62,21.67,1.17,10.21,0.35
2022,3,Fiji,2.87,140.86,11865.04,536.96,23.52,25.57,23.58,1.18,11.5,0.39
2022,3,Kiribati,3.37,354.6,26519.13,1206.78,55.5,60.33,52.27,2.66,25.27,0.95
2022,3,Marshall Islands,3.54,151.84,12860.9,590.75,25.65,27.88,26.14,1.3,12.4,0.43
2022,3,Micronesia,11.11,2195.55,168597.97,7923.3,361.26,392.67,353.71,17.38,203.39,120.28
2022,3,Nauru,0.69,55.98,5903.21,255.05,10.18,11.06,11.96,0.59,5.74,0.2
2022,3,Niue,0.21,42.65,2651.03,107.03,4.11,4.47,3.99,0.24,1.82,0.06
2022,3,Palau,2.69,532.07,36504,1770.61,85.12,92.52,76.31,3.75,41.19,16
2022,3,Papua New Guinea,31.44,5320.95,399783.93,18897.14,873.4,949.34,839.51,41.18,479.8,276.86
2022,3,Samoa,0.38,14.73,1160.02,51.59,2.44,2.65,2.35,0.12,1.14,0.04
2022,3,Solomon Islands,2.98,310.11,23483.39,1139.17,51.86,56.37,49.64,2.44,23.47,1.07
2022,3,Tokelau,0.35,20.35,1826.85,84.79,3.57,3.88,3.8,0.19,1.77,0.06
2022,3,Tonga,0.78,68.94,4437.65,186.41,9.63,10.47,8.25,0.44,4.04,0.14
2022,3,Tuvalu,0.57,50.07,4518,201.49,8.74,9.51,9.23,0.46,4.43,0.15
2022,3,Vanuatu,1.07,58.53,4362.34,207.1,9.73,10.58,9.14,0.45,4.39,0.15
2022,4,Cook Islands,1.96,165.16,13336.24,620.09,27.4,29.79,26.58,1.34,13.03,0.44
2022,4,Fiji,3.76,164.42,15155.81,680.19,28.19,30.65,30.23,1.51,14.68,0.5
2022,4,Kiribati,3.15,329.83,27921.88,1297.47,56.25,61.14,57.29,2.85,27.64,1.98
2022,4,Marshall Islands,3.53,163.17,13905.14,630.9,27.38,29.76,27.96,1.4,13.46,0.86
2022,4,Micronesia,10.37,1990.65,153775.64,7175.79,327.23,355.68,317.37,15.67,178.3,96.27
2022,4,Nauru,0.7,32.72,4524.83,188.16,6.52,7.08,8.92,0.45,4.28,0.15
2022,4,Niue,0.31,28.31,2032.15,96.23,4.52,4.92,4.02,0.2,2,0.07
2022,4,Palau,3.74,701.79,48363.21,2351.09,112.23,121.98,100.58,4.95,53.85,20.32
2022,4,Papua New Guinea,33.24,5244.9,399003.36,18670.13,859.69,934.45,826.88,40.71,467.12,256.07
2022,4,Samoa,0.44,19.14,1553.12,68.68,3.19,3.47,3.15,0.16,1.51,0.05
2022,4,Solomon Islands,2.35,289.39,20776.58,1020.48,47.5,51.63,43.72,2.15,20.73,0.71
2022,4,Tokelau,0.4,23.46,1979.19,91.48,3.98,4.32,4.06,0.2,1.9,0.07
2022,4,Tonga,0.91,57.42,4523.37,210.15,9.41,10.23,8.97,0.45,4.4,0.15
2022,4,Tuvalu,0.43,32.78,2988.83,134.7,5.71,6.21,6.06,0.3,2.9,0.1
2022,4,Vanuatu,1.12,60.7,4878.21,223.85,10.12,11,10.05,0.49,4.86,0.17
2022,5,Cook Islands,3.91,185.83,33516.49,1312.36,40.36,43.87,63.56,3.25,31.84,1.86
2022,5,Fiji,3.87,151.26,22411.85,913.62,30.53,33.18,43.39,2.2,21.58,0.74
2022,5,Kiribati,3.64,367.83,32481.17,1472.03,62.52,67.95,64.97,3.26,31.29,1.56
2022,5,Marshall Islands,2.04,143.68,13662.77,620.4,24.94,27.11,27.42,1.39,13.32,0.69
2022,5,Micronesia,10.46,2320.76,170067.94,8075.56,377.24,410.04,352.75,17.39,194.68,95.26
2022,5,Nauru,0.33,35.56,2990.97,132.7,5.93,6.44,5.99,0.3,2.86,0.1
2022,5,Niue,0.16,18.64,1815.56,80.18,3.31,3.6,3.66,0.18,1.8,0.06
2022,5,Palau,3.36,619.72,42660.72,2081.78,98.97,107.58,89.24,4.38,47.95,18.33
2022,5,Papua New Guinea,34.35,5911.63,438938.52,20793.22,963.69,1047.49,907.97,44.82,501.87,240.29
2022,5,Samoa,0.27,13.34,1623.82,67.1,2.5,2.72,3.18,0.16,1.58,0.05
2022,5,Solomon Islands,2.55,321.51,24011.38,1153.34,53.46,58.11,50.48,2.49,24.11,0.82
2022,5,Tokelau,0.36,24.09,3592.3,143.76,4.79,5.2,6.67,0.34,3.3,0.55
2022,5,Tonga,0.43,34.9,3801.15,156.8,6.26,6.81,7.3,0.38,3.68,0.12
2022,5,Tuvalu,0.37,39.85,3574.97,157.26,6.76,7.35,6.83,0.35,3.32,0.71
2022,5,Vanuatu,0.99,61.51,6362.19,272.58,10.91,11.86,12.57,0.63,6.23,0.21
2022,6,Cook Islands,4.5,166.38,35304.82,1351.78,39.14,42.54,68.11,3.46,34.8,3.92
2022,6,Fiji,4.6,148.05,27959.38,1088.7,32.91,35.78,53.79,2.74,27.82,4.03
2022,6,Kiribati,3.52,312.45,28279.8,1269.69,53.66,58.33,57.07,2.85,27.56,0.95
2022,6,Marshall Islands,1.71,140.14,12219.36,552.12,23.69,25.75,24.55,1.24,12.13,0.64
2022,6,Micronesia,11.03,2317.5,168799.04,8058.49,377.55,410.38,352.81,17.38,193.35,88.63
2022,6,Nauru,0.36,33.99,2776.04,128.08,5.65,6.14,5.68,0.28,2.7,0.09
2022,6,Niue,0.24,29.32,2558.18,114.48,4.94,5.36,5,0.25,2.49,0.08
2022,6,Palau,3.83,580.33,39137.21,1900.39,92.55,100.6,81.61,4,42.43,13.38
2022,6,Papua New Guinea,32.42,5663.2,411768.59,19548.91,919.84,999.83,855.12,42.12,462.79,195.62
2022,6,Samoa,0.25,13.14,1796.52,71.13,2.59,2.81,3.54,0.18,1.75,0.06
2022,6,Solomon Islands,3.15,331.41,24806.6,1185.46,54.94,59.71,51.96,2.56,24.76,0.85
2022,6,Tokelau,0.18,15.82,1779.62,76.52,2.93,3.18,3.59,0.18,1.74,0.06
2022,6,Tonga,0.63,56.56,6051.67,246.44,10.03,10.91,11.81,0.6,6.79,3.06
2022,6,Tuvalu,0.33,33.58,2896.63,129.66,5.67,6.16,5.71,0.29,2.78,0.09
2022,6,Vanuatu,1.09,52.16,6922.19,288.29,10.17,11.06,13.8,0.69,6.78,0.23
2022,7,Cook Islands,4.74,168.44,33700.59,1308.73,38.58,41.93,65.2,3.31,32.82,2.45
2022,7,Fiji,5.59,152.72,30069.57,1165.1,34.66,37.67,57.86,2.95,29.91,4.1
2022,7,Kiribati,3.52,272.05,24718.43,1094.79,46.66,50.71,49.87,2.48,24.11,0.83
2022,7,Marshall Islands,1.54,124.18,10472.97,474.94,20.57,22.35,20.62,1.04,9.99,0.34
2022,7,Micronesia,11.58,2096.04,157249.86,7413.5,343.22,373.07,327.57,16.16,182.94,93.87
2022,7,Nauru,0.71,28.45,2903.04,139.62,5.15,5.59,6.22,0.3,2.81,0.1
2022,7,Niue,0.43,28.06,2813.11,119.86,4.94,5.37,5.68,0.28,3.35,1.85
2022,7,Palau,3.19,607.33,43144.47,2066.07,97.16,105.61,87.94,4.35,46.38,16.75
2022,7,Papua New Guinea,34.74,5362.42,398417.21,18766.35,875.31,951.42,831.4,40.8,464.37,236.65
2022,7,Samoa,0.22,15.7,1380.73,59.1,2.66,2.89,2.78,0.14,1.35,0.05
2022,7,Solomon Islands,3.07,309.52,23374.17,1108.88,51.33,55.8,49.25,2.42,24.26,3.52
2022,7,Tokelau,0.24,25.54,2224.69,102.15,4.33,4.71,4.5,0.22,2.17,0.07
2022,7,Tonga,0.78,58.4,5656.3,237.24,10.15,11.04,11.19,0.57,6.13,1.99
2022,7,Tuvalu,0.33,31.12,2764.52,127.64,5.26,5.71,5.43,0.28,2.65,0.09
2022,7,Vanuatu,1.78,58.14,12319.52,472.66,13.74,14.94,24.28,1.22,12.83,3.05
2022,8,Cook Islands,3.48,159.41,26551.52,1054.77,33.6,36.52,51.76,2.61,26.13,2.56
2022,8,Fiji,6.14,184.2,33351.9,1296.26,40.01,43.48,63.21,3.25,31.94,1.08
2022,8,Kiribati,3.81,319.5,30822.83,1395.92,56.01,60.88,62.24,3.1,30.02,1.03
2022,8,Marshall Islands,2.41,143.08,11483,541.67,23.72,25.78,23.23,1.16,11.1,0.38
2022,8,Micronesia,12,2319.21,173971.59,8257.45,379.13,412.09,364.59,17.95,204.59,108.24
2022,8,Nauru,0.4,23.83,2257.72,105.83,4.19,4.55,4.69,0.23,2.18,0.08
2022,8,Niue,0.2,20.41,2114.46,90.48,3.65,3.96,4.17,0.21,2.09,0.07
2022,8,Palau,2.81,574.08,39793.96,1933.28,91.92,99.91,83.75,4.11,47.13,22.36
2022,8,Papua New Guinea,35.52,5655.17,418278.85,19786.68,920.9,1000.98,873.88,42.94,489.48,248.75
2022,8,Samoa,0.29,13.98,1780.39,71.27,2.66,2.89,3.47,0.18,1.73,0.06
2022,8,Solomon Islands,2.62,309.12,22276.26,1078.56,50.01,54.36,46.74,2.29,23.28,4.9
2022,8,Tokelau,0.26,17.93,2065.21,87.96,3.29,3.58,4.08,0.2,1.98,0.07
2022,8,Tonga,0.79,46.33,5023.72,208.71,8.39,9.12,9.84,0.5,4.92,0.17
2022,8,Tuvalu,0.31,29.07,2464.01,107.58,4.86,5.28,4.84,0.25,2.37,0.08
2022,8,Vanuatu,2.32,89.5,15339.47,609.87,19.26,20.94,29.89,1.52,14.85,0.51
2022,9,Cook Islands,2.83,132.27,20204.59,814.69,26.8,29.13,39.13,1.98,19.41,0.66
2022,9,Fiji,6.32,192.22,34847.16,1360.47,42.07,45.73,66.88,3.42,33.48,1.14
2022,9,Kiribati,3.35,302.67,27715.56,1249.52,50.76,55.18,55.58,2.76,27.39,4.3
2022,9,Marshall Islands,1.69,109.44,10067.99,449.75,18.63,20.25,20.21,1.02,10.37,1.94
2022,9,Micronesia,13.04,2109.33,159309.29,7448.48,345.01,375.01,330.78,16.29,183.47,93.76
2022,9,Nauru,0.71,26.43,2500,121.38,4.68,5.09,5.22,0.26,2.4,0.09
2022,9,Niue,0.22,26.5,2642.89,113.12,4.7,5.11,5.2,0.27,2.6,0.09
2022,9,Palau,3.37,632.03,47870.2,2246.49,102.31,111.21,96.96,4.8,54.71,29.74
2022,9,Papua New Guinea,31.64,5421.42,400336.51,18900.18,881.72,958.39,834.78,40.99,468.45,240.96
2022,9,Samoa,0.35,17.76,1900.22,80.32,3.19,3.47,3.78,0.19,1.85,0.06
2022,9,Solomon Islands,2.72,307.83,23064.25,1097.16,50.1,54.46,47.9,2.36,22.68,0.78
2022,9,Tokelau,0.26,23.78,2016.97,91.8,3.94,4.28,4.01,0.2,1.94,0.07
2022,9,Tonga,0.6,56.3,5301.35,226.9,9.81,10.66,10.44,0.53,5.19,0.17
2022,9,Tuvalu,0.45,33.27,2929.47,134.91,5.7,6.19,5.99,0.3,2.89,0.1
2022,9,Vanuatu,1.91,67.32,13187.15,516.44,15.41,16.75,25.72,1.3,12.76,0.44
2022,10,Cook Islands,2.22,193.72,16616.6,687.25,31.85,34.62,31.52,1.65,16.02,0.53
2022,10,Fiji,6.86,245.26,36257.93,1389.57,48.07,52.25,67.26,3.51,34.63,1.16
2022,10,Kiribati,4.76,478.39,39194.78,1712.28,78.84,85.7,77.16,3.94,38.11,1.87
2022,10,Marshall Islands,2.2,152.8,13516.38,608.94,25.71,27.95,26.98,1.36,13.64,2.01
2022,10,Micronesia,12.34,2266.45,173843.07,8048,371.4,403.7,357.09,17.63,200.97,112.87
2022,10,Nauru,0.41,22.49,2494.92,107.77,4.08,4.44,4.98,0.25,2.35,0.08
2022,10,Niue,0.5,55,3952.67,162.16,8.51,9.25,7.15,0.39,3.79,0.12
2022,10,Palau,2.65,578.14,44298.21,2074.59,94.04,102.22,91.94,4.5,54.94,37.44
2022,10,Papua New Guinea,34.32,5790.26,431282.71,20180.19,943.52,1025.56,894.31,43.99,502.99,269.73
2022,10,Samoa,0.48,20.44,1706.3,64.14,3.23,3.52,3.02,0.16,1.62,0.05
2022,10,Solomon Islands,3.02,353.09,26627.42,1266.56,58.32,63.39,55.33,2.73,26.46,0.9
2022,10,Tokelau,0.27,19.74,1846.4,77.28,3.36,3.65,3.5,0.18,1.78,0.06
2022,10,Tonga,0.99,89.13,7169.77,289.02,14.28,15.52,13.13,0.7,6.89,0.22
2022,10,Tuvalu,0.6,33.62,3991.31,167.42,6.28,6.83,7.94,0.4,3.89,0.13
2022,10,Vanuatu,2.51,70.84,15772.03,602.41,17.02,18.5,30.29,1.54,15.14,0.52
2022,11,Cook Islands,1.38,137.92,13030.01,565.49,23.9,25.98,25.84,1.3,12.81,0.43
2022,11,Fiji,3.65,214.11,22967.27,990.71,38.73,42.1,45.01,2.29,22.43,0.76
2022,11,Kiribati,4.44,403.35,34614.46,1550.37,68.24,74.18,70.04,3.5,34.54,3.69
2022,11,Marshall Islands,2.51,163.72,14959.71,645.73,27.71,30.12,30.05,1.5,16.13,6.64
2022,11,Micronesia,13.62,2287.33,174006.74,8069.2,373.89,406.4,357.76,17.7,198.7,99.84
2022,11,Nauru,0.57,30.37,3248.42,141.44,5.5,5.98,6.79,0.33,3.72,1.73
2022,11,Niue,0.18,26.04,2107.99,93.55,4.33,4.7,4.19,0.21,2.12,0.07
2022,11,Palau,2.94,588.08,39615.35,1937.55,93.2,101.3,82.21,4.02,42.75,13.33
2022,11,Papua New Guinea,33.45,5734.42,422641.76,19741.01,930.24,1011.13,868.85,42.94,482.3,236.49
2022,11,Samoa,0.39,18.07,1678.59,72.56,3.11,3.38,3.34,0.17,1.64,0.06
2022,11,Solomon Islands,3.98,390.26,30680.68,1459.97,65.4,71.09,63.9,3.15,30.56,1.04
2022,11,Tokelau,0.31,24.18,2245.85,96.91,4.13,4.49,4.38,0.22,2.18,0.07
2022,11,Tonga,0.67,58.84,5337.9,230.45,10.09,10.97,10.5,0.54,5.25,0.18
2022,11,Tuvalu,0.92,59.65,6798.87,283.55,11.1,12.07,13.63,0.69,6.62,0.23
2022,11,Vanuatu,2.7,92.26,16046.83,606.77,19.67,21.38,30.49,1.57,15.41,0.52
2022,12,Cook Islands,1.56,220.42,16466.59,776.6,36.3,39.46,33.99,1.69,16.45,0.56
2022,12,Fiji,3.53,225.52,20133.21,882.56,38.23,41.55,39.57,2.02,19.51,0.66
2022,12,Kiribati,4.59,405.87,34043.57,1559.29,66.3,72.07,67.79,3.42,32.93,1.73
2022,12,Marshall Islands,2.71,230.85,17549.77,808.14,36.4,39.57,34.69,1.76,16.95,1.08
2022,12,Micronesia,14.45,2339.96,178040.42,8240.95,381.89,415.1,367.89,18.1,205.95,107.65
2022,12,Nauru,0.55,33.78,3595.11,169.2,6.16,6.7,7.5,0.38,3.82,0.42
2022,12,Niue,0.17,35.47,2471.1,124.47,5.68,6.18,5.17,0.26,2.94,0.45
2022,12,Palau,2.75,525.53,36505.6,1737.3,83.32,90.56,75.39,3.68,41.11,16.76
2022,12,Papua New Guinea,34.18,5691.5,416994.54,19548.4,923.2,1003.47,867.28,42.51,484.13,246.17
2022,12,Samoa,0.61,20.41,1841.44,79.7,3.5,3.81,3.81,0.19,1.81,0.06
2022,12,Solomon Islands,4.15,337.71,28295.27,1295.47,55.87,60.73,57.51,2.87,27.42,0.94
2022,12,Tokelau,0.21,23.97,2033.8,94.35,4.08,4.44,4.17,0.21,1.99,0.07
2022,12,Tonga,0.71,70.26,5450.65,254.73,11.56,12.56,11.14,0.57,5.89,0.59
2022,12,Tuvalu,0.67,41,4951.95,212.12,5.95,6.47,9.01,0.49,5.25,0.99
2022,12,Vanuatu,3.68,131.89,19498.19,727.86,25.29,27.48,36.73,1.91,18.47,0.63
2023,1,Cook Islands,1.08,140.29,10091.89,452.48,22.33,24.27,19.84,1.01,10.43,2.11
2023,1,Fiji,3.11,174.8,16529.42,719.7,30.3,32.94,33.01,1.66,16.03,0.55
2023,1,Kiribati,4.75,419.23,34294.2,1578.21,70.04,76.13,69.51,3.47,34.8,6.17
2023,1,Marshall Islands,3.6,275.82,21552.37,1019.42,45.16,49.09,44.05,2.19,22.07,3.2
2023,1,Micronesia,12.62,2075.43,164479.26,7523.02,340.09,369.66,336.48,16.61,191.49,108.79
2023,1,Nauru,0.42,22.01,2687.47,116.16,4.17,4.53,5.54,0.27,2.85,1.08
2023,1,Niue,0.22,28.46,1801.04,77.38,4.28,4.65,3.3,0.17,1.74,0.06
2023,1,Palau,2.97,512.29,35219.1,1680.37,80.77,87.79,72.95,3.55,40.2,18.07
2023,1,Papua New Guinea,33.08,5259.57,397758.33,18464.46,855.82,930.24,818.27,40.3,460.01,238.59
2023,1,Samoa,0.82,14.1,1823.04,74.09,2.72,2.96,3.83,0.18,1.8,0.06
2023,1,Solomon Islands,4.05,298.17,26144.73,1182.59,50.99,55.42,53.68,2.65,25.64,0.88
2023,1,Tokelau,0.11,19.25,1529.33,69.91,3.17,3.45,3.11,0.15,1.64,0.57
2023,1,Tonga,0.7,69.48,4801.68,206.46,10.88,11.82,9.27,0.48,4.68,0.16
2023,1,Tuvalu,0.48,26.68,3308.84,138.64,5.02,5.46,6.54,0.33,3.6,1.71
2023,1,Vanuatu,3.23,133.69,17063.44,637.86,25.13,27.31,32.83,1.67,16.53,0.56
2023,2,Cook Islands,1.43,141.01,12833.82,564.32,23.93,26.01,25.2,1.28,12.84,2.36
2023,2,Fiji,4.03,278.01,21708.46,902.61,44.62,48.5,40.9,2.16,20.93,0.7
2023,2,Kiribati,4.31,375.44,31054.33,1401.37,62.19,67.6,62.16,3.12,30.39,2.24
2023,2,Marshall Islands,1.9,138.77,11535.6,513.12,22.82,24.8,23.09,1.15,10.87,0.38
2023,2,Micronesia,10.9,1848.82,144621.31,6571.11,301.31,327.52,298.93,14.63,172.79,105.11
2023,2,Nauru,0.29,20.65,2059.95,92,3.64,3.95,4.13,0.21,1.94,0.07
2023,2,Niue,0.1,20.64,1284.83,64.73,3.23,3.51,2.61,0.13,1.29,0.04
2023,2,Palau,2.32,448.17,31768.39,1475.55,70.87,77.03,64.76,3.16,35.72,18.52
2023,2,Papua New Guinea,32.24,4802.35,366307.71,16799.53,783.95,852.12,760.05,37.1,430.68,242.7
2023,2,Samoa,0.67,22.22,1860.87,74.28,3.64,3.96,3.58,0.18,1.82,0.06
2023,2,Solomon Islands,3.55,268.62,22664.24,1023.89,45.54,49.5,46.69,2.29,22.3,0.8
2023,2,Tokelau,0.22,29.22,2279.93,102.68,4.75,5.16,4.45,0.23,2.37,0.69
2023,2,Tonga,0.92,113.8,7436.68,314.5,17.73,19.28,14.02,0.75,7.35,0.24
2023,2,Tuvalu,0.54,40.74,3357.95,144.57,6.64,7.21,6.26,0.33,3.15,0.11
2023,2,Vanuatu,2.6,115.79,14683.88,550.23,21.77,23.66,28.19,1.45,14.18,0.48
2023,3,Cook Islands,2.57,185.92,21507.19,889.28,34.35,37.34,42.81,2.13,20.97,0.72
2023,3,Fiji,2.9,172.4,15173.66,664.27,29.05,31.58,30.35,1.5,14.86,0.51
2023,3,Kiribati,4.05,357.98,29543.96,1311.44,58.67,63.78,58.72,2.92,28.57,0.97
2023,3,Marshall Islands,2.17,143.18,13401.75,598.3,24.55,26.69,26.83,1.34,13.19,1.8
2023,3,Micronesia,13.63,2155.55,163119.85,7570.63,350.55,381.04,334.84,16.47,181.44,83.71
2023,3,Nauru,0.35,27.23,2594.66,116.76,4.75,5.16,5.35,0.26,2.45,0.09
2023,3,Niue,0.17,34.02,2102.38,97.07,5.29,5.75,4.22,0.22,2.1,0.07
2023,3,Palau,3.15,577.92,45398.82,2039.47,93.3,101.41,91.72,4.51,55.77,42.53
2023,3,Papua New Guinea,35.18,5598.56,418239.32,19522.12,908.33,987.31,862.52,42.5,482.34,239.91
2023,3,Samoa,0.56,19.66,1783.01,73.55,3.32,3.61,3.49,0.18,1.74,0.06
2023,3,Solomon Islands,3.64,309.78,25654.74,1193.42,52.35,56.91,53.13,2.61,25.17,0.87
2023,3,Tokelau,0.22,26.33,2215.07,95.76,4.35,4.73,4.31,0.22,2.11,0.07
2023,3,Tonga,0.56,60.98,4635.57,201.37,9.87,10.73,9.16,0.46,4.54,0.15
