,year,month,Vessel Type,Country,CO2eq,Vessel
8177,2018,10,Others,Solomon Islands,1791.0,68
8178,2018,10,Others,Tokelau,660.0,12
8179,2018,10,Others,Tonga,2972.0,74
8180,2018,10,Others,Tuvalu,208.0,44
8181,2018,10,Others,Vanuatu,2274.0,91
8182,2018,10,Passenger,Cook Islands,3037.0,6
8183,2018,10,Passenger,Fiji,7214.0,22
8184,2018,10,Passenger,Kiribati,4267.0,8
8185,2018,10,Passenger,Marshall Islands,126.0,3
8186,2018,10,Passenger,Micronesia,433.0,5
8187,2018,10,Passenger,Niue,437.0,1
8188,2018,10,Passenger,Palau,98.0,4
8189,2018,10,Passenger,Papua New Guinea,4666.0,37
8190,2018,10,Passenger,Samoa,398.0,3
8191,2018,10,Passenger,Solomon Islands,138.0,2
8192,2018,10,Passenger,Tokelau,810.0,3
8193,2018,10,Passenger,Tonga,4194.0,9
8194,2018,10,Passenger,Tuvalu,0.0,1
8195,2018,10,Passenger,Vanuatu,5311.0,12
8196,2018,10,Tanker,Cook Islands,934.0,8
8197,2018,10,Tanker,Fiji,1808.0,14
8198,2018,10,Tanker,Kiribati,4243.0,19
8199,2018,10,Tanker,Marshall Islands,2025.0,14
8200,2018,10,Tanker,Micronesia,39064.0,105
8201,2018,10,Tanker,Nauru,892.0,9
8202,2018,10,Tanker,Niue,199.0,3
8203,2018,10,Tanker,Palau,9388.0,62
8204,2018,10,Tanker,Papua New Guinea,97022.0,174
8205,2018,10,Tanker,Samoa,113.0,2
8206,2018,10,Tanker,Solomon Islands,2695.0,27
8207,2018,10,Tanker,Tokelau,184.0,2
8208,2018,10,Tanker,Tonga,580.0,9
8209,2018,10,Tanker,Tuvalu,319.0,5
8210,2018,10,Tanker,Vanuatu,605.0,9
8211,2018,11,Cargo,Cook Islands,5809.0,33
8212,2018,11,Cargo,Fiji,6899.0,36
8213,2018,11,Cargo,Kiribati,14972.0,107
8214,2018,11,Cargo,Marshall Islands,8698.0,75
8215,2018,11,Cargo,Micronesia,142355.0,818
8216,2018,11,Cargo,Nauru,998.0,21
8217,2018,11,Cargo,Niue,680.0,8
8218,2018,11,Cargo,Palau,38344.0,413
8219,2018,11,Cargo,Papua New Guinea,355941.0,1144
8220,2018,11,Cargo,Samoa,2185.0,21
8221,2018,11,Cargo,Solomon Islands,19413.0,175
8222,2018,11,Cargo,Tokelau,487.0,12
8223,2018,11,Cargo,Tonga,2299.0,19
8224,2018,11,Cargo,Tuvalu,2197.0,29
8225,2018,11,Cargo,Vanuatu,3069.0,31
8226,2018,11,Fishing,Cook Islands,1225.0,29
8227,2018,11,Fishing,Fiji,839.0,122
8228,2018,11,Fishing,Kiribati,13612.0,243
8229,2018,11,Fishing,Marshall Islands,4329.0,146
8230,2018,11,Fishing,Micronesia,10507.0,267
8231,2018,11,Fishing,Nauru,1023.0,42
8232,2018,11,Fishing,Niue,65.0,3
8233,2018,11,Fishing,Palau,403.0,47
8234,2018,11,Fishing,Papua New Guinea,12134.0,198
8235,2018,11,Fishing,Samoa,196.0,21
8236,2018,11,Fishing,Solomon Islands,3632.0,151
8237,2018,11,Fishing,Tokelau,471.0,43
8238,2018,11,Fishing,Tonga,117.0,8
8239,2018,11,Fishing,Tuvalu,2393.0,73
8240,2018,11,Fishing,Vanuatu,1951.0,109
8241,2018,11,Others,Cook Islands,1269.0,30
8242,2018,11,Others,Fiji,3059.0,94
8243,2018,11,Others,Kiribati,1021.0,78
8244,2018,11,Others,Marshall Islands,1486.0,32
8245,2018,11,Others,Micronesia,4540.0,104
8246,2018,11,Others,Nauru,106.0,6
8247,2018,11,Others,Niue,146.0,8
8248,2018,11,Others,Palau,1062.0,34
8249,2018,11,Others,Papua New Guinea,6919.0,144
8250,2018,11,Others,Samoa,426.0,12
8251,2018,11,Others,Solomon Islands,1749.0,66
8252,2018,11,Others,Tokelau,179.0,13
8253,2018,11,Others,Tonga,724.0,23
8254,2018,11,Others,Tuvalu,427.0,74
8255,2018,11,Others,Vanuatu,611.0,28
8256,2018,11,Passenger,Cook Islands,3206.0,10
8257,2018,11,Passenger,Fiji,3617.0,21
8258,2018,11,Passenger,Kiribati,127.0,4
8259,2018,11,Passenger,Marshall Islands,6.0,1
8260,2018,11,Passenger,Micronesia,124.0,3
8261,2018,11,Passenger,Niue,174.0,1
8262,2018,11,Passenger,Palau,46.0,3
8263,2018,11,Passenger,Papua New Guinea,6655.0,38
8264,2018,11,Passenger,Samoa,388.0,6
8265,2018,11,Passenger,Solomon Islands,459.0,4
8266,2018,11,Passenger,Tokelau,287.0,2
8267,2018,11,Passenger,Tonga,981.0,8
8268,2018,11,Passenger,Tuvalu,92.0,1
8269,2018,11,Passenger,Vanuatu,3946.0,13
8270,2018,11,Tanker,Cook Islands,1373.0,9
8271,2018,11,Tanker,Fiji,2113.0,16
8272,2018,11,Tanker,Kiribati,3440.0,18
8273,2018,11,Tanker,Marshall Islands,1020.0,10
8274,2018,11,Tanker,Micronesia,38976.0,111
8275,2018,11,Tanker,Nauru,300.0,7
8276,2018,11,Tanker,Niue,587.0,7
8277,2018,11,Tanker,Palau,9930.0,61
8278,2018,11,Tanker,Papua New Guinea,103819.0,169
8279,2018,11,Tanker,Samoa,135.0,5
8280,2018,11,Tanker,Solomon Islands,3660.0,29
8281,2018,11,Tanker,Tonga,704.0,9
8282,2018,11,Tanker,Tuvalu,335.0,7
8283,2018,11,Tanker,Vanuatu,745.0,11
8284,2018,12,Cargo,Cook Islands,8632.0,36
8285,2018,12,Cargo,Fiji,9312.0,41
8286,2018,12,Cargo,Kiribati,18416.0,102
8287,2018,12,Cargo,Marshall Islands,9907.0,85
8288,2018,12,Cargo,Micronesia,148777.0,831
8289,2018,12,Cargo,Nauru,1405.0,23
8290,2018,12,Cargo,Niue,1083.0,8
8291,2018,12,Cargo,Palau,34943.0,374
8292,2018,12,Cargo,Papua New Guinea,367607.0,1145
8293,2018,12,Cargo,Samoa,1503.0,21
8294,2018,12,Cargo,Solomon Islands,21182.0,185
8295,2018,12,Cargo,Tokelau,1558.0,12
8296,2018,12,Cargo,Tonga,2575.0,21
8297,2018,12,Cargo,Tuvalu,3496.0,38
8298,2018,12,Cargo,Vanuatu,3262.0,31
8299,2018,12,Fishing,Cook Islands,1383.0,27
8300,2018,12,Fishing,Fiji,1054.0,163
8301,2018,12,Fishing,Kiribati,7328.0,197
8302,2018,12,Fishing,Marshall Islands,4420.0,147
8303,2018,12,Fishing,Micronesia,9953.0,253
8304,2018,12,Fishing,Nauru,1264.0,52
8305,2018,12,Fishing,Niue,77.0,7
8306,2018,12,Fishing,Palau,802.0,72
8307,2018,12,Fishing,Papua New Guinea,15816.0,240
8308,2018,12,Fishing,Samoa,205.0,22
8309,2018,12,Fishing,Solomon Islands,4812.0,203
8310,2018,12,Fishing,Tokelau,655.0,32
8311,2018,12,Fishing,Tonga,99.0,10
8312,2018,12,Fishing,Tuvalu,4369.0,113
8313,2018,12,Fishing,Vanuatu,1930.0,126
8314,2018,12,Others,Cook Islands,1954.0,41
8315,2018,12,Others,Fiji,1899.0,54
8316,2018,12,Others,Kiribati,2850.0,70
8317,2018,12,Others,Marshall Islands,1165.0,29
8318,2018,12,Others,Micronesia,4312.0,77
8319,2018,12,Others,Nauru,141.0,7
8320,2018,12,Others,Niue,94.0,9
8321,2018,12,Others,Palau,747.0,35
8322,2018,12,Others,Papua New Guinea,6552.0,152
8323,2018,12,Others,Samoa,511.0,5
8324,2018,12,Others,Solomon Islands,2995.0,51
8325,2018,12,Others,Tokelau,148.0,5
8326,2018,12,Others,Tonga,458.0,15
8327,2018,12,Others,Tuvalu,1659.0,73
8328,2018,12,Others,Vanuatu,721.0,15
8329,2018,12,Passenger,Cook Islands,352.0,3
8330,2018,12,Passenger,Fiji,5273.0,21
8331,2018,12,Passenger,Kiribati,63.0,2
8332,2018,12,Passenger,Marshall Islands,5.0,1
8333,2018,12,Passenger,Micronesia,16.0,1
8334,2018,12,Passenger,Niue,156.0,1
8335,2018,12,Passenger,Palau,25.0,2
8336,2018,12,Passenger,Papua New Guinea,8488.0,34
8337,2018,12,Passenger,Samoa,560.0,5
8338,2018,12,Passenger,Solomon Islands,353.0,4
8339,2018,12,Passenger,Tokelau,175.0,2
8340,2018,12,Passenger,Tonga,854.0,8
8341,2018,12,Passenger,Tuvalu,1.0,1
8342,2018,12,Passenger,Vanuatu,5480.0,16
8343,2018,12,Tanker,Cook Islands,1200.0,9
8344,2018,12,Tanker,Fiji,1976.0,15
8345,2018,12,Tanker,Kiribati,3749.0,19
8346,2018,12,Tanker,Marshall Islands,1812.0,13
8347,2018,12,Tanker,Micronesia,43273.0,108
8348,2018,12,Tanker,Nauru,327.0,6
8349,2018,12,Tanker,Niue,361.0,6
8350,2018,12,Tanker,Palau,9564.0,60
8351,2018,12,Tanker,Papua New Guinea,108261.0,181
8352,2018,12,Tanker,Samoa,55.0,2
8353,2018,12,Tanker,Solomon Islands,4562.0,39
8354,2018,12,Tanker,Tokelau,87.0,1
8355,2018,12,Tanker,Tonga,652.0,9
8356,2018,12,Tanker,Tuvalu,228.0,4
8357,2018,12,Tanker,Vanuatu,786.0,8
8358,2019,1,Cargo,Cook Islands,11035.0,49
8359,2019,1,Cargo,Fiji,8402.0,36
8360,2019,1,Cargo,Kiribati,19808.0,115
8361,2019,1,Cargo,Marshall Islands,10352.0,84
8362,2019,1,Cargo,Micronesia,137236.0,773
8363,2019,1,Cargo,Nauru,1197.0,21
8364,2019,1,Cargo,Niue,1179.0,12
8365,2019,1,Cargo,Palau,36109.0,375
8366,2019,1,Cargo,Papua New Guinea,361488.0,1111
8367,2019,1,Cargo,Samoa,1654.0,20
8368,2019,1,Cargo,Solomon Islands,22751.0,195
8369,2019,1,Cargo,Tokelau,934.0,16
8370,2019,1,Cargo,Tonga,3008.0,22
8371,2019,1,Cargo,Tuvalu,3506.0,35
8372,2019,1,Cargo,Vanuatu,3623.0,33
8373,2019,1,Fishing,Cook Islands,1542.0,24
8374,2019,1,Fishing,Fiji,1094.0,149
8375,2019,1,Fishing,Kiribati,10064.0,206
8376,2019,1,Fishing,Marshall Islands,4530.0,149
8377,2019,1,Fishing,Micronesia,10229.0,262
8378,2019,1,Fishing,Nauru,2249.0,75
8379,2019,1,Fishing,Niue,114.0,6
8380,2019,1,Fishing,Palau,700.0,80
8381,2019,1,Fishing,Papua New Guinea,15966.0,237
8382,2019,1,Fishing,Samoa,219.0,25
8383,2019,1,Fishing,Solomon Islands,3671.0,179
8384,2019,1,Fishing,Tokelau,728.0,31
8385,2019,1,Fishing,Tonga,223.0,18
8386,2019,1,Fishing,Tuvalu,1610.0,69
8387,2019,1,Fishing,Vanuatu,1144.0,114
8388,2019,1,Others,Cook Islands,1640.0,36
8389,2019,1,Others,Fiji,2151.0,45
8390,2019,1,Others,Kiribati,1684.0,118
8391,2019,1,Others,Marshall Islands,409.0,31
8392,2019,1,Others,Micronesia,3273.0,65
8393,2019,1,Others,Nauru,568.0,11
8394,2019,1,Others,Niue,91.0,6
8395,2019,1,Others,Palau,483.0,23
8396,2019,1,Others,Papua New Guinea,3721.0,136
8397,2019,1,Others,Samoa,416.0,7
8398,2019,1,Others,Solomon Islands,1533.0,50
8399,2019,1,Others,Tokelau,112.0,3
8400,2019,1,Others,Tonga,756.0,14
8401,2019,1,Others,Tuvalu,698.0,53
8402,2019,1,Others,Vanuatu,206.0,14
8403,2019,1,Passenger,Cook Islands,1051.0,5
8404,2019,1,Passenger,Fiji,4461.0,19
8405,2019,1,Passenger,Kiribati,687.0,6
8406,2019,1,Passenger,Marshall Islands,8.0,2
8407,2019,1,Passenger,Micronesia,1.0,1
8408,2019,1,Passenger,Niue,87.0,1
8409,2019,1,Passenger,Palau,23.0,2
8410,2019,1,Passenger,Papua New Guinea,2420.0,29
8411,2019,1,Passenger,Samoa,173.0,4
8412,2019,1,Passenger,Solomon Islands,239.0,3
8413,2019,1,Passenger,Tokelau,27.0,1
8414,2019,1,Passenger,Tonga,937.0,8
8415,2019,1,Passenger,Tuvalu,0.0,1
8416,2019,1,Passenger,Vanuatu,6847.0,14
8417,2019,1,Tanker,Cook Islands,1052.0,9
8418,2019,1,Tanker,Fiji,1981.0,14
8419,2019,1,Tanker,Kiribati,2731.0,22
8420,2019,1,Tanker,Marshall Islands,3194.0,21
8421,2019,1,Tanker,Micronesia,47039.0,133
8422,2019,1,Tanker,Nauru,512.0,9
8423,2019,1,Tanker,Niue,222.0,3
8424,2019,1,Tanker,Palau,7091.0,53
8425,2019,1,Tanker,Papua New Guinea,115500.0,179
8426,2019,1,Tanker,Samoa,215.0,5
8427,2019,1,Tanker,Solomon Islands,4296.0,37
8428,2019,1,Tanker,Tokelau,144.0,2
8429,2019,1,Tanker,Tonga,722.0,10
8430,2019,1,Tanker,Tuvalu,227.0,3
8431,2019,1,Tanker,Vanuatu,849.0,8
8432,2019,2,Cargo,Cook Islands,6984.0,36
8433,2019,2,Cargo,Fiji,6479.0,37
8434,2019,2,Cargo,Kiribati,15367.0,101
8435,2019,2,Cargo,Marshall Islands,9681.0,75
8436,2019,2,Cargo,Micronesia,117263.0,720
8437,2019,2,Cargo,Nauru,1004.0,16
8438,2019,2,Cargo,Niue,583.0,8
8439,2019,2,Cargo,Palau,33434.0,358
8440,2019,2,Cargo,Papua New Guinea,303303.0,1027
8441,2019,2,Cargo,Samoa,842.0,20
8442,2019,2,Cargo,Solomon Islands,14841.0,150
8443,2019,2,Cargo,Tokelau,995.0,15
8444,2019,2,Cargo,Tonga,1467.0,14
8445,2019,2,Cargo,Tuvalu,2341.0,31
8446,2019,2,Cargo,Vanuatu,3165.0,40
8447,2019,2,Fishing,Cook Islands,1005.0,33
8448,2019,2,Fishing,Fiji,794.0,142
8449,2019,2,Fishing,Kiribati,10009.0,228
8450,2019,2,Fishing,Marshall Islands,4328.0,164
8451,2019,2,Fishing,Micronesia,7087.0,242
8452,2019,2,Fishing,Nauru,2096.0,80
8453,2019,2,Fishing,Niue,72.0,7
8454,2019,2,Fishing,Palau,749.0,60
8455,2019,2,Fishing,Papua New Guinea,14317.0,229
8456,2019,2,Fishing,Samoa,166.0,16
8457,2019,2,Fishing,Solomon Islands,2436.0,158
8458,2019,2,Fishing,Tokelau,311.0,18
8459,2019,2,Fishing,Tonga,203.0,19
8460,2019,2,Fishing,Tuvalu,554.0,33
8461,2019,2,Fishing,Vanuatu,937.0,76
8462,2019,2,Others,Cook Islands,3736.0,25
8463,2019,2,Others,Fiji,884.0,37
8464,2019,2,Others,Kiribati,1176.0,85
8465,2019,2,Others,Marshall Islands,1345.0,31
8466,2019,2,Others,Micronesia,1673.0,62
8467,2019,2,Others,Nauru,142.0,9
8468,2019,2,Others,Niue,58.0,4
8469,2019,2,Others,Palau,676.0,23
8470,2019,2,Others,Papua New Guinea,3342.0,115
8471,2019,2,Others,Samoa,278.0,11
8472,2019,2,Others,Solomon Islands,661.0,43
8473,2019,2,Others,Tokelau,7.0,3
8474,2019,2,Others,Tonga,66.0,8
8475,2019,2,Others,Tuvalu,165.0,43
8476,2019,2,Others,Vanuatu,165.0,12
8477,2019,2,Passenger,Cook Islands,3524.0,11
8478,2019,2,Passenger,Fiji,7715.0,25
8479,2019,2,Passenger,Kiribati,2738.0,6
8480,2019,2,Passenger,Micronesia,488.0,2
8481,2019,2,Passenger,Nauru,0.0,1
8482,2019,2,Passenger,Niue,816.0,4
8483,2019,2,Passenger,Palau,241.0,6
8484,2019,2,Passenger,Papua New Guinea,7287.0,34
8485,2019,2,Passenger,Samoa,482.0,5
8486,2019,2,Passenger,Solomon Islands,358.0,4
8487,2019,2,Passenger,Tokelau,547.0,2
8488,2019,2,Passenger,Tonga,3419.0,11
8489,2019,2,Passenger,Tuvalu,579.0,1
8490,2019,2,Passenger,Vanuatu,3742.0,13
8491,2019,2,Tanker,Cook Islands,841.0,6
8492,2019,2,Tanker,Fiji,1628.0,11
8493,2019,2,Tanker,Kiribati,3187.0,16
8494,2019,2,Tanker,Marshall Islands,1980.0,14
8495,2019,2,Tanker,Micronesia,37194.0,109
8496,2019,2,Tanker,Nauru,722.0,9
8497,2019,2,Tanker,Niue,236.0,3
8498,2019,2,Tanker,Palau,7230.0,52
8499,2019,2,Tanker,Papua New Guinea,96410.0,165
8500,2019,2,Tanker,Samoa,118.0,2
8501,2019,2,Tanker,Solomon Islands,2153.0,24
8502,2019,2,Tanker,Tokelau,114.0,2
8503,2019,2,Tanker,Tonga,520.0,7
8504,2019,2,Tanker,Tuvalu,387.0,4
8505,2019,2,Tanker,Vanuatu,735.0,9
8506,2019,3,Cargo,Cook Islands,10364.0,53
8507,2019,3,Cargo,Fiji,6551.0,39
8508,2019,3,Cargo,Kiribati,16599.0,104
8509,2019,3,Cargo,Marshall Islands,9486.0,81
8510,2019,3,Cargo,Micronesia,133026.0,767
8511,2019,3,Cargo,Nauru,1251.0,19
8512,2019,3,Cargo,Niue,898.0,10
8513,2019,3,Cargo,Palau,37475.0,390
8514,2019,3,Cargo,Papua New Guinea,351133.0,1102
8515,2019,3,Cargo,Samoa,1326.0,23
8516,2019,3,Cargo,Solomon Islands,21706.0,174
8517,2019,3,Cargo,Tokelau,927.0,14
8518,2019,3,Cargo,Tonga,2874.0,23
8519,2019,3,Cargo,Tuvalu,2671.0,28
8520,2019,3,Cargo,Vanuatu,3865.0,37
8521,2019,3,Fishing,Cook Islands,1320.0,45
8522,2019,3,Fishing,Fiji,1209.0,175
8523,2019,3,Fishing,Kiribati,7382.0,226
8524,2019,3,Fishing,Marshall Islands,3779.0,157
8525,2019,3,Fishing,Micronesia,9476.0,275
8526,2019,3,Fishing,Nauru,2218.0,70
8527,2019,3,Fishing,Niue,37.0,7
8528,2019,3,Fishing,Palau,733.0,57
8529,2019,3,Fishing,Papua New Guinea,16452.0,262
8530,2019,3,Fishing,Samoa,196.0,31
8531,2019,3,Fishing,Solomon Islands,4225.0,193
8532,2019,3,Fishing,Tokelau,262.0,27
8533,2019,3,Fishing,Tonga,315.0,31
8534,2019,3,Fishing,Tuvalu,1456.0,74
8535,2019,3,Fishing,Vanuatu,1087.0,74
8536,2019,3,Others,Cook Islands,856.0,38
8537,2019,3,Others,Fiji,1104.0,39
8538,2019,3,Others,Kiribati,3183.0,89
8539,2019,3,Others,Marshall Islands,717.0,30
8540,2019,3,Others,Micronesia,3419.0,91
8541,2019,3,Others,Nauru,465.0,11
8542,2019,3,Others,Niue,50.0,5
8543,2019,3,Others,Palau,991.0,24
8544,2019,3,Others,Papua New Guinea,5915.0,135
8545,2019,3,Others,Samoa,37.0,6
8546,2019,3,Others,Solomon Islands,1122.0,44
8547,2019,3,Others,Tokelau,16.0,1
8548,2019,3,Others,Tonga,53.0,9
8549,2019,3,Others,Tuvalu,139.0,54
8550,2019,3,Others,Vanuatu,275.0,18
8551,2019,3,Passenger,Cook Islands,1943.0,8
8552,2019,3,Passenger,Fiji,4938.0,21
8553,2019,3,Passenger,Kiribati,2252.0,5
8554,2019,3,Passenger,Marshall Islands,634.0,1
8555,2019,3,Passenger,Micronesia,1495.0,6
8556,2019,3,Passenger,Niue,162.0,1
8557,2019,3,Passenger,Palau,540.0,6
8558,2019,3,Passenger,Papua New Guinea,9098.0,43
8559,2019,3,Passenger,Samoa,962.0,6
8560,2019,3,Passenger,Solomon Islands,233.0,3
8561,2019,3,Passenger,Tokelau,25.0,1
8562,2019,3,Passenger,Tonga,1991.0,10
8563,2019,3,Passenger,Tuvalu,284.0,1
8564,2019,3,Passenger,Vanuatu,3199.0,10
8565,2019,3,Tanker,Cook Islands,626.0,5
8566,2019,3,Tanker,Fiji,2233.0,12
8567,2019,3,Tanker,Kiribati,2291.0,17
8568,2019,3,Tanker,Marshall Islands,2786.0,15
8569,2019,3,Tanker,Micronesia,41794.0,116
8570,2019,3,Tanker,Nauru,542.0,6
8571,2019,3,Tanker,Niue,256.0,4
8572,2019,3,Tanker,Palau,6139.0,46
8573,2019,3,Tanker,Papua New Guinea,110002.0,192
8574,2019,3,Tanker,Samoa,153.0,3
8575,2019,3,Tanker,Solomon Islands,3829.0,33
8576,2019,3,Tanker,Tonga,543.0,8
8577,2019,3,Tanker,Tuvalu,209.0,3
8578,2019,3,Tanker,Vanuatu,1076.0,8
8579,2019,4,Cargo,Cook Islands,7965.0,40
8580,2019,4,Cargo,Fiji,7464.0,45
8581,2019,4,Cargo,Kiribati,12021.0,80
8582,2019,4,Cargo,Marshall Islands,7381.0,65
8583,2019,4,Cargo,Micronesia,139217.0,812
8584,2019,4,Cargo,Nauru,1130.0,19
8585,2019,4,Cargo,Niue,1306.0,11
8586,2019,4,Cargo,Palau,40448.0,413
8587,2019,4,Cargo,Papua New Guinea,355256.0,1129
8588,2019,4,Cargo,Samoa,1085.0,18
8589,2019,4,Cargo,Solomon Islands,20188.0,176
8590,2019,4,Cargo,Tokelau,1282.0,15
8591,2019,4,Cargo,Tonga,2476.0,22
8592,2019,4,Cargo,Tuvalu,2317.0,27
8593,2019,4,Cargo,Vanuatu,3061.0,27
8594,2019,4,Fishing,Cook Islands,1011.0,42
8595,2019,4,Fishing,Fiji,1361.0,209
8596,2019,4,Fishing,Kiribati,13551.0,248
8597,2019,4,Fishing,Marshall Islands,3647.0,151
8598,2019,4,Fishing,Micronesia,7931.0,243
8599,2019,4,Fishing,Nauru,2161.0,66
8600,2019,4,Fishing,Niue,91.0,8
8601,2019,4,Fishing,Palau,555.0,54
8602,2019,4,Fishing,Papua New Guinea,12165.0,234
8603,2019,4,Fishing,Samoa,240.0,40
8604,2019,4,Fishing,Solomon Islands,3049.0,174
8605,2019,4,Fishing,Tokelau,601.0,40
8606,2019,4,Fishing,Tonga,265.0,39
8607,2019,4,Fishing,Tuvalu,3156.0,107
8608,2019,4,Fishing,Vanuatu,1033.0,78
8609,2019,4,Others,Cook Islands,558.0,28
8610,2019,4,Others,Fiji,2080.0,54
8611,2019,4,Others,Kiribati,1356.0,72
8612,2019,4,Others,Marshall Islands,565.0,35
8613,2019,4,Others,Micronesia,2995.0,84
8614,2019,4,Others,Nauru,131.0,7
8615,2019,4,Others,Niue,79.0,7
8616,2019,4,Others,Palau,585.0,19
8617,2019,4,Others,Papua New Guinea,8833.0,129
8618,2019,4,Others,Samoa,80.0,7
8619,2019,4,Others,Solomon Islands,755.0,66
8620,2019,4,Others,Tokelau,61.0,5
8621,2019,4,Others,Tonga,195.0,9
8622,2019,4,Others,Tuvalu,545.0,42
8623,2019,4,Others,Vanuatu,191.0,12
8624,2019,4,Passenger,Cook Islands,3173.0,10
8625,2019,4,Passenger,Fiji,6662.0,24
8626,2019,4,Passenger,Kiribati,7409.0,9
8627,2019,4,Passenger,Micronesia,967.0,5
8628,2019,4,Passenger,Nauru,2.0,1
8629,2019,4,Passenger,Niue,602.0,4
8630,2019,4,Passenger,Palau,549.0,1
8631,2019,4,Passenger,Papua New Guinea,5578.0,32
8632,2019,4,Passenger,Samoa,718.0,5
8633,2019,4,Passenger,Solomon Islands,256.0,7
8634,2019,4,Passenger,Tokelau,516.0,4
8635,2019,4,Passenger,Tonga,1991.0,13
8636,2019,4,Passenger,Vanuatu,3478.0,13
8637,2019,4,Tanker,Cook Islands,1614.0,10
8638,2019,4,Tanker,Fiji,1736.0,12
8639,2019,4,Tanker,Kiribati,3766.0,20
8640,2019,4,Tanker,Marshall Islands,1443.0,13
8641,2019,4,Tanker,Micronesia,35396.0,101
8642,2019,4,Tanker,Nauru,731.0,9
8643,2019,4,Tanker,Niue,573.0,7
8644,2019,4,Tanker,Palau,5838.0,42
8645,2019,4,Tanker,Papua New Guinea,94318.0,167
8646,2019,4,Tanker,Samoa,151.0,2
8647,2019,4,Tanker,Solomon Islands,3390.0,36
8648,2019,4,Tanker,Tonga,778.0,11
8649,2019,4,Tanker,Tuvalu,485.0,7
8650,2019,4,Tanker,Vanuatu,883.0,9
8651,2019,5,Cargo,Cook Islands,8486.0,37
8652,2019,5,Cargo,Fiji,7360.0,41
8653,2019,5,Cargo,Kiribati,15260.0,95
8654,2019,5,Cargo,Marshall Islands,9579.0,67
8655,2019,5,Cargo,Micronesia,147340.0,819
8656,2019,5,Cargo,Nauru,1246.0,19
8657,2019,5,Cargo,Niue,1138.0,12
8658,2019,5,Cargo,Palau,39515.0,382
8659,2019,5,Cargo,Papua New Guinea,377726.0,1145
8660,2019,5,Cargo,Samoa,1278.0,19
8661,2019,5,Cargo,Solomon Islands,20148.0,179
8662,2019,5,Cargo,Tokelau,441.0,10
8663,2019,5,Cargo,Tonga,2494.0,19
8664,2019,5,Cargo,Tuvalu,2615.0,23
8665,2019,5,Cargo,Vanuatu,4198.0,34
8666,2019,5,Fishing,Cook Islands,1153.0,44
8667,2019,5,Fishing,Fiji,1305.0,181
8668,2019,5,Fishing,Kiribati,13585.0,222
8669,2019,5,Fishing,Marshall Islands,3466.0,144
8670,2019,5,Fishing,Micronesia,13131.0,273
8671,2019,5,Fishing,Nauru,1218.0,46
8672,2019,5,Fishing,Niue,17.0,4
8673,2019,5,Fishing,Palau,634.0,42
8674,2019,5,Fishing,Papua New Guinea,7247.0,174
8675,2019,5,Fishing,Samoa,187.0,31
8676,2019,5,Fishing,Solomon Islands,2949.0,175
8677,2019,5,Fishing,Tokelau,239.0,25
8678,2019,5,Fishing,Tonga,254.0,23
8679,2019,5,Fishing,Tuvalu,1449.0,68
8680,2019,5,Fishing,Vanuatu,777.0,84
8681,2019,5,Others,Cook Islands,3154.0,75
8682,2019,5,Others,Fiji,1760.0,55
8683,2019,5,Others,Kiribati,2150.0,78
8684,2019,5,Others,Marshall Islands,1106.0,39
8685,2019,5,Others,Micronesia,4759.0,75
8686,2019,5,Others,Nauru,430.0,11
8687,2019,5,Others,Niue,402.0,26
8688,2019,5,Others,Palau,1006.0,19
8689,2019,5,Others,Papua New Guinea,6113.0,126
8690,2019,5,Others,Samoa,407.0,10
8691,2019,5,Others,Solomon Islands,747.0,62
8692,2019,5,Others,Tokelau,60.0,3
8693,2019,5,Others,Tonga,604.0,18
8694,2019,5,Others,Tuvalu,403.0,40
8695,2019,5,Others,Vanuatu,464.0,13
8696,2019,5,Passenger,Cook Islands,1124.0,3
8697,2019,5,Passenger,Fiji,3437.0,22
8698,2019,5,Passenger,Kiribati,2111.0,4
8699,2019,5,Passenger,Marshall Islands,0.0,1
8700,2019,5,Passenger,Micronesia,132.0,2
8701,2019,5,Passenger,Palau,15.0,1
8702,2019,5,Passenger,Papua New Guinea,3923.0,26
8703,2019,5,Passenger,Samoa,38.0,2
8704,2019,5,Passenger,Solomon Islands,126.0,4
8705,2019,5,Passenger,Tokelau,210.0,2
8706,2019,5,Passenger,Tonga,1214.0,7
8707,2019,5,Passenger,Tuvalu,19.0,1
8708,2019,5,Passenger,Vanuatu,1824.0,7
8709,2019,5,Tanker,Cook Islands,973.0,9
8710,2019,5,Tanker,Fiji,2318.0,16
8711,2019,5,Tanker,Kiribati,4217.0,19
8712,2019,5,Tanker,Marshall Islands,3680.0,19
8713,2019,5,Tanker,Micronesia,44626.0,107
8714,2019,5,Tanker,Nauru,311.0,4
8715,2019,5,Tanker,Niue,445.0,6
8716,2019,5,Tanker,Palau,6160.0,59
8717,2019,5,Tanker,Papua New Guinea,98277.0,164
8718,2019,5,Tanker,Samoa,87.0,2
8719,2019,5,Tanker,Solomon Islands,3075.0,29
8720,2019,5,Tanker,Tokelau,42.0,1
8721,2019,5,Tanker,Tonga,676.0,9
8722,2019,5,Tanker,Tuvalu,112.0,3
8723,2019,5,Tanker,Vanuatu,752.0,8
8724,2019,6,Cargo,Cook Islands,6124.0,30
8725,2019,6,Cargo,Fiji,5931.0,43
8726,2019,6,Cargo,Kiribati,14917.0,87
8727,2019,6,Cargo,Marshall Islands,10061.0,70
