,year,month,Vessel Type,Country,CO2eq,Vessel
2131,2011,10,Cargo,Nauru,603.0,11
2132,2011,10,Cargo,Niue,2228.0,24
2133,2011,10,Cargo,Palau,28668.0,298
2134,2011,10,Cargo,Papua New Guinea,330305.0,965
2135,2011,10,Cargo,Samoa,391.0,12
2136,2011,10,Cargo,Solomon Islands,15147.0,141
2137,2011,10,Cargo,Tokelau,893.0,11
2138,2011,10,Cargo,Tonga,2545.0,25
2139,2011,10,Cargo,Tuvalu,1164.0,16
2140,2011,10,Cargo,Vanuatu,4243.0,32
2141,2011,10,Fishing,Cook Islands,33.0,3
2142,2011,10,Fishing,Fiji,93.0,7
2143,2011,10,Fishing,Kiribati,5996.0,81
2144,2011,10,Fishing,Marshall Islands,368.0,19
2145,2011,10,Fishing,Micronesia,3934.0,66
2146,2011,10,Fishing,Nauru,604.0,17
2147,2011,10,Fishing,Palau,195.0,8
2148,2011,10,Fishing,Papua New Guinea,8877.0,58
2149,2011,10,Fishing,Samoa,27.0,1
2150,2011,10,Fishing,Solomon Islands,5335.0,46
2151,2011,10,Fishing,Tokelau,100.0,4
2152,2011,10,Fishing,Tonga,21.0,3
2153,2011,10,Fishing,Tuvalu,569.0,16
2154,2011,10,Fishing,Vanuatu,18.0,1
2155,2011,10,Others,Cook Islands,1514.0,21
2156,2011,10,Others,Fiji,2554.0,55
2157,2011,10,Others,Kiribati,2312.0,18
2158,2011,10,Others,Marshall Islands,970.0,13
2159,2011,10,Others,Micronesia,2305.0,26
2160,2011,10,Others,Nauru,186.0,2
2161,2011,10,Others,Niue,166.0,7
2162,2011,10,Others,Palau,557.0,13
2163,2011,10,Others,Papua New Guinea,4839.0,90
2164,2011,10,Others,Samoa,111.0,8
2165,2011,10,Others,Solomon Islands,1512.0,19
2166,2011,10,Others,Tokelau,269.0,4
2167,2011,10,Others,Tonga,1663.0,41
2168,2011,10,Others,Tuvalu,711.0,6
2169,2011,10,Others,Vanuatu,1073.0,26
2170,2011,10,Passenger,Cook Islands,3634.0,5
2171,2011,10,Passenger,Fiji,3350.0,6
2172,2011,10,Passenger,Kiribati,1388.0,2
2173,2011,10,Passenger,Micronesia,1521.0,4
2174,2011,10,Passenger,Papua New Guinea,3708.0,26
2175,2011,10,Passenger,Samoa,142.0,2
2176,2011,10,Passenger,Solomon Islands,6.0,1
2177,2011,10,Passenger,Tokelau,38.0,1
2178,2011,10,Passenger,Tonga,1672.0,4
2179,2011,10,Passenger,Vanuatu,2601.0,4
2180,2011,10,Tanker,Cook Islands,841.0,6
2181,2011,10,Tanker,Fiji,2484.0,13
2182,2011,10,Tanker,Kiribati,2536.0,19
2183,2011,10,Tanker,Marshall Islands,1529.0,13
2184,2011,10,Tanker,Micronesia,11933.0,64
2185,2011,10,Tanker,Nauru,219.0,5
2186,2011,10,Tanker,Niue,271.0,3
2187,2011,10,Tanker,Palau,3034.0,38
2188,2011,10,Tanker,Papua New Guinea,30833.0,123
2189,2011,10,Tanker,Samoa,205.0,3
2190,2011,10,Tanker,Solomon Islands,3026.0,26
2191,2011,10,Tanker,Tokelau,265.0,2
2192,2011,10,Tanker,Tonga,792.0,7
2193,2011,10,Tanker,Tuvalu,399.0,5
2194,2011,10,Tanker,Vanuatu,1016.0,12
2195,2011,11,Cargo,Cook Islands,7871.0,45
2196,2011,11,Cargo,Fiji,7273.0,37
2197,2011,11,Cargo,Kiribati,11431.0,89
2198,2011,11,Cargo,Marshall Islands,4987.0,47
2199,2011,11,Cargo,Micronesia,132460.0,719
2200,2011,11,Cargo,Nauru,308.0,6
2201,2011,11,Cargo,Niue,1424.0,15
2202,2011,11,Cargo,Palau,31312.0,311
2203,2011,11,Cargo,Papua New Guinea,326951.0,963
2204,2011,11,Cargo,Samoa,603.0,14
2205,2011,11,Cargo,Solomon Islands,16658.0,152
2206,2011,11,Cargo,Tokelau,633.0,10
2207,2011,11,Cargo,Tonga,2384.0,21
2208,2011,11,Cargo,Tuvalu,997.0,15
2209,2011,11,Cargo,Vanuatu,3442.0,29
2210,2011,11,Fishing,Cook Islands,1.0,1
2211,2011,11,Fishing,Fiji,194.0,6
2212,2011,11,Fishing,Kiribati,7536.0,97
2213,2011,11,Fishing,Marshall Islands,1201.0,37
2214,2011,11,Fishing,Micronesia,3011.0,61
2215,2011,11,Fishing,Nauru,763.0,19
2216,2011,11,Fishing,Palau,135.0,6
2217,2011,11,Fishing,Papua New Guinea,6757.0,64
2218,2011,11,Fishing,Solomon Islands,5528.0,44
2219,2011,11,Fishing,Tokelau,104.0,2
2220,2011,11,Fishing,Tuvalu,834.0,12
2221,2011,11,Others,Cook Islands,772.0,18
2222,2011,11,Others,Fiji,1308.0,43
2223,2011,11,Others,Kiribati,1390.0,34
2224,2011,11,Others,Marshall Islands,631.0,20
2225,2011,11,Others,Micronesia,2392.0,56
2226,2011,11,Others,Nauru,89.0,8
2227,2011,11,Others,Niue,147.0,7
2228,2011,11,Others,Palau,643.0,20
2229,2011,11,Others,Papua New Guinea,5112.0,101
2230,2011,11,Others,Samoa,115.0,4
2231,2011,11,Others,Solomon Islands,766.0,16
2232,2011,11,Others,Tokelau,52.0,1
2233,2011,11,Others,Tonga,910.0,18
2234,2011,11,Others,Tuvalu,87.0,27
2235,2011,11,Others,Vanuatu,195.0,9
2236,2011,11,Passenger,Cook Islands,1045.0,2
2237,2011,11,Passenger,Fiji,3302.0,7
2238,2011,11,Passenger,Kiribati,711.0,1
2239,2011,11,Passenger,Papua New Guinea,2015.0,21
2240,2011,11,Passenger,Samoa,245.0,3
2241,2011,11,Passenger,Solomon Islands,32.0,1
2242,2011,11,Passenger,Tokelau,835.0,4
2243,2011,11,Passenger,Tonga,1127.0,5
2244,2011,11,Passenger,Vanuatu,3136.0,6
2245,2011,11,Tanker,Cook Islands,1202.0,7
2246,2011,11,Tanker,Fiji,3522.0,15
2247,2011,11,Tanker,Kiribati,2078.0,15
2248,2011,11,Tanker,Marshall Islands,1106.0,8
2249,2011,11,Tanker,Micronesia,9434.0,62
2250,2011,11,Tanker,Nauru,72.0,2
2251,2011,11,Tanker,Niue,406.0,5
2252,2011,11,Tanker,Palau,3788.0,40
2253,2011,11,Tanker,Papua New Guinea,31609.0,126
2254,2011,11,Tanker,Samoa,134.0,3
2255,2011,11,Tanker,Solomon Islands,3358.0,20
2256,2011,11,Tanker,Tokelau,121.0,1
2257,2011,11,Tanker,Tonga,1042.0,10
2258,2011,11,Tanker,Tuvalu,207.0,3
2259,2011,11,Tanker,Vanuatu,743.0,8
2260,2011,12,Cargo,Cook Islands,7774.0,38
2261,2011,12,Cargo,Fiji,7823.0,41
2262,2011,12,Cargo,Kiribati,12472.0,105
2263,2011,12,Cargo,Marshall Islands,5755.0,56
2264,2011,12,Cargo,Micronesia,125885.0,713
2265,2011,12,Cargo,Nauru,612.0,12
2266,2011,12,Cargo,Niue,1696.0,20
2267,2011,12,Cargo,Palau,31227.0,323
2268,2011,12,Cargo,Papua New Guinea,335038.0,995
2269,2011,12,Cargo,Samoa,640.0,13
2270,2011,12,Cargo,Solomon Islands,16287.0,145
2271,2011,12,Cargo,Tokelau,1227.0,13
2272,2011,12,Cargo,Tonga,2385.0,20
2273,2011,12,Cargo,Tuvalu,1471.0,21
2274,2011,12,Cargo,Vanuatu,3086.0,30
2275,2011,12,Fishing,Cook Islands,50.0,3
2276,2011,12,Fishing,Fiji,74.0,5
2277,2011,12,Fishing,Kiribati,8785.0,95
2278,2011,12,Fishing,Marshall Islands,697.0,25
2279,2011,12,Fishing,Micronesia,3066.0,58
2280,2011,12,Fishing,Nauru,876.0,20
2281,2011,12,Fishing,Niue,4.0,1
2282,2011,12,Fishing,Palau,120.0,4
2283,2011,12,Fishing,Papua New Guinea,6907.0,61
2284,2011,12,Fishing,Samoa,31.0,6
2285,2011,12,Fishing,Solomon Islands,6349.0,58
2286,2011,12,Fishing,Tokelau,109.0,6
2287,2011,12,Fishing,Tonga,10.0,1
2288,2011,12,Fishing,Tuvalu,377.0,11
2289,2011,12,Fishing,Vanuatu,11.0,1
2290,2011,12,Others,Cook Islands,391.0,19
2291,2011,12,Others,Fiji,1259.0,27
2292,2011,12,Others,Kiribati,1309.0,59
2293,2011,12,Others,Marshall Islands,880.0,31
2294,2011,12,Others,Micronesia,1846.0,252
2295,2011,12,Others,Nauru,198.0,23
2296,2011,12,Others,Niue,55.0,4
2297,2011,12,Others,Palau,663.0,21
2298,2011,12,Others,Papua New Guinea,4595.0,263
2299,2011,12,Others,Samoa,37.0,2
2300,2011,12,Others,Solomon Islands,770.0,22
2301,2011,12,Others,Tokelau,257.0,6
2302,2011,12,Others,Tonga,207.0,6
2303,2011,12,Others,Tuvalu,219.0,43
2304,2011,12,Others,Vanuatu,92.0,3
2305,2011,12,Passenger,Cook Islands,632.0,3
2306,2011,12,Passenger,Fiji,4015.0,9
2307,2011,12,Passenger,Kiribati,1000.0,2
2308,2011,12,Passenger,Micronesia,134.0,2
2309,2011,12,Passenger,Niue,133.0,1
2310,2011,12,Passenger,Palau,79.0,1
2311,2011,12,Passenger,Papua New Guinea,2295.0,22
2312,2011,12,Passenger,Samoa,92.0,1
2313,2011,12,Passenger,Solomon Islands,87.0,2
2314,2011,12,Passenger,Tokelau,27.0,1
2315,2011,12,Passenger,Tonga,721.0,4
2316,2011,12,Passenger,Vanuatu,4424.0,9
2317,2011,12,Tanker,Cook Islands,863.0,7
2318,2011,12,Tanker,Fiji,2737.0,12
2319,2011,12,Tanker,Kiribati,2637.0,14
2320,2011,12,Tanker,Marshall Islands,1527.0,12
2321,2011,12,Tanker,Micronesia,10018.0,55
2322,2011,12,Tanker,Nauru,230.0,7
2323,2011,12,Tanker,Niue,399.0,5
2324,2011,12,Tanker,Palau,3506.0,39
2325,2011,12,Tanker,Papua New Guinea,29125.0,121
2326,2011,12,Tanker,Samoa,284.0,5
2327,2011,12,Tanker,Solomon Islands,3666.0,25
2328,2011,12,Tanker,Tokelau,62.0,1
2329,2011,12,Tanker,Tonga,792.0,10
2330,2011,12,Tanker,Tuvalu,103.0,2
2331,2011,12,Tanker,Vanuatu,905.0,9
2332,2012,1,Cargo,Cook Islands,10450.0,54
2333,2012,1,Cargo,Fiji,6919.0,36
2334,2012,1,Cargo,Kiribati,11882.0,112
2335,2012,1,Cargo,Marshall Islands,6997.0,75
2336,2012,1,Cargo,Micronesia,127173.0,730
2337,2012,1,Cargo,Nauru,538.0,14
2338,2012,1,Cargo,Niue,2424.0,25
2339,2012,1,Cargo,Palau,29672.0,313
2340,2012,1,Cargo,Papua New Guinea,321982.0,981
2341,2012,1,Cargo,Samoa,529.0,16
2342,2012,1,Cargo,Solomon Islands,15647.0,140
2343,2012,1,Cargo,Tokelau,631.0,11
2344,2012,1,Cargo,Tonga,2412.0,22
2345,2012,1,Cargo,Tuvalu,1104.0,12
2346,2012,1,Cargo,Vanuatu,3309.0,26
2347,2012,1,Fishing,Cook Islands,192.0,6
2348,2012,1,Fishing,Fiji,48.0,6
2349,2012,1,Fishing,Kiribati,10914.0,191
2350,2012,1,Fishing,Marshall Islands,1595.0,57
2351,2012,1,Fishing,Micronesia,2590.0,66
2352,2012,1,Fishing,Nauru,765.0,38
2353,2012,1,Fishing,Niue,14.0,2
2354,2012,1,Fishing,Palau,115.0,7
2355,2012,1,Fishing,Papua New Guinea,4668.0,68
2356,2012,1,Fishing,Samoa,72.0,3
2357,2012,1,Fishing,Solomon Islands,2396.0,41
2358,2012,1,Fishing,Tokelau,86.0,6
2359,2012,1,Fishing,Tonga,6.0,1
2360,2012,1,Fishing,Tuvalu,152.0,10
2361,2012,1,Fishing,Vanuatu,15.0,1
2362,2012,1,Others,Cook Islands,458.0,19
2363,2012,1,Others,Fiji,629.0,14
2364,2012,1,Others,Kiribati,2528.0,70
2365,2012,1,Others,Marshall Islands,600.0,21
2366,2012,1,Others,Micronesia,5246.0,79
2367,2012,1,Others,Nauru,950.0,14
2368,2012,1,Others,Niue,1.0,2
2369,2012,1,Others,Palau,597.0,22
2370,2012,1,Others,Papua New Guinea,5162.0,109
2371,2012,1,Others,Solomon Islands,1306.0,15
2372,2012,1,Others,Tokelau,182.0,2
2373,2012,1,Others,Tonga,205.0,3
2374,2012,1,Others,Tuvalu,471.0,46
2375,2012,1,Others,Vanuatu,2.0,5
2376,2012,1,Passenger,Cook Islands,1034.0,6
2377,2012,1,Passenger,Fiji,3960.0,10
2378,2012,1,Passenger,Kiribati,1417.0,5
2379,2012,1,Passenger,Marshall Islands,616.0,1
2380,2012,1,Passenger,Micronesia,67.0,1
2381,2012,1,Passenger,Niue,159.0,2
2382,2012,1,Passenger,Palau,158.0,2
2383,2012,1,Passenger,Papua New Guinea,1698.0,16
2384,2012,1,Passenger,Samoa,346.0,4
2385,2012,1,Passenger,Solomon Islands,123.0,1
2386,2012,1,Passenger,Tokelau,153.0,1
2387,2012,1,Passenger,Tonga,619.0,6
2388,2012,1,Passenger,Tuvalu,735.0,2
2389,2012,1,Passenger,Vanuatu,7051.0,11
2390,2012,1,Tanker,Cook Islands,2095.0,10
2391,2012,1,Tanker,Fiji,2842.0,15
2392,2012,1,Tanker,Kiribati,3099.0,20
2393,2012,1,Tanker,Marshall Islands,2346.0,13
2394,2012,1,Tanker,Micronesia,8051.0,53
2395,2012,1,Tanker,Nauru,281.0,9
2396,2012,1,Tanker,Niue,698.0,7
2397,2012,1,Tanker,Palau,2867.0,33
2398,2012,1,Tanker,Papua New Guinea,28806.0,125
2399,2012,1,Tanker,Samoa,91.0,4
2400,2012,1,Tanker,Solomon Islands,2679.0,24
2401,2012,1,Tanker,Tokelau,243.0,1
2402,2012,1,Tanker,Tonga,1118.0,12
2403,2012,1,Tanker,Tuvalu,627.0,3
2404,2012,1,Tanker,Vanuatu,1115.0,10
2405,2012,2,Cargo,Cook Islands,7208.0,42
2406,2012,2,Cargo,Fiji,6662.0,32
2407,2012,2,Cargo,Kiribati,13225.0,105
2408,2012,2,Cargo,Marshall Islands,6654.0,55
2409,2012,2,Cargo,Micronesia,115597.0,633
2410,2012,2,Cargo,Nauru,502.0,11
2411,2012,2,Cargo,Niue,1640.0,15
2412,2012,2,Cargo,Palau,23302.0,256
2413,2012,2,Cargo,Papua New Guinea,284381.0,900
2414,2012,2,Cargo,Samoa,722.0,16
2415,2012,2,Cargo,Solomon Islands,13507.0,120
2416,2012,2,Cargo,Tokelau,934.0,12
2417,2012,2,Cargo,Tonga,2008.0,16
2418,2012,2,Cargo,Tuvalu,1577.0,11
2419,2012,2,Cargo,Vanuatu,3309.0,32
2420,2012,2,Fishing,Cook Islands,330.0,4
2421,2012,2,Fishing,Fiji,145.0,11
2422,2012,2,Fishing,Kiribati,8705.0,193
2423,2012,2,Fishing,Marshall Islands,1103.0,33
2424,2012,2,Fishing,Micronesia,3946.0,105
2425,2012,2,Fishing,Nauru,956.0,40
2426,2012,2,Fishing,Niue,0.0,1
2427,2012,2,Fishing,Palau,205.0,8
2428,2012,2,Fishing,Papua New Guinea,7541.0,96
2429,2012,2,Fishing,Samoa,27.0,2
2430,2012,2,Fishing,Solomon Islands,986.0,35
2431,2012,2,Fishing,Tokelau,218.0,8
2432,2012,2,Fishing,Tonga,0.0,1
2433,2012,2,Fishing,Tuvalu,484.0,20
2434,2012,2,Fishing,Vanuatu,84.0,6
2435,2012,2,Others,Cook Islands,478.0,13
2436,2012,2,Others,Fiji,595.0,15
2437,2012,2,Others,Kiribati,1298.0,59
2438,2012,2,Others,Marshall Islands,542.0,19
2439,2012,2,Others,Micronesia,2497.0,54
2440,2012,2,Others,Nauru,315.0,7
2441,2012,2,Others,Niue,181.0,2
2442,2012,2,Others,Palau,218.0,10
2443,2012,2,Others,Papua New Guinea,4220.0,99
2444,2012,2,Others,Solomon Islands,305.0,11
2445,2012,2,Others,Tokelau,35.0,2
2446,2012,2,Others,Tonga,168.0,4
2447,2012,2,Others,Tuvalu,252.0,36
2448,2012,2,Others,Vanuatu,89.0,5
2449,2012,2,Passenger,Cook Islands,1728.0,5
2450,2012,2,Passenger,Fiji,11232.0,16
2451,2012,2,Passenger,Kiribati,1829.0,6
2452,2012,2,Passenger,Micronesia,1003.0,3
2453,2012,2,Passenger,Niue,162.0,2
2454,2012,2,Passenger,Palau,175.0,1
2455,2012,2,Passenger,Papua New Guinea,2759.0,29
2456,2012,2,Passenger,Samoa,1051.0,8
2457,2012,2,Passenger,Solomon Islands,519.0,3
2458,2012,2,Passenger,Tokelau,938.0,6
2459,2012,2,Passenger,Tonga,2295.0,11
2460,2012,2,Passenger,Tuvalu,0.0,1
2461,2012,2,Passenger,Vanuatu,5507.0,12
2462,2012,2,Tanker,Cook Islands,1745.0,11
2463,2012,2,Tanker,Fiji,2252.0,13
2464,2012,2,Tanker,Kiribati,2055.0,20
2465,2012,2,Tanker,Marshall Islands,2359.0,12
2466,2012,2,Tanker,Micronesia,10522.0,49
2467,2012,2,Tanker,Nauru,319.0,11
2468,2012,2,Tanker,Niue,385.0,4
2469,2012,2,Tanker,Palau,3091.0,34
2470,2012,2,Tanker,Papua New Guinea,25372.0,111
2471,2012,2,Tanker,Samoa,190.0,5
2472,2012,2,Tanker,Solomon Islands,3081.0,19
2473,2012,2,Tanker,Tonga,858.0,8
2474,2012,2,Tanker,Tuvalu,505.0,2
2475,2012,2,Tanker,Vanuatu,780.0,10
2476,2012,3,Cargo,Cook Islands,7913.0,49
2477,2012,3,Cargo,Fiji,6285.0,37
2478,2012,3,Cargo,Kiribati,11132.0,96
2479,2012,3,Cargo,Marshall Islands,6107.0,58
2480,2012,3,Cargo,Micronesia,119612.0,724
2481,2012,3,Cargo,Nauru,363.0,9
2482,2012,3,Cargo,Niue,2083.0,23
2483,2012,3,Cargo,Palau,26126.0,308
2484,2012,3,Cargo,Papua New Guinea,301258.0,982
2485,2012,3,Cargo,Samoa,288.0,8
2486,2012,3,Cargo,Solomon Islands,13428.0,130
2487,2012,3,Cargo,Tokelau,369.0,5
2488,2012,3,Cargo,Tonga,2877.0,22
2489,2012,3,Cargo,Tuvalu,3651.0,13
2490,2012,3,Cargo,Vanuatu,2760.0,26
2491,2012,3,Fishing,Cook Islands,187.0,4
2492,2012,3,Fishing,Fiji,106.0,13
2493,2012,3,Fishing,Kiribati,7377.0,162
2494,2012,3,Fishing,Marshall Islands,916.0,29
2495,2012,3,Fishing,Micronesia,5023.0,95
2496,2012,3,Fishing,Nauru,983.0,37
2497,2012,3,Fishing,Niue,39.0,2
2498,2012,3,Fishing,Palau,272.0,13
2499,2012,3,Fishing,Papua New Guinea,6747.0,74
2500,2012,3,Fishing,Samoa,16.0,2
2501,2012,3,Fishing,Solomon Islands,2401.0,56
2502,2012,3,Fishing,Tokelau,129.0,4
2503,2012,3,Fishing,Tonga,35.0,2
2504,2012,3,Fishing,Tuvalu,814.0,24
2505,2012,3,Fishing,Vanuatu,92.0,6
2506,2012,3,Others,Cook Islands,351.0,18
2507,2012,3,Others,Fiji,347.0,16
2508,2012,3,Others,Kiribati,1515.0,65
2509,2012,3,Others,Marshall Islands,425.0,28
2510,2012,3,Others,Micronesia,3103.0,44
2511,2012,3,Others,Nauru,158.0,10
2512,2012,3,Others,Palau,379.0,22
2513,2012,3,Others,Papua New Guinea,7263.0,113
2514,2012,3,Others,Samoa,29.0,2
2515,2012,3,Others,Solomon Islands,782.0,13
2516,2012,3,Others,Tokelau,62.0,4
2517,2012,3,Others,Tonga,195.0,6
2518,2012,3,Others,Tuvalu,285.0,46
2519,2012,3,Others,Vanuatu,125.0,9
2520,2012,3,Passenger,Cook Islands,2108.0,8
2521,2012,3,Passenger,Fiji,5363.0,12
2522,2012,3,Passenger,Kiribati,1643.0,2
2523,2012,3,Passenger,Micronesia,1744.0,3
2524,2012,3,Passenger,Niue,151.0,2
2525,2012,3,Passenger,Palau,129.0,2
2526,2012,3,Passenger,Papua New Guinea,8200.0,30
2527,2012,3,Passenger,Samoa,183.0,3
2528,2012,3,Passenger,Solomon Islands,97.0,3
2529,2012,3,Passenger,Tokelau,47.0,1
2530,2012,3,Passenger,Tonga,775.0,7
2531,2012,3,Passenger,Tuvalu,0.0,1
2532,2012,3,Passenger,Vanuatu,5723.0,13
2533,2012,3,Tanker,Cook Islands,1072.0,3
2534,2012,3,Tanker,Fiji,2809.0,12
2535,2012,3,Tanker,Kiribati,2858.0,18
2536,2012,3,Tanker,Marshall Islands,1447.0,15
2537,2012,3,Tanker,Micronesia,9046.0,62
2538,2012,3,Tanker,Nauru,807.0,11
2539,2012,3,Tanker,Niue,434.0,4
2540,2012,3,Tanker,Palau,2959.0,36
2541,2012,3,Tanker,Papua New Guinea,26035.0,127
2542,2012,3,Tanker,Samoa,94.0,2
2543,2012,3,Tanker,Solomon Islands,2531.0,24
2544,2012,3,Tanker,Tokelau,25.0,1
2545,2012,3,Tanker,Tonga,823.0,7
2546,2012,3,Tanker,Tuvalu,167.0,5
2547,2012,3,Tanker,Vanuatu,462.0,6
2548,2012,4,Cargo,Cook Islands,9767.0,55
2549,2012,4,Cargo,Fiji,7469.0,41
2550,2012,4,Cargo,Kiribati,13516.0,97
2551,2012,4,Cargo,Marshall Islands,6496.0,66
2552,2012,4,Cargo,Micronesia,123274.0,698
2553,2012,4,Cargo,Nauru,686.0,16
2554,2012,4,Cargo,Niue,1925.0,23
2555,2012,4,Cargo,Palau,27034.0,314
2556,2012,4,Cargo,Papua New Guinea,296711.0,986
2557,2012,4,Cargo,Samoa,1019.0,21
2558,2012,4,Cargo,Solomon Islands,15755.0,143
2559,2012,4,Cargo,Tokelau,928.0,16
2560,2012,4,Cargo,Tonga,3342.0,28
2561,2012,4,Cargo,Tuvalu,3424.0,19
2562,2012,4,Cargo,Vanuatu,4240.0,39
2563,2012,4,Fishing,Cook Islands,120.0,3
2564,2012,4,Fishing,Fiji,142.0,11
2565,2012,4,Fishing,Kiribati,7331.0,192
2566,2012,4,Fishing,Marshall Islands,1084.0,40
2567,2012,4,Fishing,Micronesia,4066.0,76
2568,2012,4,Fishing,Nauru,546.0,23
2569,2012,4,Fishing,Niue,2.0,1
2570,2012,4,Fishing,Palau,271.0,11
2571,2012,4,Fishing,Papua New Guinea,5902.0,60
2572,2012,4,Fishing,Samoa,15.0,2
2573,2012,4,Fishing,Solomon Islands,2641.0,42
2574,2012,4,Fishing,Tokelau,157.0,3
2575,2012,4,Fishing,Tonga,60.0,2
2576,2012,4,Fishing,Tuvalu,662.0,22
2577,2012,4,Others,Cook Islands,475.0,28
2578,2012,4,Others,Fiji,421.0,18
2579,2012,4,Others,Kiribati,1546.0,72
2580,2012,4,Others,Marshall Islands,417.0,16
2581,2012,4,Others,Micronesia,3162.0,55
2582,2012,4,Others,Nauru,208.0,8
2583,2012,4,Others,Niue,114.0,5
2584,2012,4,Others,Palau,445.0,17
2585,2012,4,Others,Papua New Guinea,6453.0,115
2586,2012,4,Others,Samoa,34.0,3
2587,2012,4,Others,Solomon Islands,916.0,18
2588,2012,4,Others,Tokelau,21.0,3
2589,2012,4,Others,Tonga,415.0,16
2590,2012,4,Others,Tuvalu,375.0,49
2591,2012,4,Others,Vanuatu,215.0,15
2592,2012,4,Passenger,Cook Islands,1882.0,5
2593,2012,4,Passenger,Fiji,3886.0,11
2594,2012,4,Passenger,Kiribati,1629.0,2
2595,2012,4,Passenger,Micronesia,1191.0,5
2596,2012,4,Passenger,Niue,226.0,2
2597,2012,4,Passenger,Papua New Guinea,2999.0,27
2598,2012,4,Passenger,Samoa,1008.0,7
2599,2012,4,Passenger,Solomon Islands,333.0,4
2600,2012,4,Passenger,Tokelau,609.0,5
2601,2012,4,Passenger,Tonga,1954.0,9
2602,2012,4,Passenger,Vanuatu,3582.0,10
2603,2012,4,Tanker,Cook Islands,990.0,8
2604,2012,4,Tanker,Fiji,2768.0,11
2605,2012,4,Tanker,Kiribati,3974.0,17
2606,2012,4,Tanker,Marshall Islands,969.0,10
2607,2012,4,Tanker,Micronesia,9482.0,62
2608,2012,4,Tanker,Nauru,831.0,7
2609,2012,4,Tanker,Niue,372.0,5
2610,2012,4,Tanker,Palau,2943.0,40
2611,2012,4,Tanker,Papua New Guinea,30115.0,139
2612,2012,4,Tanker,Samoa,182.0,5
2613,2012,4,Tanker,Solomon Islands,3281.0,18
2614,2012,4,Tanker,Tokelau,7.0,1
2615,2012,4,Tanker,Tonga,849.0,9
2616,2012,4,Tanker,Tuvalu,168.0,3
2617,2012,4,Tanker,Vanuatu,889.0,6
2618,2012,5,Cargo,Cook Islands,8248.0,44
2619,2012,5,Cargo,Fiji,6459.0,37
2620,2012,5,Cargo,Kiribati,8589.0,79
2621,2012,5,Cargo,Marshall Islands,5540.0,49
2622,2012,5,Cargo,Micronesia,138205.0,761
2623,2012,5,Cargo,Nauru,187.0,7
2624,2012,5,Cargo,Niue,1934.0,20
2625,2012,5,Cargo,Palau,31464.0,363
2626,2012,5,Cargo,Papua New Guinea,331468.0,1011
2627,2012,5,Cargo,Samoa,676.0,16
2628,2012,5,Cargo,Solomon Islands,16331.0,144
2629,2012,5,Cargo,Tokelau,571.0,8
2630,2012,5,Cargo,Tonga,3448.0,23
2631,2012,5,Cargo,Tuvalu,1408.0,13
2632,2012,5,Cargo,Vanuatu,3480.0,35
2633,2012,5,Fishing,Cook Islands,83.0,5
2634,2012,5,Fishing,Fiji,216.0,16
2635,2012,5,Fishing,Kiribati,11469.0,226
2636,2012,5,Fishing,Marshall Islands,850.0,30
2637,2012,5,Fishing,Micronesia,6488.0,76
2638,2012,5,Fishing,Nauru,360.0,12
2639,2012,5,Fishing,Palau,220.0,13
2640,2012,5,Fishing,Papua New Guinea,4235.0,53
2641,2012,5,Fishing,Samoa,60.0,5
2642,2012,5,Fishing,Solomon Islands,2898.0,52
2643,2012,5,Fishing,Tokelau,123.0,7
2644,2012,5,Fishing,Tonga,36.0,7
2645,2012,5,Fishing,Tuvalu,1413.0,47
2646,2012,5,Fishing,Vanuatu,40.0,3
2647,2012,5,Others,Cook Islands,2468.0,51
2648,2012,5,Others,Fiji,4660.0,72
2649,2012,5,Others,Kiribati,2547.0,80
2650,2012,5,Others,Marshall Islands,599.0,20
2651,2012,5,Others,Micronesia,4738.0,47
2652,2012,5,Others,Nauru,460.0,12
2653,2012,5,Others,Niue,906.0,29
2654,2012,5,Others,Palau,784.0,14
2655,2012,5,Others,Papua New Guinea,4161.0,91
2656,2012,5,Others,Samoa,283.0,16
2657,2012,5,Others,Solomon Islands,352.0,15
2658,2012,5,Others,Tokelau,46.0,2
2659,2012,5,Others,Tonga,1574.0,44
2660,2012,5,Others,Tuvalu,1383.0,47
2661,2012,5,Others,Vanuatu,1133.0,24
2662,2012,5,Passenger,Cook Islands,1005.0,3
2663,2012,5,Passenger,Fiji,1767.0,6
2664,2012,5,Passenger,Kiribati,2984.0,5
2665,2012,5,Passenger,Micronesia,382.0,3
2666,2012,5,Passenger,Palau,38.0,1
2667,2012,5,Passenger,Papua New Guinea,1627.0,20
2668,2012,5,Passenger,Samoa,152.0,4
2669,2012,5,Passenger,Solomon Islands,373.0,3
2670,2012,5,Passenger,Tokelau,45.0,2
2671,2012,5,Passenger,Tonga,640.0,4
2672,2012,5,Passenger,Vanuatu,3035.0,8
2673,2012,5,Tanker,Cook Islands,805.0,3
2674,2012,5,Tanker,Fiji,2061.0,12
2675,2012,5,Tanker,Kiribati,3642.0,17
2676,2012,5,Tanker,Marshall Islands,1099.0,14
2677,2012,5,Tanker,Micronesia,11329.0,69
2678,2012,5,Tanker,Nauru,705.0,9
2679,2012,5,Tanker,Niue,345.0,2
2680,2012,5,Tanker,Palau,2913.0,36
2681,2012,5,Tanker,Papua New Guinea,28482.0,140
2682,2012,5,Tanker,Samoa,183.0,3
2683,2012,5,Tanker,Solomon Islands,2906.0,27
